observation_id	original_f_id	root_id	relation	observation_severity	normalized_severity	workstream	category	owner	source_evidence	finding
F-1856#01	F-1856	RD-0054	derived-from	P1	P0	platform/identity/audit	catalog/provenance/publication	Admin	`scripts/backfill-catalog-governance.ts:78–95`	Apply overwrites governance provenance and backfill timestamps without preserving prior values, operator identity, migration digest or change ticket.
F-1877#01	F-1877	RD-0054	derived-from	P1	P0	platform/identity/audit	catalog/provenance/publication	Backend	`scripts/db-backup-restore.sh:21–34`	No backup manifest records source database identity, schema/index version, commit, operator, timestamp, checksum, encryption key or recovery point.
F-1880#01	F-1880	RD-0054	derived-from	P0	P0	platform/identity/audit	catalog/provenance/publication	Backend	`scripts/db-backup-restore.sh:43–50`	Archive provenance, database identity, completeness, integrity, compatibility, schema/index version and trusted origin are not validated before restore.
F-1892#01	F-1892	RD-0054	derived-from	P0	P0	platform/identity/audit	catalog/provenance/publication	Backend	`scripts/seed_test_providers.js:7–17`	Script defines a local provider schema/model instead of visibly using the canonical provider schema, risking field/security/role drift.
F-1961#01	F-1961	RD-0054	derived-from	P0	P0	platform/identity/audit	catalog/provenance/publication	Backend	`infra/fastapi/seed_dev.py:515–533`	Seed module generates random UUIDs, making references non-deterministic across runs and preventing reproducible fixture provenance.
F-2021#01	F-2021	RD-0054	blocked-by-decision	P1	P0	platform/identity/audit	catalog/provenance/publication	Backend	`infra/fastapi/setup_server.sh:58`	SSH is allowed without SSH hardening, source restriction, key-only policy, fail2ban/rate controls or effective-rule verification.
F-2027#01	F-2027	RD-0054	derived-from	P1	P0	platform/identity/audit	catalog/provenance/publication	Backend	`infra/fastapi/setup_server.sh:1–78`	No disk/resource limits, backup setup, monitoring, alerting, log redaction or audit collection is configured.
F-2038#01	F-2038	RD-0054	derived-from	P1	P0	platform/identity/audit	catalog/provenance/publication	Backend	`infra/fastapi/requirements.txt:3,5,8,12–13,22–26`	Boto3, cryptography, pydantic, passlib, tzdata, pandas, numpy, jq and Typer use floating lower bounds, risking behavior/security drift.
F-2046#01	F-2046	RD-0054	derived-from	P0	P0	platform/identity/audit	catalog/provenance/publication	Backend	`infra/fastapi/import_etl_products.py:13–17,70–79`	ETL hardcodes a developer-specific absolute input path, making source selection non-portable and provenance/permission control absent.
F-2061#01	F-2061	RD-0054	derived-from	P1	P0	platform/identity/audit	catalog/provenance/publication	Backend	`package.json:6–13`	The lint script uses `--fix`, so a routine quality gate can mutate source rather than remain a deterministic read-only check.
F-2072#01	F-2072	RD-0054	derived-from	P1	P0	platform/identity/audit	catalog/provenance/publication	Backend	`package.json:6–14`	No script proves migrations/indexes/seeds are safe, idempotent, environment-bound or rollback-capable.
F-2099#01	F-2099	RD-0054	unverified-runtime	P0	P0	platform/identity/audit	catalog/provenance/publication	Platform	`Dockerfile:8–14`	No startup secret/dependency preflight, resource limit, log/redaction policy or runtime security configuration exists.
F-2120#01	F-2120	RD-0054	derived-from	P1	P0	platform/identity/audit	catalog/provenance/publication	Backend	`tsconfig.json:15`	`strictNullChecks` is disabled, allowing null/undefined contract defects to pass compilation.
F-2146#01	F-2146	RD-0054	blocked-by-decision	P0	P0	platform/identity/audit	catalog/provenance/publication	Backend	`ENVIRONMENT.md:13–27`	JWT, Redis, database and URL aliases/defaults have no documented conflict-resolution, TLS, entropy or production prohibition policy.
F-2155#01	F-2155	RD-0054	blocked-by-decision	P0	P0	platform/identity/audit	catalog/provenance/publication	Provider	`ENVIRONMENT.md:74–79`	S3/R2 alternatives lack canonical provider selection, bucket ACL, encryption, signed URL TTL, upload validation and deletion/retention policy.
F-2163#01	F-2163	RD-0054	derived-from	P1	P0	platform/identity/audit	catalog/provenance/publication	Backend	`ENVIRONMENT.md:1–171`	Documentation does not provide generated `.env.example` parity or prove every `process.env` access across all surfaces is covered.
F-2224#01	F-2224	RD-0054	derived-from	P1	P0	platform/identity/audit	catalog/provenance/publication	Backend	`package-lock-full-traversal.txt` summary and `PKG` rows	11 package entries contain deprecation metadata and require dependency review.
F-2241#01	F-2241	RD-0054	derived-from	P0	P0	platform/identity/audit	catalog/provenance/publication	Backend	`ocr_worker.py:51–58`	Any parseable model object is forced to `ok=true`, allowing malformed/unsafe extraction to appear as success.
F-2250#01	F-2250	RD-0054	derived-from	P1	P0	platform/identity/audit	catalog/provenance/publication	Backend	`NABDAH_PROJECT_REFERENCE.md:7–9,207–216`	The reference embeds historical branch/head information that predates the current main baseline, so commit references are provenance only.
F-2263#01	F-2263	RD-0054	derived-from	P1	P0	platform/identity/audit	catalog/provenance/publication	Backend	`NABDAH_PROJECT_REFERENCE.md:23–30,239–251`	Four application components are described as one platform while their archives/branches may have separate source authorities and build contracts.
F-2277#01	F-2277	RD-0054	derived-from	P0	P0	platform/identity/audit	catalog/provenance/publication	Backend	`src/modules/hospital/schemas/hospital-branch.schema.ts:8–9`	`hospital_id` is only an indexed User reference; the schema does not prove that the referenced identity is an authorized hospital/facility owner.
F-2301#01	F-2301	RD-0054	derived-from	P1	P0	platform/identity/audit	catalog/provenance/publication	Backend	`src/modules/hospital/schemas/hospital-invitation.schema.ts:13–34`	No audit provenance records who created, responded to or revoked the invitation beyond generic timestamps.
F-2312#01	F-2312	RD-0054	unverified-runtime	P1	P0	platform/identity/audit	catalog/provenance/publication	QA	`src/modules/care/tests/public-discovery.spec.ts:1–102`	The spec is a source regression artifact, not proof of live availability or production parity; it was not executed during this audit.
F-2324#01	F-2324	RD-0054	blocked-by-decision	P1	P0	platform/identity/audit	catalog/provenance/publication	QA	`src/modules/care/tests/appointments-states.spec.ts:1–201`	The spec was not run during this audit; local source regression evidence must not be reported as current live acceptance.
F-2349#01	F-2349	RD-0054	derived-from	P0	P0	platform/identity/audit	catalog/provenance/publication	QA	`src/modules/prescriptions/prescriptions.authorization.spec.ts:151–214`	Manual-review path tests pending/substitute flags but do not prove reviewer role/scope, approved substitute equivalence, inventory availability or dispense audit.
F-2462#01	F-2462	RD-0054	unverified-runtime	P1	P0	platform/identity/audit	catalog/provenance/publication	Backend	`src/modules/medicines/medicines.public-catalog.contract.spec.ts:1–39`	The spec was not executed during this audit and cannot establish current catalog readiness.
F-2469#01	F-2469	RD-0054	derived-from	P1	P0	platform/identity/audit	catalog/provenance/publication	Admin	`src/contracts/catalog-governance-backfill.contract.spec.ts:44–50`	Provenance rollback is asserted with partial object matching but no actor, scope, backup, snapshot or audit trail proof.
F-2484#01	F-2484	RD-0054	unverified-runtime	P1	P0	platform/identity/audit	catalog/provenance/publication	Backend	`src/modules/events/catalog-publication.service.spec.ts:1–94`	The spec was not executed during this audit and cannot establish current publication/event readiness.
F-2503#01	F-2503	RD-0054	derived-from	P1	P0	platform/identity/audit	catalog/provenance/publication	Backend	`src/common/redis-cache.interceptor.ts:23–24`	Query ordering, locale, device, representation and equivalent URL normalization are not canonicalized before keying.
F-2515#01	F-2515	RD-0054	derived-from	P1	P0	platform/identity/audit	catalog/provenance/publication	Backend	`src/common/tracking.ts:8,14`	No validation covers empty, whitespace, Unicode, delimiter, oversized or control-character prefixes.
F-2520#01	F-2520	RD-0054	derived-from	P1	P0	platform/identity/audit	catalog/provenance/publication	Backend	`src/common/validators/saudi-phone.validator.ts:5–9`	Whitespace, separators, parentheses and common international formatting are not normalized or explicitly classified.
F-2530#01	F-2530	RD-0054	derived-from	P1	P0	platform/identity/audit	catalog/provenance/publication	Backend	`src/common/validators/iqama.validator.ts:5–10`	Whitespace, separators, Arabic-Indic digits and Unicode confusables are not normalized or explicitly rejected.
F-2550#01	F-2550	RD-0054	unverified-runtime	P1	P0	platform/identity/audit	catalog/provenance/publication	Backend	`src/common/slug.util.ts:1–47`	The utilities were not executed or integrated with live public routes during this audit and cannot establish URL readiness.
F-2562#01	F-2562	RD-0054	unverified-runtime	P1	P0	platform/identity/audit	catalog/provenance/publication	Backend	`src/common/events.ts:1–48`	The event catalog was not executed or reconciled against live producers/consumers during this audit.
F-2600#01	F-2600	RD-0054	derived-from	P1	P0	platform/identity/audit	catalog/provenance/publication	Backend	`src/schemas/emergency.schema.ts:12–13,27–28`	No geospatial index or coordinate validation is visible for dispatch/location queries.
F-2679#01	F-2679	RD-0054	derived-from	P1	P0	platform/identity/audit	catalog/provenance/publication	Backend	`src/schemas/push-token.schema.ts:6–13`	No indexes for active/provider/stale-token operational cleanup or delivery selection are visible beyond user/token fields.
F-2694#01	F-2694	RD-0054	derived-from	P1	P0	platform/identity/audit	catalog/provenance/publication	Backend	`src/schemas/callmetric.schema.ts:10–13`	Bitrate, packet loss, jitter and RTT have no numeric bounds, units, source or sampling validation.
F-2700#01	F-2700	RD-0054	derived-from	P1	P0	platform/identity/audit	catalog/provenance/publication	Backend	`src/schemas/callmetric.schema.ts:7–9`	No operational index for session/time or participant/time selection is visible beyond individual identifiers.
F-2710#01	F-2710	RD-0054	blocked-by-decision	P1	P0	platform/identity/audit	catalog/provenance/publication	Backend	`src/schemas/image-processing-job.schema.ts:13`	Attempts has no maximum/range or reason/source policy and can be updated without an idempotent job identity.
F-2728#01	F-2728	RD-0054	unverified-runtime	P1	P0	platform/identity/audit	catalog/provenance/publication	Backend	`src/schemas/pharmacy-inventory.schema.ts:1–18`	The schema was not executed or integrated with live pharmacy checkout/catalog flows during this audit.
F-2735#01	F-2735	RD-0054	blocked-by-decision	P0	P0	platform/identity/audit	catalog/provenance/publication	Backend	`src/schemas/review.schema.ts:7–15`	No anonymity/public projection policy prevents patient IDs or private review metadata from reaching public/provider clients.
F-2738#01	F-2738	RD-0054	derived-from	P1	P0	platform/identity/audit	catalog/provenance/publication	Backend	`src/schemas/review.schema.ts:11–15`	No aggregate/rating calculation provenance or stale-cache invalidation linkage is represented.
F-2740#01	F-2740	RD-0054	unverified-runtime	P1	P0	platform/identity/audit	catalog/provenance/publication	Backend	`src/schemas/review.schema.ts:1–18`	The schema was not executed or integrated with booking/review moderation during this audit and cannot establish review readiness.
F-2813#01	F-2813	RD-0054	derived-from	P0	P0	platform/identity/audit	catalog/provenance/publication	Backend	`src/modules/approval-workflow/approval-workflow.service.spec.ts:91–106`	Rejection only stores a free-form note; reviewer identity, reason schema, timestamps, appeal and audit integrity are absent.
F-2820#01	F-2820	RD-0054	unverified-runtime	P1	P0	platform/identity/audit	catalog/provenance/publication	Backend	`src/modules/approval-workflow/approval-workflow.service.spec.ts:1–193`	The spec was not executed during this audit and cannot establish approval-workflow production readiness.
F-2825#01	F-2825	RD-0054	blocked-by-decision	P0	P0	platform/identity/audit	catalog/provenance/publication	Backend	`src/modules/approval-workflow/approval-workflow.module.ts:75–114`	`dto.edit_data` is merged and spread into target entities without field allowlist or immutable-field protection.
F-2836#01	F-2836	RD-0054	unverified-runtime	P1	P0	platform/identity/audit	catalog/provenance/publication	Backend	`src/modules/approval-workflow/approval-workflow.module.ts:1–219`	No live database, deployed route, failure-recovery or end-to-end approval evidence was executed during this audit.
F-2846#01	F-2846	RD-0054	blocked-by-decision	P1	P0	platform/identity/audit	catalog/provenance/publication	Backend	`src/contracts/insurance-openapi.contract.spec.ts:69–86`	Active and company catalog 403 documentation does not prove role/feature-policy enforcement or public/private boundary behavior.
F-2852#01	F-2852	RD-0054	blocked-by-decision	P0	P0	platform/identity/audit	catalog/provenance/publication	Backend	`src/schemas/insurance.schema.ts:34–41,59–61`	Catalog status and active/retired fields do not visibly enforce publication eligibility, retirement/supersession consistency or provider-facing availability.
F-2883#01	F-2883	RD-0054	derived-from	P0	P0	platform/identity/audit	catalog/provenance/publication	Backend	`src/modules/insurance/insurance.service.spec.ts:74–207`	Provider/network/company identity uses free-form fixture fields without FK, verified-source or current-contract validation.
F-2926#01	F-2926	RD-0054	derived-from	P1	P0	platform/identity/audit	catalog/provenance/publication	Backend	`src/schemas/chat-session.schema.ts:8–23`	Indexes cover individual type/reference/status lookups but no active/participant/time/cleanup query plan is visible.
F-2975#01	F-2975	RD-0054	derived-from	P1	P0	platform/identity/audit	catalog/provenance/publication	Backend	`src/schemas/callsession.schema.ts:7–13`	Individual indexes do not evidence an active-call/participant/time cleanup query plan.
F-3013#01	F-3013	RD-0054	derived-from	P1	P0	platform/identity/audit	catalog/provenance/publication	Backend	`src/schemas/feature-flag.schema.ts:7–19`	No cache invalidation, propagation, stale-read, evaluation provenance or exposure metric fields are represented.
F-3049#01	F-3049	RD-0054	unverified-runtime	P1	P0	platform/identity/audit	catalog/provenance/publication	Backend	`src/contracts/mongoose-indexes.contract.spec.ts:1–21`	This contract was not executed against a live MongoDB instance during this audit read.
F-3055#01	F-3055	RD-0054	blocked-by-decision	P0	P0	platform/identity/audit	catalog/provenance/publication	QA	`src/contracts/phase6-contracts.spec.ts:9–21`	No feature-flag/approval/role gate test proves draft contracts cannot be activated accidentally.
F-3075#01	F-3075	RD-0054	unverified-runtime	P1	P0	platform/identity/audit	catalog/provenance/publication	Backend	`src/modules/ai/ai.service.spec.ts:1–60`	This spec was not executed against live AI policy, storage, notification or governed-review integrations during this audit read.
F-3077#01	F-3077	RD-0054	derived-from	P0	P0	platform/identity/audit	catalog/provenance/publication	Backend	`src/modules/ai/ai.service.excel.spec.ts:12–15`	Parsed medicine is returned with `medicine_id: null`, so no authoritative catalog identity is established by this path.
F-3100#01	F-3100	RD-0054	blocked-by-decision	P0	P0	platform/identity/audit	catalog/provenance/publication	Backend	`src/schemas/drug-rejection-log.schema.ts:9–14`	Log records medicine/order/pharmacy IDs but no actor identity, actor role or decision authority.
F-3104#01	F-3104	RD-0054	blocked-by-decision	P0	P0	platform/identity/audit	catalog/provenance/publication	Backend	`src/schemas/drug-rejection-log.schema.ts:5–22`	Collection is not explicitly append-only; no update/delete guard or immutable provenance is represented.
F-3114#01	F-3114	RD-0054	derived-from	P0	P0	platform/identity/audit	catalog/provenance/publication	Backend	`src/schemas/article.schema.ts:23–28`	No invariant requires published_at for PUBLISHED or forbids it for DRAFT/deleted content.
F-3127#01	F-3127	RD-0054	unverified-runtime	P1	P0	platform/identity/audit	catalog/provenance/publication	Backend	`src/schemas/article.schema.ts:1–31`	The schema was not executed or reconciled against article APIs, SEO metadata, sitemap and indexing behavior during this audit read.
F-3129#01	F-3129	RD-0054	derived-from	P0	P0	platform/identity/audit	catalog/provenance/publication	Backend	`src/schemas/delivery.schema.ts:14–16`	Coordinates have no range, precision, geospatial, timestamp, source, accuracy or spoofing validation.
F-3150#01	F-3150	RD-0054	blocked-by-decision	P0	P0	platform/identity/audit	catalog/provenance/publication	Backend	`src/schemas/user.schema.ts:35`	`permissions` is a free-form string array with no allowlist, role boundary, approval, expiry or provenance.
F-3159#01	F-3159	RD-0054	derived-from	P1	P0	platform/identity/audit	catalog/provenance/publication	Backend	`src/schemas/user.schema.ts:27–28`	No login/session/revocation/risk/device audit fields beyond last_login_at are represented.
F-3168#01	F-3168	RD-0054	derived-from	P0	P0	platform/identity/audit	catalog/provenance/publication	Backend	`src/modules/articles/articles.contract.spec.ts:24–28`	Remove does not verify article public/deleted visibility before deletion in this spec.
F-3171#01	F-3171	RD-0054	derived-from	P1	P0	platform/identity/audit	catalog/provenance/publication	Backend	`src/modules/articles/articles.contract.spec.ts:8,30–35`	Public article check is represented by a mocked `publishedById` call, not verified against status/deletion/published_at truth.
F-3224#01	F-3224	RD-0054	derived-from	P0	P0	platform/identity/audit	catalog/provenance/publication	Backend	`src/schemas/driver-shift.schema.ts:16`	current_location uses `Object` without coordinate range, accuracy/source/sequence/geospatial/freshness or anti-spoofing controls.
F-3228#01	F-3228	RD-0054	derived-from	P0	P0	platform/identity/audit	catalog/provenance/publication	Backend	`src/schemas/driver-shift.schema.ts:12,17–18`	No shift-to-delivery/order linkage or evidence supports attribution of completed deliveries and earnings.
F-3240#01	F-3240	RD-0054	derived-from	P0	P0	platform/identity/audit	catalog/provenance/publication	Backend	`src/schemas/leave-request.schema.ts:8–19`	No requester identity, submission actor, role or audit correlation is represented.
F-3244#01	F-3244	RD-0054	unverified-runtime	P1	P0	platform/identity/audit	catalog/provenance/publication	Backend	`src/schemas/leave-request.schema.ts:1–22`	The schema was not executed or reconciled with live workforce approval, scheduling or notification flows during this audit read.
F-3265#01	F-3265	RD-0054	blocked-by-decision	P0	P0	platform/identity/audit	catalog/provenance/publication	Backend	`src/schemas/approval-request.schema.ts:23–24`	No before/after snapshot, source document version or immutable change provenance is represented.
F-3271#01	F-3271	RD-0054	blocked-by-decision	P1	P0	platform/identity/audit	catalog/provenance/publication	Backend	`src/schemas/approval-request.schema.ts:12–24`	No deletion/anonymization/retention/legal-hold policy is represented for approval changes and reasons.
F-3272#01	F-3272	RD-0054	unverified-runtime	P1	P0	platform/identity/audit	catalog/provenance/publication	Backend	`src/schemas/approval-request.schema.ts:1–28`	The schema was not executed or integrated with live approval controllers, target writes or publication flows during this audit read.
F-3282#01	F-3282	RD-0054	blocked-by-decision	P0	P0	platform/identity/audit	catalog/provenance/publication	Backend	`src/schemas/corporate-account.schema.ts:7–25`	No admin role, approval, audit actor/reason or account-change provenance is represented.
F-3290#01	F-3290	RD-0054	derived-from	P0	P0	platform/identity/audit	catalog/provenance/publication	Backend	`src/schemas/sla-log.schema.ts:18–25`	No breach actor, detector, calculation provenance, evidence or recalculation/dispute metadata is represented.
F-3306#01	F-3306	RD-0054	derived-from	P0	P0	platform/identity/audit	catalog/provenance/publication	Backend	`src/schemas/treatment-program.schema.ts:24–25`	nextSchedule lacks timezone, recurrence, window/bounds, missed/paused semantics and schedule-change provenance.
F-3311#01	F-3311	RD-0054	blocked-by-decision	P1	P0	platform/identity/audit	catalog/provenance/publication	Backend	`src/schemas/treatment-program.schema.ts:15–22`	No source/care-plan version or migration policy supports changing step definitions over time.
F-3353#01	F-3353	RD-0054	unverified-runtime	P1	P0	platform/identity/audit	catalog/provenance/publication	Patient Web	`src/modules/medicines/med-i18n.spec.ts:1–34`	This spec was not executed against live catalog data, locale loaders, search, UI or SEO surfaces during this audit read.
F-3366#01	F-3366	RD-0054	derived-from	P1	P0	platform/identity/audit	catalog/provenance/publication	Backend	`src/schemas/ad-placement.schema.ts:12–25`	Indexes support provider/status only and no active campaign, budget, schedule or targeting query plan is visible.
F-3390#01	F-3390	RD-0054	derived-from	P0	P0	platform/identity/audit	catalog/provenance/publication	Provider	`src/scripts/seed_test_providers.ts:106–130`	Shared fixed credential handling lacks rotation, account scoping, MFA/test authentication isolation or secret-management provenance.
F-3463#01	F-3463	RD-0054	derived-from	P1	P0	platform/identity/audit	catalog/provenance/publication	Backend	`src/modules/community/community.service.spec.ts:11–40,42–118`	No pagination, ordering, count consistency, cache invalidation or event publication is tested for feed/session changes.
F-3496#01	F-3496	RD-0054	derived-from	P0	P0	platform/identity/audit	catalog/provenance/publication	Backend	`src/modules/medicines/medicines.service.publication.spec.ts:3–15,18–52`	Publication governance is mock-bound and calls adminUpdateCatalog directly, so HTTP/admin authentication is unproven.
F-3507#01	F-3507	RD-0054	derived-from	P1	P0	platform/identity/audit	catalog/provenance/publication	Backend	`src/modules/medicines/medicines.service.publication.spec.ts:18–52`	No bulk-edit, rate-limit, audit-read or abuse-control behavior is tested.
F-3508#01	F-3508	RD-0054	unverified-runtime	P1	P0	platform/identity/audit	catalog/provenance/publication	Backend	`src/modules/medicines/medicines.service.publication.spec.ts:1–53`	This spec was not executed against live HTTP, Mongo, Redis, publication worker or public medicine surfaces during this audit read.
F-3521#01	F-3521	RD-0054	derived-from	P1	P0	platform/identity/audit	catalog/provenance/publication	Backend	`src/modules/seo/seo.service.spec.ts:66–95`	No rate limit, abuse, crawl budget or outbound IndexNow quota control is tested.
F-3522#01	F-3522	RD-0054	derived-from	P1	P0	platform/identity/audit	catalog/provenance/publication	Backend	`src/modules/seo/seo.service.spec.ts:66–95`	No AI discovery/agent metadata, IndexNow audit trail or search-engine response monitoring is covered.
F-3523#01	F-3523	RD-0054	unverified-runtime	P1	P0	platform/identity/audit	catalog/provenance/publication	Backend	`src/modules/seo/seo.service.spec.ts:1–96`	This spec was not executed against live pages, Mongo, sitemap consumers, IndexNow or search-engine-facing routes during this audit read.
F-3531#01	F-3531	RD-0054	blocked-by-decision	P0	P0	platform/identity/audit	catalog/provenance/publication	Backend	`src/modules/patient-ux/patient-ux.service.spec.ts:96–128`	Review persistence lacks aggregate rating update, provider notification, audit actor/time, cache invalidation and downstream event consistency coverage.
F-3639#01	F-3639	RD-0054	derived-from	P0	P0	platform/identity/audit	catalog/provenance/publication	Admin	`src/modules/admin-notification-center/admin-notification-center.contract.spec.ts:13–36`	No rate limit, bulk-send abuse control, high-volume resource bound or recipient enumeration protection is tested.
F-3650#01	F-3650	RD-0054	derived-from	P0	P0	platform/identity/audit	catalog/provenance/publication	Backend	`src/modules/nutrition/nutrition.service.spec.ts:30–43`	Water/meal source device trust, event timestamps, patient-local day and correction/deletion lifecycle are untested.
F-3657#01	F-3657	RD-0054	unverified-runtime	P1	P0	platform/identity/audit	catalog/provenance/publication	Backend	`src/modules/nutrition/nutrition.service.spec.ts:1–44`	This spec was not executed against live HTTP, Mongo, analytics, provider review or nutrition workflows during this audit read.
F-3743#01	F-3743	RD-0054	derived-from	P1	P0	platform/identity/audit	catalog/provenance/publication	Backend	`src/modules/home-care/controllers/home-care-tracking.controller.spec.ts:4–18`	Account lookup helper selects a Mongo identifier but no assertion proves provider identity binding, account-to-user mapping or stale account handling.
F-3764#01	F-3764	RD-0054	derived-from	P0	P0	platform/identity/audit	catalog/provenance/publication	Patient Web	`src/modules/seo-search/seo-search.module.ts:47–50,89–95`	Category metadata is synthesized from the requested id rather than loaded from an authoritative published category.
F-3767#01	F-3767	RD-0054	derived-from	P0	P0	platform/identity/audit	catalog/provenance/publication	Patient Web	`src/modules/seo-search/seo-search.module.ts:81–105`	Article/provider JSON-LD has incomplete author, publication, verification, location and lifecycle provenance.
F-3781#01	F-3781	RD-0054	derived-from	P0	P0	platform/identity/audit	catalog/provenance/publication	Patient Web	`src/modules/seo-search/seo-search.module.ts:23–44,249–381`	No IndexNow delivery/retry, 404/410 deletion lifecycle, hreflang completeness, canonical consistency, audit or crawler validation is demonstrated.
F-3797#01	F-3797	RD-0054	blocked-by-decision	P0	P0	platform/identity/audit	catalog/provenance/publication	Backend	`src/modules/hospital-staff/hospital-staff.module.ts:39–65`	Staff creation sets `verified: true` from owner input flow without proving identity, license, role or platform approval.
F-3801#01	F-3801	RD-0054	blocked-by-decision	P0	P0	platform/identity/audit	catalog/provenance/publication	Backend	`src/modules/hospital-staff/hospital-staff.module.ts:55–58,70–78`	Permissions are client-supplied arrays with no allowlist, least-privilege, approval or dangerous-scope rejection.
F-3809#01	F-3809	RD-0054	blocked-by-decision	P0	P0	platform/identity/audit	catalog/provenance/publication	Operations	`src/modules/hospital-staff/hospital-staff.module.ts:47–80`	Create/update permissions and identity changes have no approval/audit actor, reason, notification or cache/event consistency.
F-3846#01	F-3846	RD-0054	unverified-runtime	P1	P0	platform/identity/audit	catalog/provenance/publication	Backend	`src/schemas/hospital-operations.schema.ts:7–89`	No TTL/deletion/legal-hold lifecycle or live index creation/migration evidence is present for operational records.
F-3851#01	F-3851	RD-0054	derived-from	P0	P0	platform/identity/audit	catalog/provenance/publication	Backend	`src/schemas/family.schemas.ts:34–46`	Shared calendar event type and ref_id are free-form and do not bind to a member, group or authoritative booking/order/lab/medication source.
F-3863#01	F-3863	RD-0054	derived-from	P0	P0	platform/identity/audit	catalog/provenance/publication	Backend	`src/schemas/custom-service.schema.ts:49–50`	`status_history` is `[any]`, permitting malformed/missing actor, role, time, reason or from/to provenance.
F-3874#01	F-3874	RD-0054	derived-from	P0	P0	platform/identity/audit	catalog/provenance/publication	Backend	`src/schemas/custom-service.schema.ts:35–63`	No rate limit, enumeration prevention or abuse control is represented for patient submissions, attachments or review actions.
F-3876#01	F-3876	RD-0054	unverified-runtime	P1	P0	platform/identity/audit	catalog/provenance/publication	Backend	`src/schemas/custom-service.schema.ts:1–67`	No live index migration, upload, admin-review, provider-assignment, catalog or booking-linkage runtime evidence was established during this audit read.
F-3887#01	F-3887	RD-0054	blocked-by-decision	P0	P0	platform/identity/audit	catalog/provenance/publication	Backend	`src/schemas/maternity.schema.ts:74–110`	No soft-delete, correction, import/source, audit actor, notification delivery/ack/retry or retention/legal-hold lifecycle exists for maternity records.
F-3923#01	F-3923	RD-0054	derived-from	P0	P0	platform/identity/audit	catalog/provenance/publication	Backend	`src/schemas/nutrition.schema.ts:34–40,59–61`	Meal calories/macros and water amount have no non-negative/range/unit/precision, serving/source or nutritional consistency validation.
F-3926#01	F-3926	RD-0054	derived-from	P0	P0	platform/identity/audit	catalog/provenance/publication	Backend	`src/schemas/nutrition.schema.ts:67–75`	Exercise duration/calories/type are unconstrained and lack units, intensity/source and consistency validation.
F-3927#01	F-3927	RD-0054	derived-from	P0	P0	platform/identity/audit	catalog/provenance/publication	Backend	`src/schemas/nutrition.schema.ts:50,61,75`	Log timestamps use application time without timezone, source, ordering or correction provenance.
F-3937#01	F-3937	RD-0054	derived-from	P0	P0	platform/identity/audit	catalog/provenance/publication	Backend	`src/schemas/lab-result.schema.ts:19–22,40`	Denormalized patient/service/reporter names have no authoritative-source or drift-control invariant.
F-3939#01	F-3939	RD-0054	derived-from	P0	P0	platform/identity/audit	catalog/provenance/publication	Backend	`src/schemas/lab-result.schema.ts:38–43`	Report/view fields have no sign-off/amendment/actor/device invariant; viewed flag and viewed timestamp can be inconsistent.
F-4026#01	F-4026	RD-0054	derived-from	P0	P0	platform/identity/audit	catalog/provenance/publication	Backend	`src/schemas/facility.schema.ts:15–25,40`	Facility identity/name/type/description/city/district/address/departments are free-form beyond type enum, with no normalization or canonical registry validation.
F-4062#01	F-4062	RD-0054	derived-from	P1	P0	platform/identity/audit	catalog/provenance/publication	Backend	`src/schemas/patient-crm-tag.schema.ts:5–6,16–32`	Timestamps are automatic only and do not provide per-field change provenance, actor or authoritative event time.
F-4120#01	F-4120	RD-0054	unverified-runtime	P1	P0	platform/identity/audit	catalog/provenance/publication	Backend	`infra/livekit.yaml:1–32`	No runtime LiveKit/TURN/webhook TLS, network or join-token validation was established during this baseline source read.
F-4121#01	F-4121	RD-0054	derived-from	P0	P0	platform/identity/audit	catalog/provenance/publication	Platform	`infra/turnserver.conf:5–8`	static-auth-secret is a literal placeholder with no secret-manager source, rotation or startup fail-closed evidence.
F-4132#01	F-4132	RD-0054	unverified-runtime	P1	P0	platform/identity/audit	catalog/provenance/publication	Platform	`infra/turnserver.conf:1–29`	No runtime TURN/TLS/NAT/authentication/network validation was established during this baseline source read.
F-4207#01	F-4207	RD-0054	blocked-by-decision	P0	P0	platform/identity/audit	catalog/provenance/publication	Backend	`docs/PATIENT_WEB_PUBLIC_DISCOVERY_HANDOFF.md:5–19`	Public entity pages depend on governed resolve/meta endpoints and approved public eligibility; no local fallback or soft preview is permitted.
F-002#01	F-002	RD-0055	derived-from	P1	P0	platform/identity/audit	clinical/safety validation	Patient Mobile	`nabd_plus_patient_app/app/index.tsx:1`; `app/(tabs)/_layout.tsx:1`	Mobile entry and tabs use `@ts-nocheck`, disabling type safety at auth/navigation roots.
F-362#01	F-362	RD-0055	blocked-by-decision	P1	P0	platform/identity/audit	clinical/safety validation	Backend	`src/modules/admin-web-core/controllers/system-health.controller.ts:3–26`	Health responses expose uptime and precise timestamps without visible access/audit policy, and the controller has no role/network restriction despite residing under an admin-web-core surface.
F-428#01	F-428	RD-0055	derived-from	P1	P0	platform/identity/audit	clinical/safety validation	Backend	`src/modules/maternity/maternity.controller.ts:18–58; src/modules/maternity/maternity.service.ts:92–154`	The maternity surface has no visible clinical-safety escalation, red-flag guidance, reminder/notification integration, retention/deletion or immutable audit despite handling pregnancy, contractions and infant measurements.
