file	line	text
lib/api/public-medicines-server.ts	2	import { patientApiUrl } from "@/lib/api/upstream";
lib/api/public-medicines-server.ts	12	export async function getPublicMedicines(search: { q?: string; page: number }): Promise<Response | null> {
lib/api/public-medicines-server.ts	14	return await fetch(patientApiUrl(publicMedicinePath(medicineQuery(search))), {
lib/api/public-medicines-server.ts	23	export async function getPublicMedicine(medicineId: string): Promise<Response | null> {
lib/api/public-medicines-server.ts	26	return await fetch(patientApiUrl(publicMedicinePath(`/medicines/${medicineId}/details`)), {
lib/api/reminders-server.test.ts	3	const callPatientApi = vi.hoisted(() => vi.fn());
lib/api/reminders-server.test.ts	4	vi.mock("@/lib/api/upstream", () => ({ callPatientApi }));
lib/api/reminders-server.test.ts	8	beforeEach(() => callPatientApi.mockReset());
lib/api/reminders-server.test.ts	11	callPatientApi.mockResolvedValue(response);
lib/api/reminders-server.test.ts	13	expect(callPatientApi).toHaveBeenCalledWith("/health/reminders", {}, "server-token");
lib/api/reminders-server.ts	1	import { callPatientApi } from "@/lib/api/upstream";
lib/api/reminders-server.ts	5	return callPatientApi("/health/reminders", {}, accessToken);
lib/api/settings-server.ts	1	import { callPatientApi } from "@/lib/api/upstream";
lib/api/settings-server.ts	4	return callPatientApi("/users/me/privacy-settings", {}, accessToken);
lib/api/settings-server.ts	8	return callPatientApi("/users/me/security-settings", {}, accessToken);
lib/api/settings-server.ts	12	return callPatientApi("/users/me/storage", {}, accessToken);
lib/api/settings-server.ts	16	return callPatientApi("/users/me/sessions", {}, accessToken);
lib/api/sleep-server.ts	1	import { callPatientApi } from "@/lib/api/upstream";
lib/api/sleep-server.ts	2	export function getPatientSleepReadings(accessToken:string){return callPatientApi("/health/sleep?limit=100",{},accessToken);}
lib/api/trends-server.ts	1	import { callPatientApi } from "@/lib/api/upstream";
lib/api/trends-server.ts	2	export function getPatientHealthTrends(accessToken:string){return callPatientApi("/health/trends",{},accessToken);}
lib/api/upstream.test.ts	2	import { callPatientApi, patientApiUrl } from "./upstream";
lib/api/upstream.test.ts	10	const response = await callPatientApi("/health/vitals/summary", {}, "server-only-token");
lib/api/upstream.test.ts	17	expect(() => patientApiUrl("health/vitals/summary")).toThrow("invalid_patient_api_path");
lib/api/upstream.test.ts	18	expect(() => patientApiUrl("/health/../vitals")).toThrow("invalid_patient_api_path");
lib/api/upstream.ts	1	const API_BASE_URL = (process.env.NABD_API_BASE_URL || "https://api.nabd.plus/api/v1").replace(/\/$/, "");
lib/api/upstream.ts	2	export function patientApiUrl(path: string) { if (!path.startsWith("/") || path.includes("..")) throw new Error("invalid_patient_api_path"); return `${API_BASE_URL}${path}`; }
lib/api/upstream.ts	3	export async function callPatientApi(path: string, init: RequestInit = {}, accessToken?: string | null) {
lib/api/upstream.ts	9	return await fetch(patientApiUrl(path), { ...init, headers, cache: "no-store" });
lib/api/vitals-server.test.ts	3	const callPatientApi = vi.hoisted(() => vi.fn());
lib/api/vitals-server.test.ts	4	vi.mock("@/lib/api/upstream", () => ({ callPatientApi }));
lib/api/vitals-server.test.ts	8	beforeEach(() => callPatientApi.mockReset());
lib/api/vitals-server.test.ts	11	callPatientApi.mockResolvedValue(response);
lib/api/vitals-server.test.ts	13	expect(callPatientApi).toHaveBeenCalledWith("/health/vitals/summary", {}, "server-token");
lib/api/vitals-server.ts	1	import { callPatientApi } from "@/lib/api/upstream";
lib/api/vitals-server.ts	5	return callPatientApi("/health/vitals/summary", {}, accessToken);
lib/api/vitals-server.ts	9	return callPatientApi("/health/vitals?limit=100", {}, accessToken);
lib/api/vitals-server.ts	13	return callPatientApi("/health/score", {}, accessToken);
lib/api/vitals-server.ts	17	return callPatientApi("/health/reports", {}, accessToken);
lib/api/specialties-server.ts	1	import { patientApiUrl } from "@/lib/api/upstream";
lib/api/specialties-server.ts	9	export async function getPublicSpecialties(): Promise<Response | null> {
lib/api/specialties-server.ts	11	return await fetch(patientApiUrl(specialtiesPath("/care/specialties")), {
lib/api/specialties-server.test.ts	2	import { getPublicSpecialties } from "./specialties-server";
lib/api/specialties-server.test.ts	10	await getPublicSpecialties();
lib/api/home-care-services-server.ts	1	import { patientApiUrl } from "@/lib/api/upstream";
lib/api/home-care-services-server.ts	12	export async function getPublicHomeCareServices(): Promise<Response | null> {
lib/api/home-care-services-server.ts	13	try { return await fetch(patientApiUrl(servicePath("/home-care/services")), { headers: { Accept: "application/json" }, cache: "no-store" }); } catch { return null; }
lib/api/home-care-services-server.ts	16	export async function getPublicHomeCareService(serviceId: string): Promise<Response | null> {
lib/api/home-care-services-server.ts	18	try { return await fetch(patientApiUrl(servicePath(`/home-care/services/${serviceId}`)), { headers: { Accept: "application/json" }, cache: "no-store" }); } catch { return null; }
lib/api/home-care-services-server.test.ts	2	import { getPublicHomeCareService, getPublicHomeCareServices } from "./home-care-services-server";
lib/api/home-care-services-server.test.ts	8	it("does not send Authorization for list", async () => { await getPublicHomeCareServices(); const [, options] = (globalThis.fetch as ReturnType<typeof vi.fn>).mock.calls[0]; expect(options.headers).toEqual({ Accept: "application/json" }); });
lib/api/home-care-services-server.test.ts	9	it("allows only a safe detail identifier", async () => { await getPublicHomeCareService("svc-1"); expect(globalThis.fetch).toHaveBeenCalledWith(expect.stringContaining("/home-care/services/svc-1"), expect.any(Object)); await expect(getPublicHomeCareService("patient@example.com")).rejects.toThrow("invalid_home_care_service_id"); });
lib/api/doctors-server.ts	1	import { patientApiUrl } from "@/lib/api/upstream";
lib/api/doctors-server.ts	4	export async function getPublicDoctors(input: { search?: string; specialty?: string; sort?: "rating" | "price" | "wait" } = {}): Promise<Response | null> {
lib/api/doctors-server.ts	5	try { return await fetch(patientApiUrl(doctorQuery(input)), { headers: { Accept: "application/json" }, cache: "no-store" }); } catch { return null; }
lib/api/doctors-server.ts	8	export async function getPublicDoctor(doctorId: string): Promise<Response | null> {
lib/api/doctors-server.ts	10	try { return await fetch(patientApiUrl(`/care/doctors/${doctorId}`), { headers: { Accept: "application/json" }, cache: "no-store" }); } catch { return null; }
lib/api/doctors-server.ts	13	export async function getPublicDoctorSlots(input: { id: string; date: string; serviceType: "clinic" | "video" | "home" }): Promise<Response | null> {
lib/api/doctors-server.ts	15	try { return await fetch(patientApiUrl(doctorSlotsQuery(input)), { headers: { Accept: "application/json" }, cache: "no-store" }); } catch { return null; }
lib/api/doctors-server.test.ts	2	import { getPublicDoctors } from "./doctors-server";
lib/api/doctors-server.test.ts	3	describe("public doctors wrapper", () => { const original=globalThis.fetch; beforeEach(()=>{globalThis.fetch=vi.fn().mockResolvedValue(new Response("[]",{status:200}));}); afterEach(()=>{globalThis.fetch=original;vi.restoreAllMocks();}); it("sends Accept only", async()=>{await getPublicDoctors({search:"heart",sort:"rating"}); const [,opts]=(globalThis.fetch as ReturnType<typeof vi.fn>).mock.calls[0]; expect(opts.headers).toEqual({Accept:"application/json"}); expect((globalThis.fetch as ReturnType<typeof vi.fn>).mock.calls[0][0].toString()).toContain("/care/doctors?search=heart&sort=rating");}); });
lib/api/doctors-detail-server.test.ts	2	import { getPublicDoctor } from "./doctors-server";
lib/api/doctors-detail-server.test.ts	3	describe("doctor detail wrapper",()=>{const old=globalThis.fetch;beforeEach(()=>{globalThis.fetch=vi.fn().mockResolvedValue(new Response("{}",{status:200}))});afterEach(()=>{globalThis.fetch=old;vi.restoreAllMocks()});it("uses public GET without Authorization",async()=>{await getPublicDoctor("doc-1");const [,o]=(globalThis.fetch as ReturnType<typeof vi.fn>).mock.calls[0];expect(o.headers).toEqual({Accept:"application/json"});await expect(getPublicDoctor("bad/id")).rejects.toThrow("invalid_doctor_id")})});
lib/api/doctors-slots-server.test.ts	1	import { afterEach,beforeEach,describe,expect,it,vi } from "vitest"; import { getPublicDoctorSlots } from "./doctors-server";
lib/api/doctors-slots-server.test.ts	2	describe("doctor slots wrapper",()=>{const old=globalThis.fetch;beforeEach(()=>{globalThis.fetch=vi.fn().mockResolvedValue(new Response("{}",{status:200}))});afterEach(()=>{globalThis.fetch=old;vi.restoreAllMocks()});it("uses GET with no auth header",async()=>{await getPublicDoctorSlots({id:"doc-1",date:"2026-09-01",serviceType:"video"});const [url,o]=(globalThis.fetch as ReturnType<typeof vi.fn>).mock.calls[0];expect(String(url)).toContain("service_type=video");expect(o.headers).toEqual({Accept:"application/json"});await expect(getPublicDoctorSlots({id:"doc-1",date:"bad",serviceType:"video"})).rejects.toThrow("invalid_slots_query")})});
lib/api/labs-server.ts	1	import { patientApiUrl } from "@/lib/api/upstream";
lib/api/labs-server.ts	11	export async function getPublicLabPackage(packageId: string): Promise<Response | null> {
lib/api/labs-server.ts	13	try { return await fetch(patientApiUrl(`/labs/packages/${packageId}`), { headers: { Accept: "application/json" }, cache: "no-store" }); } catch { return null; }
lib/api/labs-server.ts	16	export async function getPublicLabServices(params: {
lib/api/labs-server.ts	28	try { return await fetch(patientApiUrl(path), { headers: { Accept: "application/json" }, cache: "no-store" }); } catch { return null; }
lib/api/labs-server.test.ts	5	vi.mock("@/lib/api/upstream", () => ({ patientApiUrl: (path: string) => `https://api.test${path}` }));
lib/api/labs-server.test.ts	7	import { getPublicLabServices } from "./labs-server";
lib/api/labs-server.test.ts	13	await getPublicLabServices({ search: "cbc", category: "blood", homeOnly: true, lowestPrice: true });
lib/api/payments-server.ts	1	import { callPatientApi } from "@/lib/api/upstream";
lib/api/payments-server.ts	6	return callPatientApi(`/payments/intent/${kind.data}/${bookingId}`, { method: "POST", headers: { "idempotency-key": idempotencyKey } }, accessToken);
lib/api/radiology-server.ts	1	import { callPatientApi } from "@/lib/api/upstream";
lib/api/radiology-server.ts	6	export function getPublicRadiologyModalities() { return callPatientApi("/radiology/modalities", { method: "GET", cache: "no-store" }); }
lib/api/radiology-server.ts	8	export function getPublicRadiologyServices(query: RadiologyQuery = {}) {
lib/api/radiology-server.ts	14	return callPatientApi(`/radiology/services${params.toString() ? `?${params}` : ""}`, { method: "GET", cache: "no-store" });
lib/api/radiology-server.test.ts	3	vi.mock("@/lib/api/upstream", () => ({ callPatientApi: call }));
lib/api/radiology-server.test.ts	4	import { getPublicRadiologyServices } from "./radiology-server";
lib/api/radiology-server.test.ts	8	getPublicRadiologyServices({ modality: "mri", bodyPart: "brain", homeVisit: "true", homeOnly: "true", highestRated: "true", lowestPrice: "true", search: "scan", nearest: "evil" });
