screen_id	mobile_route	domain	source_path	sha256	line_count	action_signal_lines	state_signal_lines	screen_review_status	cta_inventory_status	scenario_matrix_status	web_equivalent_status	contract_status	data_source_status	mock_placeholder_disposition	gap_disposition
PM-075	diagnostics/packages	diagnostics	app/diagnostics/packages.tsx	c72bf81b33f14036eda674aacf1aef078b68b1e46ea7d41b2d84390d2ccd1ba2	248	49,82,110,111	22,36,98	MANUALLY_REVIEWED__FINDINGS_RECORDED	MANUALLY_REVIEWED__CTA_EVIDENCE_SEE_DOMAIN_REVIEW	MANUALLY_REVIEWED__STATE_AND_FINANCIAL_GAPS_RECORDED	NOT_YET_RECONCILED__MOBILE_REFERENCE_UNTRUSTED	MANUAL_STATIC_REVIEW__BACKEND_RECONCILIATION_REQUIRED	MANUALLY_REVIEWED__MIXED_SERVER_AND_CLIENT_DERIVATION	MANUALLY_REVIEWED__STATIC_OR_PARAM_DRIVEN_RESULTS_RECORDED	MANUAL_REVIEW_COMPLETE__FINDINGS_OR_CONTRACT_GAPS_RECORDED
PM-076	diagnostics/results-history	diagnostics	app/diagnostics/results-history.tsx	94e6d5156c5aa1c0b6da91e3a4b087ca2c9be746a6afaa5a80798e5636a14890	126	43,72	15,27,46	MANUALLY_REVIEWED__FINDINGS_RECORDED	MANUALLY_REVIEWED__CTA_EVIDENCE_SEE_DOMAIN_REVIEW	MANUALLY_REVIEWED__STATE_AND_FINANCIAL_GAPS_RECORDED	NOT_YET_RECONCILED__MOBILE_REFERENCE_UNTRUSTED	MANUAL_STATIC_REVIEW__BACKEND_RECONCILIATION_REQUIRED	MANUALLY_REVIEWED__MIXED_SERVER_AND_CLIENT_DERIVATION	MANUALLY_REVIEWED__STATIC_OR_PARAM_DRIVEN_RESULTS_RECORDED	MANUAL_REVIEW_COMPLETE__FINDINGS_OR_CONTRACT_GAPS_RECORDED
PM-077	diagnostics/sample-tracking	diagnostics	app/diagnostics/sample-tracking.tsx	23f4db8d0810ee3924f4922c3c5a8844b16744f29e8bf592481234055fbc3d56	7	5	NONE	MANUALLY_REVIEWED__FINDINGS_RECORDED	MANUALLY_REVIEWED__CTA_EVIDENCE_SEE_DOMAIN_REVIEW	MANUALLY_REVIEWED__STATE_AND_FINANCIAL_GAPS_RECORDED	NOT_YET_RECONCILED__MOBILE_REFERENCE_UNTRUSTED	MANUAL_STATIC_REVIEW__BACKEND_RECONCILIATION_REQUIRED	MANUALLY_REVIEWED__MIXED_SERVER_AND_CLIENT_DERIVATION	MANUALLY_REVIEWED__STATIC_OR_PARAM_DRIVEN_RESULTS_RECORDED	MANUAL_REVIEW_COMPLETE__FINDINGS_OR_CONTRACT_GAPS_RECORDED
PM-078	diagnostics/search	diagnostics	app/diagnostics/search.tsx	8e7e8928ad02df3e8dca95ca5d41c4c07c3331fb2611a07d7e35baf8c97cae11	149	72,96,97	23,75	MANUALLY_REVIEWED__FINDINGS_RECORDED	MANUALLY_REVIEWED__CTA_EVIDENCE_SEE_DOMAIN_REVIEW	MANUALLY_REVIEWED__STATE_AND_FINANCIAL_GAPS_RECORDED	NOT_YET_RECONCILED__MOBILE_REFERENCE_UNTRUSTED	MANUAL_STATIC_REVIEW__BACKEND_RECONCILIATION_REQUIRED	MANUALLY_REVIEWED__MIXED_SERVER_AND_CLIENT_DERIVATION	MANUALLY_REVIEWED__STATIC_OR_PARAM_DRIVEN_RESULTS_RECORDED	MANUAL_REVIEW_COMPLETE__FINDINGS_OR_CONTRACT_GAPS_RECORDED
PM-079	diagnostics/technician-tracking	diagnostics	app/diagnostics/technician-tracking.tsx	4cd99908d596baf9e1625e10b6ae545b1d372e207bf95ac5ae71c7002b2dcd4d	7	5	NONE	MANUALLY_REVIEWED__FINDINGS_RECORDED	MANUALLY_REVIEWED__CTA_EVIDENCE_SEE_DOMAIN_REVIEW	MANUALLY_REVIEWED__STATE_AND_FINANCIAL_GAPS_RECORDED	NOT_YET_RECONCILED__MOBILE_REFERENCE_UNTRUSTED	MANUAL_STATIC_REVIEW__BACKEND_RECONCILIATION_REQUIRED	MANUALLY_REVIEWED__MIXED_SERVER_AND_CLIENT_DERIVATION	MANUALLY_REVIEWED__STATIC_OR_PARAM_DRIVEN_RESULTS_RECORDED	MANUAL_REVIEW_COMPLETE__FINDINGS_OR_CONTRACT_GAPS_RECORDED
PM-080	diagnostics/test-detail	diagnostics	app/diagnostics/test-detail.tsx	d2b802f4b9c76c90eaf533795bf692e356ca5ff597448749989536ae13983cf2	179	56,63,138,150,152	29,41,45	MANUALLY_REVIEWED__FINDINGS_RECORDED	MANUALLY_REVIEWED__CTA_EVIDENCE_SEE_DOMAIN_REVIEW	MANUALLY_REVIEWED__STATE_AND_FINANCIAL_GAPS_RECORDED	NOT_YET_RECONCILED__MOBILE_REFERENCE_UNTRUSTED	MANUAL_STATIC_REVIEW__BACKEND_RECONCILIATION_REQUIRED	MANUALLY_REVIEWED__MIXED_SERVER_AND_CLIENT_DERIVATION	MANUALLY_REVIEWED__STATIC_OR_PARAM_DRIVEN_RESULTS_RECORDED	MANUAL_REVIEW_COMPLETE__FINDINGS_OR_CONTRACT_GAPS_RECORDED
PM-081	diagnostics/upload-rx	diagnostics	app/diagnostics/upload-rx.tsx	1bf443704c5aa1480f8a9bb1e196c82a3a42ed8b181d62df7a4c20bc18149fa2	8	6	NONE	MANUALLY_REVIEWED__FINDINGS_RECORDED	MANUALLY_REVIEWED__CTA_EVIDENCE_SEE_DOMAIN_REVIEW	MANUALLY_REVIEWED__STATE_AND_FINANCIAL_GAPS_RECORDED	NOT_YET_RECONCILED__MOBILE_REFERENCE_UNTRUSTED	MANUAL_STATIC_REVIEW__BACKEND_RECONCILIATION_REQUIRED	MANUALLY_REVIEWED__MIXED_SERVER_AND_CLIENT_DERIVATION	MANUALLY_REVIEWED__STATIC_OR_PARAM_DRIVEN_RESULTS_RECORDED	MANUAL_REVIEW_COMPLETE__FINDINGS_OR_CONTRACT_GAPS_RECORDED
PM-082	drug-scanner/index	drug-scanner	app/drug-scanner/index.tsx	86ebd18fa847d396f1c5f64839d86f187c9613c290442b4764db4d0cceef3839	264	91,107,135,147,199,203	41	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_MAPPED	NOT_RECONCILED	NOT_REVIEWED	NOT_REVIEWED	NOT_DECIDED
PM-083	emergency/index	emergency	app/emergency/index.tsx	ee21ec71bc132939651f26c6ab0035ca8ba0979a3962eef6092e7ad4c6301136	6	4	NONE	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_MAPPED	NOT_RECONCILED	NOT_REVIEWED	NOT_REVIEWED	NOT_DECIDED
PM-084	emergency/sos-active	emergency	app/emergency/sos-active.tsx	a2295e0840ae95f46a7879e96b65ad4cada043a4138c35de97722b8d55f52d58	208	73,81,100,158,186,187	69,79	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_MAPPED	NOT_RECONCILED	NOT_REVIEWED	NOT_REVIEWED	NOT_DECIDED
PM-085	emergency/sos	emergency	app/emergency/sos.tsx	e3cabb52b1e19a80f2743eb818dbe28979b35070b173c4fa477ae5b87b00f382	316	44,67,107,117,177,206,234	40	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_MAPPED	NOT_RECONCILED	NOT_REVIEWED	NOT_REVIEWED	NOT_DECIDED
PM-086	emergency/tracking	emergency	app/emergency/tracking.tsx	d0725354447c85244ebc40d469df997a63b4f3c003ec1df91a6457131d97debe	149	59,60,73,127	20,36,47,48,53,56,60	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_MAPPED	NOT_RECONCILED	NOT_REVIEWED	NOT_REVIEWED	NOT_DECIDED
PM-087	family/calendar	family	app/family/calendar.tsx	aa3821a40e010dfb9d35b3081d74f7d8d8ca37afbdfcc32fbd4ae640b981d6bf	295	102,152,170,179,244,259,261,263	43,65,98,110,120,171,177,262,263	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_MAPPED	NOT_RECONCILED	NOT_REVIEWED	NOT_REVIEWED	NOT_DECIDED
PM-088	family/chat	family	app/family/chat.tsx	1d7866e83313b504b2c3e7ecaedb058620d01c13eae206175752ebba8b7ea62f	189	135,146,170	29,51,138	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_MAPPED	NOT_RECONCILED	NOT_REVIEWED	NOT_REVIEWED	NOT_DECIDED
PM-089	family/emergency-contacts	family	app/family/emergency-contacts.tsx	76ba00687856038f9fdcafd5619202bc00e74afb8fe4799d73a767359826f722	194	67,69,104,145,157,161	30,32,72,89,100,169,170	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_MAPPED	NOT_RECONCILED	NOT_REVIEWED	NOT_REVIEWED	NOT_DECIDED
PM-090	family/hub	family	app/family/hub.tsx	ba85062b5b7f0885a99d6c283baa445ae96385b2162ac1ec5a399c3a00368e65	262	101,115,136,159,160,191,192,202,211	68,108,120	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_MAPPED	NOT_RECONCILED	NOT_REVIEWED	NOT_REVIEWED	NOT_DECIDED
PM-091	family/index	family	app/family/index.tsx	ea3630f578f8498d9f3ef6aca5699265051d46a3c4760a25d1f5535102ac897d	6	4	NONE	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_MAPPED	NOT_RECONCILED	NOT_REVIEWED	NOT_REVIEWED	NOT_DECIDED
PM-092	family/invite	family	app/family/invite.tsx	4ba35458d0a31cd7cf159647e6c4c1c67e2f828cae8b316217e7b04aecd6a276	158	57,70,99,103,124	21,34,60	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_MAPPED	NOT_RECONCILED	NOT_REVIEWED	NOT_REVIEWED	NOT_DECIDED
PM-093	family/join	family	app/family/join.tsx	5ac39d837d45443013f6c2a06b081b4e754186d0482e09a8a09ad10e3c66a714	252	99,121,166,172,218,224	35,165,217	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_MAPPED	NOT_RECONCILED	NOT_REVIEWED	NOT_REVIEWED	NOT_DECIDED
PM-094	family/member-health	family	app/family/member-health.tsx	318a6f6962ad969de2bdf13871b94baa5e93e68bd2f0cb654263b94f0ab0dc99	318	152,153,170,282,288	39,105,106,120	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_MAPPED	NOT_RECONCILED	NOT_REVIEWED	NOT_REVIEWED	NOT_DECIDED
PM-095	family/permission-request	family	app/family/permission-request.tsx	648b8d83c6f210f1c592d83fb14371a89e0ab65adc7ac26ba2a5f9c7bc92a817	168	88,134,150,151	21,58,94,95	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_MAPPED	NOT_RECONCILED	NOT_REVIEWED	NOT_REVIEWED	NOT_DECIDED
PM-096	family/permissions	family	app/family/permissions.tsx	d3887b57c0f5bb4d90901ce747760699111b5b3870815d99913d24dd06843a39	409	183,234,310,369	79,111,124,125,167,179,191,202,368	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_MAPPED	NOT_RECONCILED	NOT_REVIEWED	NOT_REVIEWED	NOT_DECIDED
PM-097	family/scan	family	app/family/scan.tsx	e6391edd94c1d70b2f0e72cccd5a118632de845df4df932c6ceec016bde058b7	96	39,48,59	NONE	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_MAPPED	NOT_RECONCILED	NOT_REVIEWED	NOT_REVIEWED	NOT_DECIDED
PM-098	family/shared-calendar	family	app/family/shared-calendar.tsx	5ee6fdfbbbc8b0cd7c9ff4e99a219405d8f6461b8eb254434782468517e83919	9	7	NONE	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_YET_MANUALLY_REVIEWED	NOT_MAPPED	NOT_RECONCILED	NOT_REVIEWED	NOT_REVIEWED	NOT_DECIDED
PM-099	health/actionable-order	health	app/health/actionable-order.tsx	449ee980c3106eea0b9402b004e069c4873e85ea0f25a5193936e6946f7786ac	161	37,42,48,80,109,131	26,80,109	MANUALLY_REVIEWED__FINDINGS_RECORDED	MANUALLY_REVIEWED__CTA_EVIDENCE_SEE_DOMAIN_REVIEW	MANUALLY_REVIEWED__STATE_AND_FINANCIAL_GAPS_RECORDED	NOT_YET_RECONCILED__MOBILE_REFERENCE_UNTRUSTED	MANUAL_STATIC_REVIEW__BACKEND_RECONCILIATION_REQUIRED	MANUALLY_REVIEWED__MIXED_SERVER_AND_CLIENT_DERIVATION	MANUALLY_REVIEWED__STATIC_OR_PARAM_DRIVEN_RESULTS_RECORDED	MANUAL_REVIEW_COMPLETE__FINDINGS_OR_CONTRACT_GAPS_RECORDED
PM-100	health/add-family-member	health	app/health/add-family-member.tsx	69716690afd154c68e623e5aa6a5d0601feff85301e0b8ee6ce89a85c2a02911	7	5	NONE	MANUALLY_REVIEWED__FINDINGS_RECORDED	MANUALLY_REVIEWED__CTA_EVIDENCE_SEE_DOMAIN_REVIEW	MANUALLY_REVIEWED__STATE_AND_FINANCIAL_GAPS_RECORDED	NOT_YET_RECONCILED__MOBILE_REFERENCE_UNTRUSTED	MANUAL_STATIC_REVIEW__BACKEND_RECONCILIATION_REQUIRED	MANUALLY_REVIEWED__MIXED_SERVER_AND_CLIENT_DERIVATION	MANUALLY_REVIEWED__STATIC_OR_PARAM_DRIVEN_RESULTS_RECORDED	MANUAL_REVIEW_COMPLETE__FINDINGS_OR_CONTRACT_GAPS_RECORDED
PM-101	health/chronic-disease	health	app/health/chronic-disease.tsx	2e5d37000b3ac504569b42a1da40ff05d43a7da2199806296f64104283205765	204	44,46,64,141,173	20,32	MANUALLY_REVIEWED__FINDINGS_RECORDED	MANUALLY_REVIEWED__CTA_EVIDENCE_SEE_DOMAIN_REVIEW	MANUALLY_REVIEWED__STATE_AND_FINANCIAL_GAPS_RECORDED	NOT_YET_RECONCILED__MOBILE_REFERENCE_UNTRUSTED	MANUAL_STATIC_REVIEW__BACKEND_RECONCILIATION_REQUIRED	MANUALLY_REVIEWED__MIXED_SERVER_AND_CLIENT_DERIVATION	MANUALLY_REVIEWED__STATIC_OR_PARAM_DRIVEN_RESULTS_RECORDED	MANUAL_REVIEW_COMPLETE__FINDINGS_OR_CONTRACT_GAPS_RECORDED
PM-102	health/chronic-medications	health	app/health/chronic-medications.tsx	242f7c413ac96d189e7338a0603c0fa4522fc5258c87f2eef94bf0254776aa98	73	42,50,53,54,63	19,20,37,40,42,51,53,54,60,63,72	MANUALLY_REVIEWED__FINDINGS_RECORDED	MANUALLY_REVIEWED__CTA_EVIDENCE_SEE_DOMAIN_REVIEW	MANUALLY_REVIEWED__STATE_AND_FINANCIAL_GAPS_RECORDED	NOT_YET_RECONCILED__MOBILE_REFERENCE_UNTRUSTED	MANUAL_STATIC_REVIEW__BACKEND_RECONCILIATION_REQUIRED	MANUALLY_REVIEWED__MIXED_SERVER_AND_CLIENT_DERIVATION	MANUALLY_REVIEWED__STATIC_OR_PARAM_DRIVEN_RESULTS_RECORDED	MANUAL_REVIEW_COMPLETE__FINDINGS_OR_CONTRACT_GAPS_RECORDED
PM-103	health/conditions-allergies	health	app/health/conditions-allergies.tsx	d70f0c111035eaa026c7e11e36671e7faf57d6029a01f6f33f2bf7472463f9d3	62	47,50,58	19,20,48,50,58,61	MANUALLY_REVIEWED__FINDINGS_RECORDED	MANUALLY_REVIEWED__CTA_EVIDENCE_SEE_DOMAIN_REVIEW	MANUALLY_REVIEWED__STATE_AND_FINANCIAL_GAPS_RECORDED	NOT_YET_RECONCILED__MOBILE_REFERENCE_UNTRUSTED	MANUAL_STATIC_REVIEW__BACKEND_RECONCILIATION_REQUIRED	MANUALLY_REVIEWED__MIXED_SERVER_AND_CLIENT_DERIVATION	MANUALLY_REVIEWED__STATIC_OR_PARAM_DRIVEN_RESULTS_RECORDED	MANUAL_REVIEW_COMPLETE__FINDINGS_OR_CONTRACT_GAPS_RECORDED
PM-104	health/edit-profile	health	app/health/edit-profile.tsx	920cb8b9dc2234f4bc12dc292e98f9de311caf45e1429d92fadc902653758927	82	68,70,71,74	17,20,69,70,71,74,81	MANUALLY_REVIEWED__FINDINGS_RECORDED	MANUALLY_REVIEWED__CTA_EVIDENCE_SEE_DOMAIN_REVIEW	MANUALLY_REVIEWED__STATE_AND_FINANCIAL_GAPS_RECORDED	NOT_YET_RECONCILED__MOBILE_REFERENCE_UNTRUSTED	MANUAL_STATIC_REVIEW__BACKEND_RECONCILIATION_REQUIRED	MANUALLY_REVIEWED__MIXED_SERVER_AND_CLIENT_DERIVATION	MANUALLY_REVIEWED__STATIC_OR_PARAM_DRIVEN_RESULTS_RECORDED	MANUAL_REVIEW_COMPLETE__FINDINGS_OR_CONTRACT_GAPS_RECORDED
PM-105	health/emergency-contacts	health	app/health/emergency-contacts.tsx	9b025b3e7088176b64534a8c1bded963ff299af540ec495f34f4d8b00f44f2fe	281	81,105,111,139,145,200,206	29,41,77,117,118	MANUALLY_REVIEWED__FINDINGS_RECORDED	MANUALLY_REVIEWED__CTA_EVIDENCE_SEE_DOMAIN_REVIEW	MANUALLY_REVIEWED__STATE_AND_FINANCIAL_GAPS_RECORDED	NOT_YET_RECONCILED__MOBILE_REFERENCE_UNTRUSTED	MANUAL_STATIC_REVIEW__BACKEND_RECONCILIATION_REQUIRED	MANUALLY_REVIEWED__MIXED_SERVER_AND_CLIENT_DERIVATION	MANUALLY_REVIEWED__STATIC_OR_PARAM_DRIVEN_RESULTS_RECORDED	MANUAL_REVIEW_COMPLETE__FINDINGS_OR_CONTRACT_GAPS_RECORDED
PM-106	health/family-calendar	health	app/health/family-calendar.tsx	63488ba6ac5a338926abe399617d46782644470ea317a5890eb0fa0861924307	7	5	NONE	MANUALLY_REVIEWED__FINDINGS_RECORDED	MANUALLY_REVIEWED__CTA_EVIDENCE_SEE_DOMAIN_REVIEW	MANUALLY_REVIEWED__STATE_AND_FINANCIAL_GAPS_RECORDED	NOT_YET_RECONCILED__MOBILE_REFERENCE_UNTRUSTED	MANUAL_STATIC_REVIEW__BACKEND_RECONCILIATION_REQUIRED	MANUALLY_REVIEWED__MIXED_SERVER_AND_CLIENT_DERIVATION	MANUALLY_REVIEWED__STATIC_OR_PARAM_DRIVEN_RESULTS_RECORDED	MANUAL_REVIEW_COMPLETE__FINDINGS_OR_CONTRACT_GAPS_RECORDED
PM-107	health/family-chat	health	app/health/family-chat.tsx	fbe7857fbf0f9ea4e42dee542c2dff6335acfcd91b747cafa6d266a5a411d8b1	7	5	NONE	MANUALLY_REVIEWED__FINDINGS_RECORDED	MANUALLY_REVIEWED__CTA_EVIDENCE_SEE_DOMAIN_REVIEW	MANUALLY_REVIEWED__STATE_AND_FINANCIAL_GAPS_RECORDED	NOT_YET_RECONCILED__MOBILE_REFERENCE_UNTRUSTED	MANUAL_STATIC_REVIEW__BACKEND_RECONCILIATION_REQUIRED	MANUALLY_REVIEWED__MIXED_SERVER_AND_CLIENT_DERIVATION	MANUALLY_REVIEWED__STATIC_OR_PARAM_DRIVEN_RESULTS_RECORDED	MANUAL_REVIEW_COMPLETE__FINDINGS_OR_CONTRACT_GAPS_RECORDED
PM-108	health/family-hub	health	app/health/family-hub.tsx	a3909cdc8ff722429053f57d0a6f51e5cc0ea11d31507b8d5c8bf7bab9733b85	334	142,188,194,208,231,232,263,264,274,283	69,105,111,147,187	MANUALLY_REVIEWED__FINDINGS_RECORDED	MANUALLY_REVIEWED__CTA_EVIDENCE_SEE_DOMAIN_REVIEW	MANUALLY_REVIEWED__STATE_AND_FINANCIAL_GAPS_RECORDED	NOT_YET_RECONCILED__MOBILE_REFERENCE_UNTRUSTED	MANUAL_STATIC_REVIEW__BACKEND_RECONCILIATION_REQUIRED	MANUALLY_REVIEWED__MIXED_SERVER_AND_CLIENT_DERIVATION	MANUALLY_REVIEWED__STATIC_OR_PARAM_DRIVEN_RESULTS_RECORDED	MANUAL_REVIEW_COMPLETE__FINDINGS_OR_CONTRACT_GAPS_RECORDED
PM-109	health/family-member-detail	health	app/health/family-member-detail.tsx	f21dc80e027271dee8cc50e3bc333269f8692bb078c228654de9eb2c27eaad76	7	5	NONE	MANUALLY_REVIEWED__FINDINGS_RECORDED	MANUALLY_REVIEWED__CTA_EVIDENCE_SEE_DOMAIN_REVIEW	MANUALLY_REVIEWED__STATE_AND_FINANCIAL_GAPS_RECORDED	NOT_YET_RECONCILED__MOBILE_REFERENCE_UNTRUSTED	MANUAL_STATIC_REVIEW__BACKEND_RECONCILIATION_REQUIRED	MANUALLY_REVIEWED__MIXED_SERVER_AND_CLIENT_DERIVATION	MANUALLY_REVIEWED__STATIC_OR_PARAM_DRIVEN_RESULTS_RECORDED	MANUAL_REVIEW_COMPLETE__FINDINGS_OR_CONTRACT_GAPS_RECORDED
PM-110	health/health-id	health	app/health/health-id.tsx	1d0cfcbe85f1375d9ff9d77ba18ce6435acb60041e4d167825b2d61dc34027d3	285	86,88,199,213,246	28,75,92	MANUALLY_REVIEWED__FINDINGS_RECORDED	MANUALLY_REVIEWED__CTA_EVIDENCE_SEE_DOMAIN_REVIEW	MANUALLY_REVIEWED__STATE_AND_FINANCIAL_GAPS_RECORDED	NOT_YET_RECONCILED__MOBILE_REFERENCE_UNTRUSTED	MANUAL_STATIC_REVIEW__BACKEND_RECONCILIATION_REQUIRED	MANUALLY_REVIEWED__MIXED_SERVER_AND_CLIENT_DERIVATION	MANUALLY_REVIEWED__STATIC_OR_PARAM_DRIVEN_RESULTS_RECORDED	MANUAL_REVIEW_COMPLETE__FINDINGS_OR_CONTRACT_GAPS_RECORDED
PM-111	health/medication-reminder-add	health	app/health/medication-reminder-add.tsx	81075056982b888ce5d0276024781cbfa4e6e3f483e812040a8db8c4f7001520	82	60,66,70,75	25,67,68,75,81	MANUALLY_REVIEWED__FINDINGS_RECORDED	MANUALLY_REVIEWED__CTA_EVIDENCE_SEE_DOMAIN_REVIEW	MANUALLY_REVIEWED__STATE_AND_FINANCIAL_GAPS_RECORDED	NOT_YET_RECONCILED__MOBILE_REFERENCE_UNTRUSTED	MANUAL_STATIC_REVIEW__BACKEND_RECONCILIATION_REQUIRED	MANUALLY_REVIEWED__MIXED_SERVER_AND_CLIENT_DERIVATION	MANUALLY_REVIEWED__STATIC_OR_PARAM_DRIVEN_RESULTS_RECORDED	MANUAL_REVIEW_COMPLETE__FINDINGS_OR_CONTRACT_GAPS_RECORDED
PM-112	health/medication-reminder-list	health	app/health/medication-reminder-list.tsx	99997b0eae6b6a4e252a5f7deae8097bb33dcbc63ef43832a7047426f52d0481	90	70,75,76,86	29,30,71,75,76,86,89	MANUALLY_REVIEWED__FINDINGS_RECORDED	MANUALLY_REVIEWED__CTA_EVIDENCE_SEE_DOMAIN_REVIEW	MANUALLY_REVIEWED__STATE_AND_FINANCIAL_GAPS_RECORDED	NOT_YET_RECONCILED__MOBILE_REFERENCE_UNTRUSTED	MANUAL_STATIC_REVIEW__BACKEND_RECONCILIATION_REQUIRED	MANUALLY_REVIEWED__MIXED_SERVER_AND_CLIENT_DERIVATION	MANUALLY_REVIEWED__STATIC_OR_PARAM_DRIVEN_RESULTS_RECORDED	MANUAL_REVIEW_COMPLETE__FINDINGS_OR_CONTRACT_GAPS_RECORDED
PM-113	health/medications	health	app/health/medications.tsx	e0defff9a005743d3728283015d5de0448c7367cb40db590a8c457dcbee2be06	66	37,39,50,51,52,53,54,55,60,62	18,19,41,50,65	MANUALLY_REVIEWED__FINDINGS_RECORDED	MANUALLY_REVIEWED__CTA_EVIDENCE_SEE_DOMAIN_REVIEW	MANUALLY_REVIEWED__STATE_AND_FINANCIAL_GAPS_RECORDED	NOT_YET_RECONCILED__MOBILE_REFERENCE_UNTRUSTED	MANUAL_STATIC_REVIEW__BACKEND_RECONCILIATION_REQUIRED	MANUALLY_REVIEWED__MIXED_SERVER_AND_CLIENT_DERIVATION	MANUALLY_REVIEWED__STATIC_OR_PARAM_DRIVEN_RESULTS_RECORDED	MANUAL_REVIEW_COMPLETE__FINDINGS_OR_CONTRACT_GAPS_RECORDED
PM-114	health/prescriptions	health	app/health/prescriptions.tsx	9ef8d4e8641ff68859c2dc281b7d259708f294c3ef0437dff9fdb9f846d701a7	146	42,44,69,76	21,29,42	MANUALLY_REVIEWED__FINDINGS_RECORDED	MANUALLY_REVIEWED__CTA_EVIDENCE_SEE_DOMAIN_REVIEW	MANUALLY_REVIEWED__STATE_AND_FINANCIAL_GAPS_RECORDED	NOT_YET_RECONCILED__MOBILE_REFERENCE_UNTRUSTED	MANUAL_STATIC_REVIEW__BACKEND_RECONCILIATION_REQUIRED	MANUALLY_REVIEWED__MIXED_SERVER_AND_CLIENT_DERIVATION	MANUALLY_REVIEWED__STATIC_OR_PARAM_DRIVEN_RESULTS_RECORDED	MANUAL_REVIEW_COMPLETE__FINDINGS_OR_CONTRACT_GAPS_RECORDED
PM-115	health/refills	health	app/health/refills.tsx	3dcadb43d62d56716943b81dfb8a44c50c062d1924fbcb98fdac4259cc8c3dfa	204	65,77,87,107,130,177	20,43,62,77,87,125,126,128,133,139,176	MANUALLY_REVIEWED__FINDINGS_RECORDED	MANUALLY_REVIEWED__CTA_EVIDENCE_SEE_DOMAIN_REVIEW	MANUALLY_REVIEWED__STATE_AND_FINANCIAL_GAPS_RECORDED	NOT_YET_RECONCILED__MOBILE_REFERENCE_UNTRUSTED	MANUAL_STATIC_REVIEW__BACKEND_RECONCILIATION_REQUIRED	MANUALLY_REVIEWED__MIXED_SERVER_AND_CLIENT_DERIVATION	MANUALLY_REVIEWED__STATIC_OR_PARAM_DRIVEN_RESULTS_RECORDED	MANUAL_REVIEW_COMPLETE__FINDINGS_OR_CONTRACT_GAPS_RECORDED
PM-116	health/reminders	health	app/health/reminders.tsx	18d77cf12a8a534811105b570d41e37d53d9ae1ced8eee16f228cb1d5dbd2a3a	7	5	NONE	MANUALLY_REVIEWED__FINDINGS_RECORDED	MANUALLY_REVIEWED__CTA_EVIDENCE_SEE_DOMAIN_REVIEW	MANUALLY_REVIEWED__STATE_AND_FINANCIAL_GAPS_RECORDED	NOT_YET_RECONCILED__MOBILE_REFERENCE_UNTRUSTED	MANUAL_STATIC_REVIEW__BACKEND_RECONCILIATION_REQUIRED	MANUALLY_REVIEWED__MIXED_SERVER_AND_CLIENT_DERIVATION	MANUALLY_REVIEWED__STATIC_OR_PARAM_DRIVEN_RESULTS_RECORDED	MANUAL_REVIEW_COMPLETE__FINDINGS_OR_CONTRACT_GAPS_RECORDED
