requirement_id,route_or_surface,declared_plan_status,token_evidence_files,static_assessment,assessment_reason,plan_boundary,completion_definition
PM-102,health/chronic-medications,COMPLETE_OR_REPLACE,patient-web/app/[locale]/health/page.tsx;patient-mobile/app/rn_screens.json;patient-mobile/app/health/medications.tsx;patient-mobile/src/config/deepLinks.ts,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,Protected chronic-medication/refill facts exist but no adherence/refill/update/prescribing CTA is evidenced. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/HEALTH_READ_SUMMARIES_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-103,health/conditions-allergies,BUILD,patient-mobile/app/rn_screens.json;patient-mobile/app/health/vitals.tsx;patient-mobile/app/health/edit-profile.tsx;patient-mobile/src/config/deepLinks.ts,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,No health conditions/allergies management surface found. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/FINAL_ONBOARDING_DIAGNOSTICS_HEALTH_ROOT_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-104,health/edit-profile,BUILD,patient-mobile/app/rn_screens.json;patient-mobile/app/health/chronic-disease.tsx;patient-mobile/app/health/health-id.tsx;patient-mobile/app/(tabs)/health.tsx;patient-mobile/app/map/index.tsx;patient-mobile/app/profile/index.tsx;patient-mobile/app/profile/edit.tsx;patient-mobile/src/config/deepLinks.ts,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,Profile is display-only; no health edit profile mutation surface found. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/FINAL_ONBOARDING_DIAGNOSTICS_HEALTH_ROOT_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-105,health/emergency-contacts,COMPLETE_OR_REPLACE,patient-web/lib/api/emergency-contacts-server.ts;patient-web/lib/api/patient-allowlist.ts;patient-mobile/app/rn_screens.json;patient-mobile/app/health/health-id.tsx;patient-mobile/app/health/emergency-contacts.tsx;patient-mobile/src/config/deepLinks.ts,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,Masked emergency contacts are read-only; no add/edit/delete/call/escalation CTA is evidenced. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/HEALTH_READ_SUMMARIES_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-106,health/family-calendar,BUILD,patient-mobile/app/rn_screens.json,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,No family calendar or care-coordination action surface found. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/FAMILY_MANAGEMENT_DELEGATION_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-107,health/family-chat,BUILD,patient-mobile/app/rn_screens.json;patient-mobile/app/(tabs)/health.tsx,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,No family-chat route or CTA found; family list is summary-only. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/FAMILY_MANAGEMENT_DELEGATION_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-108,health/family-hub,COMPLETE_OR_REPLACE,patient-mobile/app/rn_screens.json;patient-mobile/app/(tabs)/health.tsx;patient-mobile/app/family/index.tsx;patient-mobile/app/family/join.tsx;patient-mobile/app/profile/index.tsx;patient-mobile/src/config/deepLinks.ts,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,"Family surface is membership summary only, not a family hub workflow. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/FAMILY_MANAGEMENT_DELEGATION_MANUAL_REVIEW_2026-08-26.md",CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-109,health/family-member-detail,BUILD,patient-mobile/app/rn_screens.json,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,Family cards are non-linked summaries; no member-detail/delegated-health surface found. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/FAMILY_MANAGEMENT_DELEGATION_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-110,health/health-id,BUILD,patient-mobile/app/rn_screens.json;patient-mobile/app/health/health-id.tsx;patient-mobile/app/(tabs)/health.tsx;patient-mobile/src/config/deepLinks.ts,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,No health-ID surface found. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/FINAL_ONBOARDING_DIAGNOSTICS_HEALTH_ROOT_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-111,health/medication-reminder-add,BUILD,patient-mobile/app/rn_screens.json;patient-mobile/app/health/medication-reminder-list.tsx;patient-mobile/app/health/chronic-medications.tsx;patient-mobile/app/health/medications.tsx;patient-mobile/app/ai/prescription-translator.tsx;patient-mobile/src/config/deepLinks.ts,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,No reminder-creation form or mutation surface was located; reminders page is summary/list only. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/HEALTH_READ_SUMMARIES_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-112,health/medication-reminder-list,COMPLETE_OR_REPLACE,patient-mobile/app/rn_screens.json;patient-mobile/app/health/medication-reminder-add.tsx;patient-mobile/app/health/smart-reminders.tsx;patient-mobile/app/health/reminders.tsx;patient-mobile/app/health/medications.tsx;patient-mobile/app/(tabs)/index.tsx;patient-mobile/src/config/deepLinks.ts;patient-mobile/src/utils/medication-notifications.ts;patient-mobile/src/components/NotificationHandler.tsx;patient-mobile/src/hooks/usePushNotifications.ts,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,Protected reminder/today-dose summary exists but no mark-taken/snooze/edit/delete CTA is evidenced. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/HEALTH_READ_SUMMARIES_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-113,health/medications,COMPLETE_OR_REPLACE,patient-mobile/app/rn_screens.json;patient-mobile/app/drug-scanner/index.tsx;patient-mobile/app/(tabs)/health.tsx;patient-mobile/app/profile/index.tsx;patient-mobile/src/config/deepLinks.ts;backend/src/modules/compat/compat.module.ts,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,Read-only chronic medication subset exists; no full medication management/prescribing workflow. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/FINAL_ONBOARDING_DIAGNOSTICS_HEALTH_ROOT_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-114,health/prescriptions,COMPLETE_OR_REPLACE,patient-mobile/app/rn_screens.json;patient-mobile/app/health/prescriptions.tsx;patient-mobile/app/health/medications.tsx;patient-mobile/app/(tabs)/health.tsx;patient-mobile/app/profile/index.tsx;patient-mobile/src/config/deepLinks.ts,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,Protected prescription summaries exist but no detail/refill/share/pharmacy handoff CTA. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/FINAL_ONBOARDING_DIAGNOSTICS_HEALTH_ROOT_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-115,health/refills,BUILD,patient-mobile/app/rn_screens.json;patient-mobile/app/health/refills.tsx,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,Optional refill date is display-only; no refill eligibility/request/pharmacy/payment workflow is evidenced. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/HEALTH_READ_SUMMARIES_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-116,health/reminders,COMPLETE_OR_REPLACE,patient-web/lib/api/sandbox-reminders-contract.test.ts;patient-web/lib/api/reminders-server.ts;patient-web/lib/api/reminders-server.test.ts;patient-mobile/app/rn_screens.json;patient-mobile/app/health/medication-reminder-list.tsx;patient-mobile/app/health/medication-reminder-add.tsx;patient-mobile/app/health/refills.tsx;patient-mobile/app/health/chronic-medications.tsx;patient-mobile/app/health/medications.tsx;patient-mobile/app/(tabs)/index.tsx,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,Protected reminder/today-dose summary exists but no mark-taken/snooze/edit/delete CTA is evidenced. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/HEALTH_READ_SUMMARIES_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-117,health/reports,BUILD,patient-web/lib/api/vitals-server.ts;patient-web/lib/api/patient-allowlist.ts;patient-mobile/app/rn_screens.json;patient-mobile/app/health/reports.tsx;patient-mobile/app/(tabs)/health.tsx;patient-mobile/app/profile/index.tsx;patient-mobile/app/reports/ai-analysis.tsx;patient-mobile/src/config/deepLinks.ts;backend/src/modules/ai/ai.service.ts;backend/src/modules/notifications/notifications.service.ts,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,Protected report summary list has no detail/download/share/provenance or clinical workflow CTA. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/PHI_CONTENT_NOTIFICATIONS_CHAT_MENTAL_HEALTH_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-118,health/sleep-score,COMPLETE_OR_REPLACE,patient-mobile/app/rn_screens.json;patient-mobile/app/health/sleep-score.tsx;patient-mobile/src/config/deepLinks.ts,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,Protected sleep score/history display exists but no logging/correction/device-sync/intervention CTA is evidenced. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/HEALTH_READ_SUMMARIES_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-119,health/sleep-tracker,COMPLETE_OR_REPLACE,patient-mobile/app/rn_screens.json;patient-mobile/app/health/wearables.tsx;patient-mobile/app/health/sleep-score.tsx;patient-mobile/app/health/sleep-tracker.tsx;patient-mobile/src/config/deepLinks.ts,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,"Protected sleep history exists but no tracking input, device sync, correction or intervention CTA is evidenced. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/HEALTH_READ_SUMMARIES_MANUAL_REVIEW_2026-08-26.md",CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-120,health/smart-reminders,BUILD,patient-mobile/app/rn_screens.json;patient-mobile/app/(tabs)/health.tsx;patient-mobile/app/services/index.tsx;patient-mobile/src/config/deepLinks.ts,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,No smart-reminder management surface found. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/FINAL_ONBOARDING_DIAGNOSTICS_HEALTH_ROOT_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-121,health/trends,COMPLETE_OR_REPLACE,patient-web/app/[locale]/health/page.tsx;patient-web/lib/api/patient-allowlist.ts;patient-web/lib/api/trends-server.ts;patient-mobile/app/rn_screens.json;patient-mobile/app/health/trends.tsx;patient-mobile/app/ai/monthly-report.tsx;patient-mobile/src/config/deepLinks.ts,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,"Protected trend display exists but no methodology, interpretation, anomaly escalation or corrective-action CTA is evidenced. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/HEALTH_READ_SUMMARIES_MANUAL_REVIEW_2026-08-26.md",CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-122,health/vitals-log,BUILD,patient-mobile/app/rn_screens.json;patient-mobile/app/health/vitals.tsx;patient-mobile/app/ai/monthly-report.tsx;patient-mobile/src/config/deepLinks.ts;backend/src/config/openapi.config.ts;backend/src/modules/health/health.service.ts,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,Vitals history is explicitly read-only; no manual log/add/edit/delete/import or alert threshold flow is evidenced. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/HEALTH_READ_SUMMARIES_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-123,health/vitals,COMPLETE_OR_REPLACE,patient-web/components-next/health-log-form.tsx;patient-web/app/[locale]/health/page.tsx;patient-web/app/[locale]/health/vitals/page.tsx;patient-web/app/api/health/vitals/route.ts;patient-web/lib/api/vitals-server.ts;patient-web/lib/api/vitals-server.test.ts;patient-web/lib/api/upstream.test.ts;patient-web/lib/api/patient-allowlist.ts;patient-web/lib/api/sandbox-vitals-contract.test.ts;patient-mobile/app/rn_screens.json,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,"Protected vital-history display exists; provenance, ownership and clinical-action paths are not evidenced. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/HEALTH_READ_SUMMARIES_MANUAL_REVIEW_2026-08-26.md",CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-124,health/wearables,BUILD,patient-mobile/app/rn_screens.json;patient-mobile/app/health/wearables.tsx;patient-mobile/src/config/deepLinks.ts,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,No wearable/device connection surface was located in the Web health route tree. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/HEALTH_READ_SUMMARIES_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-126,insurance/add-policy,BUILD,patient-mobile/app/rn_screens.json;patient-mobile/app/insurance/hub.tsx;patient-mobile/app/insurance/policy-detail.tsx;patient-mobile/app/insurance/network-providers.tsx;patient-mobile/src/config/deepLinks.ts;patient-mobile/src/utils/insurance-catalog-contract.test.ts,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,Insurance page is summary-only; no corresponding action workflow/CTA found. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/INSURANCE_ACTIONS_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-127,insurance/approval-pending,BUILD,patient-mobile/app/rn_screens.json;patient-mobile/src/config/deepLinks.ts,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,Insurance page is summary-only; no corresponding action workflow/CTA found. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/INSURANCE_ACTIONS_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-129,insurance/claim-tracking,COMPLETE_OR_REPLACE,patient-mobile/app/rn_screens.json;patient-mobile/app/orders/index.tsx;patient-mobile/app/insurance/hub.tsx;patient-mobile/app/insurance/claim-tracking.tsx;patient-mobile/app/insurance/approval-pending.tsx;patient-mobile/src/config/deepLinks.ts,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,Claims are read-only summaries; no claim action/dispute/decision workflow exists. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/PHI_CONTENT_NOTIFICATIONS_CHAT_MENTAL_HEALTH_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-130,insurance/copay,BUILD,,NOT_VERIFIABLE_STATIC,No exact route token found in available static source; absence is not proof of missing implementation.,Insurance page is summary-only; no corresponding action workflow/CTA found. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/INSURANCE_ACTIONS_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-131,insurance/coverage-check,BUILD,patient-mobile/app/rn_screens.json;patient-mobile/app/nursing/nurse-profile.tsx;patient-mobile/app/consultations/booking-confirm.tsx;patient-mobile/app/insurance/hub.tsx;patient-mobile/app/insurance/coverage-check.tsx;patient-mobile/app/insurance/policy-detail.tsx;patient-mobile/src/config/deepLinks.ts,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,Insurance page is summary-only; no corresponding action workflow/CTA found. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/INSURANCE_ACTIONS_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-132,insurance/hub,BUILD,patient-mobile/app/rn_screens.json;patient-mobile/app/search/index.tsx;patient-mobile/app/insurance/index.tsx;patient-mobile/app/insurance/hub.tsx;patient-mobile/app/insurance/add-policy.tsx;patient-mobile/src/config/deepLinks.ts;patient-mobile/src/hooks/usePushNotifications.ts;backend/src/modules/notifications/notifications.service.ts,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,Insurance hub is read-only policy/claims summary without policy/benefit/co-pay/payer action flow. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/PHI_CONTENT_NOTIFICATIONS_CHAT_MENTAL_HEALTH_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-133,insurance/index,BUILD,patient-mobile/app/rn_screens.json,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,Insurance hub is read-only policy/claims summary without policy/benefit/co-pay/payer action flow. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/PHI_CONTENT_NOTIFICATIONS_CHAT_MENTAL_HEALTH_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-134,insurance/network-providers,BUILD,patient-mobile/app/rn_screens.json;patient-mobile/app/insurance/hub.tsx;patient-mobile/app/insurance/network-providers.tsx,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,Insurance page is summary-only; no corresponding action workflow/CTA found. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/INSURANCE_ACTIONS_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-135,insurance/payment-split,BUILD,patient-mobile/app/rn_screens.json;patient-mobile/app/nursing/nurse-profile.tsx;patient-mobile/app/consultations/booking-confirm.tsx;patient-mobile/app/consultations/appointment-detail.tsx;patient-mobile/app/diagnostics/book.tsx;patient-mobile/app/insurance/payment-split.tsx,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,Insurance page is summary-only; no corresponding action workflow/CTA found. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/INSURANCE_ACTIONS_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-136,insurance/policy-detail,BUILD,patient-mobile/app/rn_screens.json;patient-mobile/app/insurance/hub.tsx;patient-mobile/src/config/deepLinks.ts,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,Insurance page is summary-only; no corresponding action workflow/CTA found. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/INSURANCE_ACTIONS_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-137,insurance/refund-status,BUILD,patient-mobile/app/rn_screens.json;patient-mobile/app/insurance/claim-tracking.tsx;patient-mobile/src/config/deepLinks.ts,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,Insurance page is summary-only; no corresponding action workflow/CTA found. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/INSURANCE_ACTIONS_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-138,insurance/submit-claim,BUILD,patient-mobile/app/rn_screens.json;patient-mobile/app/insurance/submit-claim.tsx;patient-mobile/app/insurance/hub.tsx;patient-mobile/app/insurance/claim-tracking.tsx;patient-mobile/src/config/deepLinks.ts,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,Insurance page is summary-only; no corresponding action workflow/CTA found. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/INSURANCE_ACTIONS_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-139,loyalty/challenges,BUILD,patient-web/app/[locale]/loyalty/page.tsx;patient-web/app/api/loyalty/route.ts;patient-mobile/app/rn_screens.json;patient-mobile/app/loyalty/challenges.tsx;patient-mobile/src/config/deepLinks.ts;patient-mobile/src/hooks/usePushNotifications.ts;backend/scripts/seed-loyalty.ts;backend/src/modules/loyalty/loyalty.controller.ts;backend/src/modules/notifications/notifications.service.ts,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,No localized Web loyalty feature surface/CTA found. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/AI_EMERGENCY_WALLET_LOYALTY_RETURNS_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-140,loyalty/hub,BUILD,patient-mobile/app/rn_screens.json;patient-mobile/app/(tabs)/health.tsx;patient-mobile/app/loyalty/hub.tsx;patient-mobile/app/programs/active.tsx;patient-mobile/app/profile/index.tsx;patient-mobile/app/wallet/hub.tsx;patient-mobile/app/services/index.tsx;patient-mobile/src/hooks/usePushNotifications.ts;backend/src/modules/notifications/notifications.service.ts,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,No localized Web loyalty feature surface/CTA found. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/AI_EMERGENCY_WALLET_LOYALTY_RETURNS_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-141,loyalty/leaderboard,BUILD,patient-web/app/[locale]/loyalty/page.tsx;patient-mobile/app/rn_screens.json;patient-mobile/app/loyalty/hub.tsx;patient-mobile/app/loyalty/leaderboard.tsx;patient-mobile/src/config/deepLinks.ts;backend/src/modules/loyalty/loyalty.controller.ts,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,No localized Web loyalty feature surface/CTA found. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/AI_EMERGENCY_WALLET_LOYALTY_RETURNS_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-142,loyalty/referrals,BUILD,patient-mobile/app/rn_screens.json;patient-mobile/app/loyalty/referrals.tsx;patient-mobile/src/hooks/usePushNotifications.ts;backend/src/modules/notifications/notifications.service.ts,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,No localized Web loyalty feature surface/CTA found. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/AI_EMERGENCY_WALLET_LOYALTY_RETURNS_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-143,loyalty/rewards,BUILD,patient-web/app/[locale]/loyalty/page.tsx;patient-web/app/api/loyalty/route.ts;patient-mobile/app/rn_screens.json;patient-mobile/app/loyalty/hub.tsx;patient-mobile/app/loyalty/rewards.tsx;patient-mobile/src/config/deepLinks.ts;backend/scripts/seed-loyalty.ts;backend/src/modules/loyalty/loyalty.controller.ts,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,No localized Web loyalty feature surface/CTA found. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/AI_EMERGENCY_WALLET_LOYALTY_RETURNS_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-144,map/index,BUILD,patient-mobile/app/rn_screens.json;patient-mobile/app/map/index.tsx,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,No corresponding localized Web discovery/payment/support surface or CTA found. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/GENERAL_DISCOVERY_PAYMENT_SUPPORT_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-145,maternity/baby-development,BUILD,patient-mobile/app/rn_screens.json;patient-mobile/src/config/deepLinks.ts,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,No localized Web maternity route/source/CTA found. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/NUTRITION_MATERNITY_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-146,maternity/baby-growth,BUILD,patient-mobile/app/rn_screens.json,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,No localized Web maternity route/source/CTA found. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/NUTRITION_MATERNITY_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-147,maternity/fetus-data,BUILD,patient-mobile/app/maternity/fetus-data.ts,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,No localized Web maternity route/source/CTA found. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/NUTRITION_MATERNITY_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-148,maternity/hub,BUILD,patient-mobile/app/rn_screens.json;patient-mobile/app/(tabs)/index.tsx;patient-mobile/app/maternity/ovulation-tracker.tsx;patient-mobile/app/maternity/baby-growth.tsx;patient-mobile/app/maternity/baby-development.tsx;patient-mobile/app/maternity/maternity-setup.tsx;patient-mobile/app/maternity/pregnancy-tracker.tsx;patient-mobile/app/services/index.tsx,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,No localized Web maternity route/source/CTA found. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/NUTRITION_MATERNITY_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
PM-149,maternity/maternity-setup,BUILD,patient-mobile/app/maternity/hub.tsx,NOT_VERIFIABLE_STATIC,Exact route token found in source; this is not evidence of a complete journey.,No localized Web maternity route/source/CTA found. Evidence: audit-artifacts/gap-closure-audit/patient-web-manual-evidence/NUTRITION_MATERNITY_MANUAL_REVIEW_2026-08-26.md,CTA→contract→authz→authoritative data→all state branches→tests/runtime/ops evidence.
