planning_id	evidence_class	allowed_for_build	workstream	severity	owner	status	source	summary	required_gate
RD-0055	NORMALIZED_CONFIRMED_ROOT_CONTROL	NO_UNTIL_DECISION_AND_CONTRACT	platform/identity/audit	P0	Patient Mobile	BLOCKED_BY_DECISION	ENVIRONMENT.md:67–72,157–164;app/(tabs)/_layout.tsx:1;docker-compose.prod.yml:24–31;docker-compose.prod.yml:33–40;e2e/matrix2.js:231–510,513–546;infra/docker-compose.infra.yml:13–21;infra/docker-compose.infra.yml:1–43;infra/docker-compose.infra.yml:4–11;infra/fastapi/ai_routes.py:118–154;infra/fastapi/ai_service.py:228–263,269–299;infra/fastapi/setup_server.sh:66–78;nabd_plus_patient_app/app/index.tsx:1;scripts/db-backup-restore.sh:27–34,48–56;scripts/db-backup-restore.sh:36–46;scripts/db-backup-restore.sh:8–12,36–50;scripts/deploy.sh:24–25;scripts/publish-insurance-logo-assets.ts:24–29;scripts/seed-articles.ts:16–17,27–28,38–39;src/common/redis-cache.interceptor.ts:1–39;src/config/websocket-cors.spec.ts:19–25	Cross-cutting clinical/safety validation control is inconsistent or not evidenced across the platform/identity/audit surface.	Server-governed behavior, fail-closed authorization/validation, truthful state and redacted evidence; no mocks. Owner/stranger/unauth where applicable; replay/concurrency for mutations; negative/error/cleanup; contract and runtime evidence as applicable.
RD-0056	NORMALIZED_CONFIRMED_ROOT_CONTROL	NO_UNTIL_DECISION_AND_CONTRACT	platform/identity/audit	P0	Backend	BLOCKED_BY_DECISION	:113–124,246–257,297–332;:114–143;:14–49;:214–232;:31–45;:77–105,107–135;:8–12;:90–129;ENVIRONMENT.md:92–97;NABDAH_PROJECT_REFERENCE.md:218–229;audit-artifacts/phase0b-backend/semantic-evidence-finance-engine-module.md;audit-artifacts/phase0b-backend/semantic-evidence-fraud-alert-duplicate-schemas.md;audit-artifacts/phase0b/backend/semantic-evidence-admin-finance-controller.md;audit-artifacts/phase0b/backend/semantic-evidence-payments-module.md;audit-artifacts/phase0b/backend/semantic-evidence-paymob-service.md;audit-artifacts/phase0b/backend/semantic-evidence-pharmacy-ops-controller.md;audit-artifacts/phase0b/backend/semantic-evidence-pharmacy-ops-service.md;audit-artifacts/phase0b/backend/semantic-evidence-withdrawal-request-schema.md;e2e/boot.js:31–36;e2e/matrix.js:299–357	Cross-cutting financial truth/settlement control is inconsistent or not evidenced across the platform/identity/audit surface.	Server-governed behavior, fail-closed authorization/validation, truthful state and redacted evidence; no mocks. Owner/stranger/unauth where applicable; replay/concurrency for mutations; negative/error/cleanup; contract and runtime evidence as applicable.
RD-0057	NORMALIZED_CONFIRMED_ROOT_CONTROL	NO_UNTIL_DECISION_AND_CONTRACT	platform/identity/audit	P0	Backend	BLOCKED_BY_DECISION	:39–96;Dockerfile:5,10;ENVIRONMENT.md:120;ENVIRONMENT.md:1–171;ENVIRONMENT.md:21–23;ENVIRONMENT.md:46–49,129–150;NABDAH_PROJECT_REFERENCE.md:13–18,239–251;audit-artifacts/phase0b/backend/semantic-evidence-wallet-module.md;audit-artifacts/phase0b/backend/semantic-evidence-wallet-schema.md;docker-compose.prod.yml:16–17;docker-compose.yml:8–9;e2e/boot.js:27–33;e2e/matrix.js:41,54–79,151–154;e2e/matrix2.js:18,104–147;infra/fastapi/import_etl_products.py:47–68;infra/fastapi/nestjs_proxy.py:18–31,40–47;infra/fastapi/requirements.txt:10,20;infra/fastapi/requirements.txt:1–29;infra/fastapi/seed_dev.py:512–534;infra/fastapi/server.py:1418–1425	Cross-cutting input/schema validation control is inconsistent or not evidenced across the platform/identity/audit surface.	Server-governed behavior, fail-closed authorization/validation, truthful state and redacted evidence; no mocks. Owner/stranger/unauth where applicable; replay/concurrency for mutations; negative/error/cleanup; contract and runtime evidence as applicable.
RD-0058	NORMALIZED_CONFIRMED_ROOT_CONTROL	NO_UNTIL_DECISION_AND_CONTRACT	platform/identity/audit	P0	Backend	BLOCKED_BY_DECISION	:10–20;:15–29;:50–52;:80–112;docker-compose.prod.yml:28–29,37–44;docker-compose.yml:17–22;e2e/package.json:1;infra/docker-compose.infra.yml:10–21,40–43;infra/fastapi/tests/test_nabd_backend.py:206–239;scripts/backfill-catalog-governance.ts:135–149;scripts/publish-insurance-logo-assets.ts:32–42;scripts/test-flow.js:31,67–68;src/common/events.ts:1–48;src/common/sentry.filter.ts:11–18;src/config/websocket-cors.spec.ts:1–27;src/contracts/provider-availability.contract.spec.ts:11–31;src/main.ts:44–55;src/main.ts:89–95;src/modules/admin-authority/admin-authority.module.ts:256–272;src/modules/admin-authority/admin-authority.module.ts:45–48	Cross-cutting observability/lifecycle control is inconsistent or not evidenced across the platform/identity/audit surface.	Server-governed behavior, fail-closed authorization/validation, truthful state and redacted evidence; no mocks. Owner/stranger/unauth where applicable; replay/concurrency for mutations; negative/error/cleanup; contract and runtime evidence as applicable.
RD-0059	NORMALIZED_CONFIRMED_ROOT_CONTROL	NO_UNTIL_DECISION_AND_CONTRACT	platform/identity/audit	P0	Operations	BLOCKED_BY_DECISION	:100–103;:12–76;:13–16;:142–161;:17–39;:18–20;:190–193;:193–218;:204–287;:20–32;:20–48;:22–32;:240–245;:24–54;:255–263;:262–288;:276–291,322–329;:280–295, 322–852;:289–399;:30,45–48	Cross-cutting privacy/authorization control is inconsistent or not evidenced across the platform/identity/audit surface.	Server-governed behavior, fail-closed authorization/validation, truthful state and redacted evidence; no mocks. Owner/stranger/unauth where applicable; replay/concurrency for mutations; negative/error/cleanup; contract and runtime evidence as applicable.
RD-0060	NORMALIZED_CONFIRMED_ROOT_CONTROL	NO_UNTIL_DECISION_AND_CONTRACT	platform/identity/audit	P0	Backend	BLOCKED_BY_DECISION	Dockerfile.production:32–36;Dockerfile.production:4–10,24–25;Dockerfile:1–15; Dockerfile.production:1–37;NABDAH_PROJECT_REFERENCE.md:285–1800;e2e/boot.js:20–26;e2e/boot.js:27–37,42–50;e2e/matrix.js:111–132;e2e/matrix.js:7–28,111–126;infra/docker-compose.infra.yml:23–38;infra/fastapi/nestjs_proxy.py:11–15;infra/fastapi/setup_server.sh:1–11;infra/fastapi/setup_server.sh:1–78;infra/fastapi/setup_server.sh:21–24;infra/fastapi/setup_server.sh:57–63;infra/fastapi/setup_server.sh:59–60;infra/fastapi/tests/conftest.py:16–20;infra/livekit.yaml:21–25;infra/livekit.yaml:6–8,21–25;infra/turnserver.conf:8,15–17;jest.boot.config.js:1–8	Cross-cutting runtime/deployment evidence control is inconsistent or not evidenced across the platform/identity/audit surface.	Server-governed behavior, fail-closed authorization/validation, truthful state and redacted evidence; no mocks. Owner/stranger/unauth where applicable; replay/concurrency for mutations; negative/error/cleanup; contract and runtime evidence as applicable.
RD-0061	NORMALIZED_CONFIRMED_ROOT_CONTROL	NO_UNTIL_DECISION_AND_CONTRACT	platform/identity/audit	P0	Provider	BLOCKED_BY_DECISION	:10–22;:168–194;:169–179;:19–40;:210–239;:22–24;:286–331;:31–35;:36–63,77–96,119–134;:7–17;:86–121;:86–99;ENVIRONMENT.md:29–49,124–155;NabdProvider-provider/src/components/ContractModal.tsx:59–88,113–122;audit-artifacts/phase0b-backend/semantic-evidence-admin-provider-delta-schema.md;audit-artifacts/phase0b-backend/semantic-evidence-finance-engine-module.md;audit-artifacts/phase0b-backend/semantic-evidence-fraud-alert-duplicate-schemas.md;audit-artifacts/phase0b-backend/semantic-evidence-medicines-service.md;audit-artifacts/phase0b-backend/semantic-evidence-profile-image-audit-log-schema.md;audit-artifacts/phase0b-backend/semantic-evidence-provider-availability-schema.md	Cross-cutting state/concurrency/idempotency control is inconsistent or not evidenced across the platform/identity/audit surface.	Server-governed behavior, fail-closed authorization/validation, truthful state and redacted evidence; no mocks. Owner/stranger/unauth where applicable; replay/concurrency for mutations; negative/error/cleanup; contract and runtime evidence as applicable.
RD-0062	NORMALIZED_CONFIRMED_ROOT_CONTROL	NO_UNTIL_DECISION_AND_CONTRACT	platform/identity/audit	P0	Backend	BLOCKED_BY_DECISION	:143–166,169–203,241–247,301–305;:40–43;:5–10;NABDAH_PROJECT_REFERENCE.md:132,158–160,218–229;infra/fastapi/ai_routes.py:25–41;infra/fastapi/nestjs_proxy.py:34–37;infra/fastapi/tests/conftest.py:29–31,56,69–72;src/app.module.ts:266–269;src/contracts/ownership-controllers.spec.ts:10–35;src/modules/admin-web-core/guards/roles.guard.ts:19–41;src/modules/admin-web-core/guards/roles.guard.ts:34–39;src/modules/auth/auth.service.ts:407–447,449–515,517–545,634–667,912–960;src/modules/bans/bans.controller.ts:25–28;src/modules/compat/admin-spa.module.ts:1053–1069,991–1005;src/modules/config/config.controller.ts:7–10;src/modules/device-trust/device-trust.module.ts:73–85,109–116;src/modules/emergency/emergency.controller.ts:29–33; src/modules/emergency/emergency.service.ts:221–235;src/modules/hospital/hospital.module.ts:14–30; src/modules/hospital/controllers/hospital.controller.ts:5–8;src/modules/mail/mail.module.ts:95–106;src/modules/realtime/realtime.gateway.authorization.spec.ts:3–7	Cross-cutting ux/parity/completeness control is inconsistent or not evidenced across the platform/identity/audit surface.	Server-governed behavior, fail-closed authorization/validation, truthful state and redacted evidence; no mocks. Owner/stranger/unauth where applicable; replay/concurrency for mutations; negative/error/cleanup; contract and runtime evidence as applicable.
RD-0063	NORMALIZED_CONFIRMED_ROOT_CONTROL	NO_UNTIL_DECISION_AND_CONTRACT	provider/admin operations	P0	Backend	BLOCKED_BY_DECISION	infra/fastapi/server.py:321–375,468–501,948–1027;src/modules/admin-governance/system-config.controller.ts:21–35;src/modules/admin-web-core/controllers/provider-moderation.controller.ts:58–73;src/modules/admin-web-core/schemas/heatmap-data.schema.ts:17–18;src/modules/ai/ai.admin-containment.spec.ts:4–12;src/modules/analytics/analytics.module.ts:18–116;src/modules/compat/admin-spa.module.ts:222–275;src/modules/hospital/schemas/hospital-staff.schema.ts:6,23–24;src/modules/legacy/legacy.module.ts:52–79;src/modules/provider-jobs/provider-jobs.module.ts:210–215;src/modules/recruitment/recruitment.module.ts:90–117;src/schemas/image-processing-job.schema.ts:6–12;src/schemas/leave-request.schema.ts:10–11;src/schemas/leave-request.schema.ts:5–19;src/schemas/leave-request.schema.ts:7–16;src/schemas/review.schema.ts:14–15;src/schemas/review.schema.ts:7–18;src/scripts/seed-admin.ts:35–58	Cross-cutting catalog/provenance/publication control is inconsistent or not evidenced across the provider/admin operations surface.	Server-governed behavior, fail-closed authorization/validation, truthful state and redacted evidence; no mocks. Owner/stranger/unauth where applicable; replay/concurrency for mutations; negative/error/cleanup; contract and runtime evidence as applicable.
RD-0064	NORMALIZED_CONFIRMED_ROOT_CONTROL	NO_UNTIL_DECISION_AND_CONTRACT	provider/admin operations	P2	Backend	BLOCKED_BY_DECISION	src/modules/admin-web-core/admin-web-core.module.ts:41–49;src/modules/compat/admin-spa.module.ts:1177–1180,1208–1209;src/modules/compat/compat.module.ts:877–921;src/modules/feature-flags/repositories/featureflag.repository.ts:1–13;src/modules/provider-jobs/provider-jobs.module.ts:103–174;src/schemas/article.schema.ts:12–19	Cross-cutting clinical/safety validation control is inconsistent or not evidenced across the provider/admin operations surface.	Server-governed behavior, fail-closed authorization/validation, truthful state and redacted evidence; no mocks. Owner/stranger/unauth where applicable; replay/concurrency for mutations; negative/error/cleanup; contract and runtime evidence as applicable.
RD-0065	NORMALIZED_CONFIRMED_ROOT_CONTROL	NO_UNTIL_DECISION_AND_CONTRACT	provider/admin operations	P2	Backend	BLOCKED_BY_DECISION	src/modules/admin-governance/admin-governance.module.ts:185–227;src/modules/admin-governance/admin-governance.module.ts:65–100,301–335;src/modules/admin-web-core/controllers/analytics.controller.ts:40–56;src/modules/event-reliability/event-reliability.module.ts:124–128;src/modules/recruitment/recruitment.module.ts:70–88;src/schemas/image-processing-job.schema.ts:11–15;src/schemas/job-board.schema.ts:39–39	Cross-cutting financial truth/settlement control is inconsistent or not evidenced across the provider/admin operations surface.	Server-governed behavior, fail-closed authorization/validation, truthful state and redacted evidence; no mocks. Owner/stranger/unauth where applicable; replay/concurrency for mutations; negative/error/cleanup; contract and runtime evidence as applicable.
RD-0066	NORMALIZED_CONFIRMED_ROOT_CONTROL	NO_UNTIL_DECISION_AND_CONTRACT	provider/admin operations	P0	Backend	BLOCKED_BY_DECISION	src/common/sentry.filter.ts:7–10,31;src/modules/admin-governance/system-config.controller.ts:31–36;src/modules/admin-notification-center/admin-notification-center.contract.spec.ts:13–36;src/modules/admin-web-core/controllers/admin-config.controller.ts:19–27;src/modules/admin-web-core/schemas/heatmap-data.schema.ts:6–7;src/modules/hospital-staff/hospital-staff.module.ts:26–31,70–109;src/modules/hospital-staff/hospital-staff.module.ts:39–65,70–78;src/modules/hospital/schemas/hospital-staff.schema.ts:8–18;src/modules/legacy/legacy.module.ts:27–45;src/modules/provider-jobs/provider-jobs.module.ts:254–267;src/modules/recruitment/recruitment.module.ts:184–196;src/modules/seed/seed.facilities.ts:6–142;src/schemas/image-processing-job.schema.ts:9;src/schemas/job-board.schema.ts:5–12;src/schemas/leave-request.schema.ts:13–14;src/schemas/push-token.schema.ts:6–13;src/schemas/returns.schema.ts:11–19;src/scripts/seed-admin.ts:52–60;src/scripts/seed_test.ts:248–260,267–275	Cross-cutting input/schema validation control is inconsistent or not evidenced across the provider/admin operations surface.	Server-governed behavior, fail-closed authorization/validation, truthful state and redacted evidence; no mocks. Owner/stranger/unauth where applicable; replay/concurrency for mutations; negative/error/cleanup; contract and runtime evidence as applicable.
RD-0067	NORMALIZED_CONFIRMED_ROOT_CONTROL	NO_UNTIL_DECISION_AND_CONTRACT	provider/admin operations	P1	Provider	BLOCKED_BY_DECISION	src/modules/admin-notification-center/admin-notification-center.contract.spec.ts:13–36;src/modules/admin-notification-center/admin-notification-center.module.ts:299–304,319–324;src/modules/ai/ai.admin-containment.spec.ts:7–11;src/modules/chat/chat.gateway.followup.spec.ts:19–30;src/modules/emergency/emergency.admin-containment.spec.ts:7–12;src/modules/provider-onboarding/provider-onboarding.module.ts:249–269;src/modules/recruitment/recruitment.module.ts:23–34;src/scripts/seed-admin.ts:64–67	Cross-cutting observability/lifecycle control is inconsistent or not evidenced across the provider/admin operations surface.	Server-governed behavior, fail-closed authorization/validation, truthful state and redacted evidence; no mocks. Owner/stranger/unauth where applicable; replay/concurrency for mutations; negative/error/cleanup; contract and runtime evidence as applicable.
RD-0068	NORMALIZED_CONFIRMED_ROOT_CONTROL	NO_UNTIL_DECISION_AND_CONTRACT	provider/admin operations	P0	Backend	BLOCKED_BY_DECISION	nabd_plus_patient_app/app/family/chat.tsx:34–103,138–175;semantic-evidence-mobile-family-chat.md;src/modules/admin-command-center/admin-command-center.module.ts:88–113;src/modules/admin-governance/admin-governance.module.ts:345–365;src/modules/admin-web-core/controllers/analytics.controller.ts:21–34;src/modules/admin-web-core/controllers/analytics.controller.ts:21–34,40–56;src/modules/admin-web-core/schemas/heatmap-data.schema.ts:11–15;src/modules/admin/admin.controller.ts:490–523;src/modules/ai/ai.admin-containment.spec.ts:5–11;src/modules/compat/admin-spa.module.ts:1215–1299;src/modules/compat/compat.module.ts:370–417;src/modules/mental-health/repositories/moodentry.repository.ts:8–13;src/modules/provider-jobs/provider-jobs.module.ts:150–174;src/modules/ratings/ratings.module.ts:32–44;src/schemas/emergency.schema.ts:20–31;src/schemas/family.schemas.ts:64–67;src/schemas/image-processing-job.schema.ts:4–15;src/schemas/user.schema.ts:22–24;todo.md:711–713,831–832;web_admin_dashboard/src/pages/admin/dashboard.tsx:31–35,66–81,92–103,208–212	Cross-cutting privacy/authorization control is inconsistent or not evidenced across the provider/admin operations surface.	Server-governed behavior, fail-closed authorization/validation, truthful state and redacted evidence; no mocks. Owner/stranger/unauth where applicable; replay/concurrency for mutations; negative/error/cleanup; contract and runtime evidence as applicable.
RD-0069	NORMALIZED_CONFIRMED_ROOT_CONTROL	NO_UNTIL_DECISION_AND_CONTRACT	provider/admin operations	P0	Patient Mobile	BLOCKED_BY_DECISION	infra/fastapi/tests/conftest.py:23–34;src/modules/admin-notification-center/admin-notification-center.contract.spec.ts:9,31–36;src/modules/ai/ai.admin-containment.spec.ts:4–6;src/modules/compat/admin-spa.module.ts:277–370;src/modules/emergency/emergency.admin-containment.spec.ts:4–13;src/modules/emergency/emergency.admin-containment.spec.ts:4–6;src/scripts/seed-admin.ts:20,30–36;todo.md:27–29	Cross-cutting runtime/deployment evidence control is inconsistent or not evidenced across the provider/admin operations surface.	Server-governed behavior, fail-closed authorization/validation, truthful state and redacted evidence; no mocks. Owner/stranger/unauth where applicable; replay/concurrency for mutations; negative/error/cleanup; contract and runtime evidence as applicable.
RD-0070	NORMALIZED_CONFIRMED_ROOT_CONTROL	NO_UNTIL_DECISION_AND_CONTRACT	provider/admin operations	P0	Backend	BLOCKED_BY_DECISION	src/contracts/mongoose-indexes.contract.spec.ts:9–20;src/main.ts:121–124;src/modules/admin-command-center/admin-command-center.module.ts:48–59,103–112;src/modules/admin-governance/admin-governance.module.ts:261–267;src/modules/admin-governance/admin-governance.module.ts:38–63,115–120;src/modules/admin-governance/system-config.controller.ts:19–27;src/modules/admin-notification-center/admin-notification-center.contract.spec.ts:13–29;src/modules/admin-notification-center/admin-notification-center.module.ts:136–155;src/modules/admin-notification-center/admin-notification-center.module.ts:38,67–90,194–198;src/modules/admin-web-core/controllers/provider-moderation.controller.ts:18–35,87–115;src/modules/admin-web-core/controllers/provider-moderation.controller.ts:64–79;src/modules/admin-web-core/controllers/system-health.controller.ts:19–26;src/modules/admin-web-core/controllers/system-health.controller.ts:6–25;src/modules/admin-web-core/schemas/provider.schema.ts:14–15,29–30;src/modules/admin-web-core/schemas/provider.schema.ts:8–12;src/modules/admin/admin.controller.ts:555–575;src/modules/ai/ai.admin-containment.spec.ts:5–11;src/modules/compat/admin-spa.module.ts:111–183;src/modules/compat/admin-spa.module.ts:607–651;src/modules/compat/admin-spa.module.ts:920–989	Cross-cutting state/concurrency/idempotency control is inconsistent or not evidenced across the provider/admin operations surface.	Server-governed behavior, fail-closed authorization/validation, truthful state and redacted evidence; no mocks. Owner/stranger/unauth where applicable; replay/concurrency for mutations; negative/error/cleanup; contract and runtime evidence as applicable.
RD-0071	NORMALIZED_CONFIRMED_ROOT_CONTROL	NO_UNTIL_DECISION_AND_CONTRACT	provider/admin operations	P0	Admin	BLOCKED_BY_DECISION	src/modules/admin-governance/admin-governance.module.ts:270–285;src/modules/emergency/emergency.admin-containment.spec.ts:7–12;src/modules/recruitment/recruitment.module.ts:120–131,241–285;src/scripts/seed-admin.ts:26–29,45–51	Cross-cutting ux/parity/completeness control is inconsistent or not evidenced across the provider/admin operations surface.	Server-governed behavior, fail-closed authorization/validation, truthful state and redacted evidence; no mocks. Owner/stranger/unauth where applicable; replay/concurrency for mutations; negative/error/cleanup; contract and runtime evidence as applicable.
RD-0072	NORMALIZED_CONFIRMED_ROOT_CONTROL	NO_UNTIL_DECISION_AND_CONTRACT	release operations	P1	Backend	BLOCKED_BY_DECISION	Dockerfile.production:1–2,12–13;Dockerfile:1,8;ENVIRONMENT.md:101–120;NABDAH_PROJECT_REFERENCE.md:201–205;docker-compose.prod.yml:14; ENVIRONMENT.md:13;docker-compose.prod.yml:4–7,24–34;docker-compose.prod.yml:8–9,26–27,35–36;docs/PATIENT_WEB_PUBLIC_DISCOVERY_HANDOFF.md:1–41;e2e/boot.js:5,16,39,43,51;infra/docker-compose.infra.yml:4–38;infra/fastapi/seed_dev.py:512–533;infra/fastapi/server.py:1412–1431;infra/fastapi/server.py:247–255;infra/fastapi/setup_server.sh:18,30;infra/fastapi/setup_server.sh:55–64;infra/fastapi/tests/conftest.py:1–80;jest.boot.config.js:1–8;jest.boot.config.js:5;nest-cli.json:5–8; tsconfig.json:10;package-lock-full-traversal.txt	Cross-cutting catalog/provenance/publication control is inconsistent or not evidenced across the release operations surface.	Server-governed behavior, fail-closed authorization/validation, truthful state and redacted evidence; no mocks. Owner/stranger/unauth where applicable; replay/concurrency for mutations; negative/error/cleanup; contract and runtime evidence as applicable.
RD-0073	NORMALIZED_CONFIRMED_ROOT_CONTROL	NO_UNTIL_DECISION_AND_CONTRACT	release operations	P0	Backend	BLOCKED_BY_DECISION	Dockerfile.production:32–36;Dockerfile:8–14;docker-compose.prod.yml:18–20;docker-compose.prod.yml:8–22;docker-compose.yml:10–11;docker-compose.yml:3–18;e2e/boot.js:42–50;e2e/package.json:1;infra/turnserver.conf:1–29;scripts/db-backup-restore.sh:4–6;scripts/deploy.sh:32–36;scripts/test-extensions.ts:287–296;src/contracts/mongoose-indexes.contract.spec.ts:15–20;src/contracts/phase6-contracts.spec.ts:10–15;src/health.controller.ts:25–29;src/health.controller.ts:41–44;src/health.controller.ts:46–57;src/modules/feature-flags/repositories/featureflag.repository.ts:8–13;src/modules/ops/metrics.interceptor.ts:33–36;src/modules/seed/repositories/patientprofile.repository.ts:8–13	Cross-cutting clinical/safety validation control is inconsistent or not evidenced across the release operations surface.	Server-governed behavior, fail-closed authorization/validation, truthful state and redacted evidence; no mocks. Owner/stranger/unauth where applicable; replay/concurrency for mutations; negative/error/cleanup; contract and runtime evidence as applicable.
RD-0074	NORMALIZED_CONFIRMED_ROOT_CONTROL	NO_UNTIL_DECISION_AND_CONTRACT	release operations	P2	Backend	BLOCKED_BY_DECISION	e2e/matrix.js:149–235,243–315,343–370,437–455;src/modules/returns/repositories/returnrequest.repository.ts:8–13;src/scripts/verify-production.ts:7–49	Cross-cutting financial truth/settlement control is inconsistent or not evidenced across the release operations surface.	Server-governed behavior, fail-closed authorization/validation, truthful state and redacted evidence; no mocks. Owner/stranger/unauth where applicable; replay/concurrency for mutations; negative/error/cleanup; contract and runtime evidence as applicable.
RD-0075	NORMALIZED_CONFIRMED_ROOT_CONTROL	NO_UNTIL_DECISION_AND_CONTRACT	release operations	P0	Backend	BLOCKED_BY_DECISION	ENVIRONMENT.md:25;docker-compose.prod.yml:8,26,35;docker-compose.yml:13–14;e2e/matrix.js:31–40,458–465;e2e/matrix.js:33–40,458–465;e2e/package.json:1;infra/fastapi/server.py:1398–1409;infra/fastapi/tests/conftest.py:23–39,54–79;infra/fastapi/tests/conftest.py:6,54–74;infra/fastapi/tests/test_nabd_backend.py:158–160,217–218,249–250,322–327;infra/turnserver.conf:1–29;jest.boot.config.js:1–8; package.json:13;jest.boot.config.js:2–4;package-lock-full-traversal.txt;package.json:13,97–106;scripts/db-backup-restore.sh:36–50;scripts/seed_test_providers.js:1,7–17,25–37;scripts/seed_test_providers.js:25–32;src/app.module.ts:156–165;src/common/redis-cache.interceptor.ts:30–36	Cross-cutting input/schema validation control is inconsistent or not evidenced across the release operations surface.	Server-governed behavior, fail-closed authorization/validation, truthful state and redacted evidence; no mocks. Owner/stranger/unauth where applicable; replay/concurrency for mutations; negative/error/cleanup; contract and runtime evidence as applicable.
RD-0076	NORMALIZED_CONFIRMED_ROOT_CONTROL	NO_UNTIL_DECISION_AND_CONTRACT	release operations	P0	Backend	BLOCKED_BY_DECISION	docker-compose.yml:8–9;e2e/boot.js:4–18,37–54;e2e/matrix.js:82–87,458–465;e2e/package.json:1;infra/docker-compose.infra.yml:1–43;scripts/seed_test_providers.js:23,26–36;scripts/seed_test_providers.js:42–47;scripts/seed_test_providers.ts.bak:22,81–88;scripts/test-extensions.ts:303–305;scripts/test-flow.js:30–71;src/main.ts:33–40;src/modules/api-security/api-security.module.ts:80–84,111–119,154–168;src/modules/events/repositories/systemevent.repository.ts:4,9–12;src/schemas/return-request.schema.ts:12;src/schemas/return-request.schema.ts:5–15;src/scripts/seed_test_providers.ts:98–174;tsconfig.json:4	Cross-cutting observability/lifecycle control is inconsistent or not evidenced across the release operations surface.	Server-governed behavior, fail-closed authorization/validation, truthful state and redacted evidence; no mocks. Owner/stranger/unauth where applicable; replay/concurrency for mutations; negative/error/cleanup; contract and runtime evidence as applicable.
RD-0077	NORMALIZED_CONFIRMED_ROOT_CONTROL	NO_UNTIL_DECISION_AND_CONTRACT	release operations	P0	Backend	BLOCKED_BY_DECISION	NABDAH_PROJECT_REFERENCE.md:32–71,180–205;docs/PATIENT_WEB_PUBLIC_DISCOVERY_HANDOFF.md:21–28;infra/fastapi/tests/conftest.py:42–74;infra/turnserver.conf:23–24;src/common/sentry.filter.ts:26–31;src/modules/compat/compat.module.ts:341–368;src/modules/ratings/ratings.module.ts:60–77;src/modules/seed/repositories/patientprofile.repository.ts:8–13;src/modules/users/users.addresses.controller.ts:11–57;src/schemas/returns.schema.ts:8–11	Cross-cutting privacy/authorization control is inconsistent or not evidenced across the release operations surface.	Server-governed behavior, fail-closed authorization/validation, truthful state and redacted evidence; no mocks. Owner/stranger/unauth where applicable; replay/concurrency for mutations; negative/error/cleanup; contract and runtime evidence as applicable.
RD-0078	NORMALIZED_CONFIRMED_ROOT_CONTROL	NO_UNTIL_DECISION_AND_CONTRACT	release operations	P0	QA	BLOCKED_BY_DECISION	Dockerfile.production:1–36;Dockerfile.production:20–25;Dockerfile.production:24–25;Dockerfile.production:32–36;Dockerfile.production:4–10;Dockerfile:10–12;Dockerfile:13;Dockerfile:1–14;Dockerfile:2–6;Dockerfile:8–14;docker-compose.prod.yml:10–11;docker-compose.prod.yml:3–49;docker-compose.prod.yml:4–7;docker-compose.yml:15–16;docker-compose.yml:6–7; Dockerfile:13; Dockerfile.production:32–33;docs/PATIENT_WEB_PUBLIC_DISCOVERY_HANDOFF.md:30–40;e2e/matrix.js:372–417;e2e/package.json:1;infra/docker-compose.infra.yml:3–38;infra/fastapi/nestjs_proxy.py:3,11	Cross-cutting runtime/deployment evidence control is inconsistent or not evidenced across the release operations surface.	Server-governed behavior, fail-closed authorization/validation, truthful state and redacted evidence; no mocks. Owner/stranger/unauth where applicable; replay/concurrency for mutations; negative/error/cleanup; contract and runtime evidence as applicable.
RD-0079	NORMALIZED_CONFIRMED_ROOT_CONTROL	NO_UNTIL_DECISION_AND_CONTRACT	release operations	P1	Backend	BLOCKED_BY_DECISION	Dockerfile.production:27–36;Dockerfile.production:6–7,20–22;Dockerfile:13–14;Dockerfile:3–4,11–12;docker-compose.yml:3–18;e2e/boot.js:5–6,27–30;e2e/matrix.js:1–466;e2e/package.json:1;infra/docker-compose.infra.yml:7,16,26,34;infra/fastapi/requirements.txt:3–6,8–10,12–13,15–26;infra/fastapi/requirements.txt:7,14;infra/fastapi/server.py:1365–1395;infra/fastapi/tests/test_nabd_backend.py:1–415;infra/fastapi/tests/test_nabd_backend.py:397–415;nest-cli.json:1–10;package-lock-full-traversal.txt;package-lock.json;package-lock.json:1–18299;package-lock.json:1–18299; Dockerfile:3–4,11–12; Dockerfile.production:6–7,21–22;package.json:15–67	Cross-cutting state/concurrency/idempotency control is inconsistent or not evidenced across the release operations surface.	Server-governed behavior, fail-closed authorization/validation, truthful state and redacted evidence; no mocks. Owner/stranger/unauth where applicable; replay/concurrency for mutations; negative/error/cleanup; contract and runtime evidence as applicable.
RD-0080	NORMALIZED_CONFIRMED_ROOT_CONTROL	NO_UNTIL_DECISION_AND_CONTRACT	release operations	P1	Backend	BLOCKED_BY_DECISION	e2e/matrix.js:34–38,128,166,268,279,405,415,442;infra/fastapi/nestjs_proxy.py:32–33;scripts/test-extensions.ts:309;scripts/test-flow.js:69–71;src/common/redis-cache.interceptor.ts:24–28,31–35;src/modules/api-security/api-security.module.ts:154–164;src/modules/articles/articles.contract.spec.ts:6,13–35;src/modules/storage/storage.module.spec.ts:20–25	Cross-cutting ux/parity/completeness control is inconsistent or not evidenced across the release operations surface.	Server-governed behavior, fail-closed authorization/validation, truthful state and redacted evidence; no mocks. Owner/stranger/unauth where applicable; replay/concurrency for mutations; negative/error/cleanup; contract and runtime evidence as applicable.
