surface	source_path	line	signal	snippet	classification	required_disposition
provider	src/screens/lab/LabDashboard.tsx	1163	sample	<NHeader title={AR?'ملصق QR للعينة':'QR Sample Label'} onBack={onBack} />	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/lab/LabDashboard.tsx	1168	sample	<Text style={{fontSize:FS.lg,fontWeight:FW.bold,color:theme.text,marginTop:SP.xl}}>{sample?.barcode??'SMP-2025-XXX'}</Text>	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/lab/LabDashboard.tsx	1169	sample	<Text style={{fontSize:FS.sm,color:theme.textSub,marginTop:SP.xs}}>{sample?.patient??'—'}</Text>	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/lab/LabDashboard.tsx	1171	sample	{(sample?.tests??['cbc']).map((tid:string)=>{const t=LAB_TESTS.find(x=>x.id===tid);return <View key={tid} style={{backgroundColor:'#9C27B010',paddingHorizontal:SP.sm,paddingVertical:2,borderRadius:R.full,borderWidth:1,borderColor:'#9C27B030'}}><Text style={{fontSize:FS.xs,color:'#9C27B0'}}>{t?(AR?t.ar:t.en):tid}</Text></View>;})}	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/lab/LabQcActions.tsx	89	sample	{/* Sample actions row */}	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/lab/LabQcActions.tsx	92	sample	label={AR ? 'رفض العينة' : 'Reject Sample'}	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/lab/LabQcActions.tsx	116	placeholder	placeholder={AR ? 'مثال: K+ 6.8 — بوتاسيوم مرتفع حرج' : 'e.g. K+ 6.8 critical'}	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/lab/LabQcActions.tsx	129	sample	{/* Sample reject modal */}	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/lab/LabQcActions.tsx	134	sample	{AR ? 'رفض العينة' : 'Reject Sample'}	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/lab/LabQcActions.tsx	138	placeholder	placeholder={AR ? 'السبب (مثال: عينة متحللة)' : 'Reason (e.g. hemolyzed sample)'}	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/auth/PendingDashboard.tsx	99	placeholder	"placeholder=""123456"""	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/auth/AuthScreens.tsx	460	placeholder	placeholder={AR ? 'example@email.com أو 05X...' : 'example@email.com or 05X...'}	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/auth/AuthScreens.tsx	466	placeholder	"placeholder=""••••••••"""	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/auth/AuthScreens.tsx	550	placeholder	"placeholder=""e.g. 192.168.1.10"""	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/auth/AuthScreens.tsx	713	placeholder	"placeholder=""example@email.com"""	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/auth/AuthScreens.tsx	737	placeholder	"placeholder=""••••••••"""	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/auth/AuthScreens.tsx	745	placeholder	"placeholder=""••••••••"""	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/facility/FacilityAnnouncementsScreen.tsx	62	placeholder	placeholder={AR ? 'اكتب التعميم هنا وسيظهر لجميع المزودين المرتبطين...' : 'Type announcement here to broadcast to all linked providers...'}	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/facility/FacilityRegistration.tsx	569	placeholder	"<TextInput value={tempSub[mode.prc]} onChangeText={v => setTempSub({...tempSub, [mode.prc]: v})} placeholder=""0"" style={{ backgroundColor: theme.surface, padding: 4, paddingHorizontal: 8, borderRadius: R.xs, width: 60, textAlign: 'center', borderWidth: 1, borderColor: theme.border }} keyboardType=""numeric"" />"	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/facility/FacilityRegistration.tsx	625	placeholder	"<TextInput value={tempSub.testPrices?.[t.id] || ''} onChangeText={v => setTempSub({ ...tempSub, testPrices: { ...(tempSub.testPrices || {}), [t.id]: v } })} placeholder={AR ? 'السعر (رس)' : 'Price'} style={{ backgroundColor: theme.bg, padding: 8, borderRadius: 8, width: 100, textAlign: AR ? 'right' : 'left' }} keyboardType=""numeric"" />"	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/facility/FacilityRegistration.tsx	636	sample	<View style={{ flex: 1 }}><NCheckbox label={AR ? 'توفير سحب العينات من المنزل' : 'Provide Home Sample Collection'} value={!!tempSub.homeEnabled} onChange={v => setTempSub({...tempSub, homeEnabled: v})} /></View>	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/facility/FacilityRegistration.tsx	638	placeholder	"<TextInput value={tempSub.priceHome} onChangeText={v => setTempSub({...tempSub, priceHome: v})} placeholder={AR ? 'الرسوم (رس)' : 'Fee'} style={{ backgroundColor: theme.bg, padding: 8, borderRadius: 8, width: 100, textAlign: 'center', borderWidth: 1, borderColor: theme.border }} keyboardType=""numeric"" />"	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/facility/FacilityRegistration.tsx	686	placeholder	"<TextInput value={tempSub.scanPrices?.[s.id] || ''} onChangeText={v => setTempSub({ ...tempSub, scanPrices: { ...(tempSub.scanPrices || {}), [s.id]: v } })} placeholder={AR ? 'السعر (رس)' : 'Price'} style={{ backgroundColor: theme.bg, padding: 8, borderRadius: 8, width: 100, textAlign: AR ? 'right' : 'left' }} keyboardType=""numeric"" />"	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/facility/FacilityRegistration.tsx	699	placeholder	"<TextInput value={tempSub.priceHome} onChangeText={v => setTempSub({...tempSub, priceHome: v})} placeholder={AR ? 'الرسوم (رس)' : 'Fee'} style={{ backgroundColor: theme.bg, padding: 8, borderRadius: 8, width: 100, textAlign: 'center', borderWidth: 1, borderColor: theme.border }} keyboardType=""numeric"" />"	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/facility/FacilityRegistration.tsx	747	placeholder	"<TextInput value={tempSub.nursingPrices?.[s.id] || ''} onChangeText={v => setTempSub({ ...tempSub, nursingPrices: { ...(tempSub.nursingPrices||{}), [s.id]: v } })} placeholder={AR ? 'السعر (رس)' : 'Price'} style={{ backgroundColor: theme.bg, padding: 8, borderRadius: 8, width: 100, textAlign: AR ? 'right' : 'left' }} keyboardType=""numeric"" />"	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/facility/FacilityRegistration.tsx	760	placeholder	"<TextInput value={tempSub.priceHome} onChangeText={v => setTempSub({...tempSub, priceHome: v})} placeholder={AR ? 'الرسوم (رس)' : 'Fee'} style={{ backgroundColor: theme.bg, padding: 8, borderRadius: 8, width: 100, textAlign: 'center', borderWidth: 1, borderColor: theme.border }} keyboardType=""numeric"" />"	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/facility/FacilityRegistration.tsx	1108	placeholder	<NInput value={data.signerName} onChange={v => update({ signerName: v })} placeholder={AR ? 'الاسم الثلاثي' : 'Full Name'} />	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/facility/FacilityRegistration.tsx	1111	placeholder	<NInput value={data.signerRole} onChange={v => update({ signerRole: v })} placeholder={AR ? 'مثال: المالك، المدير العام' : 'e.g. Owner, General Manager'} />	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/facility/FacilityRegistration.tsx	1126	placeholder	placeholder={AR ? 'اسم مطابق للهوية/السجل التجاري' : 'Name matching ID/CR'}	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/facility/FacilityRegistration.tsx	1132	placeholder	"placeholder=""SA0000000000000000000000"""	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/facility/FacilityResourcesScreen.tsx	100	placeholder	<NInput label={AR ? 'الاسم بالعربية' : 'Arabic name'} placeholder={AR ? 'مثال: غرفة عمليات ب' : 'e.g. OR B'} value={nameAr} onChange={setNameAr} />	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/facility/FacilityResourcesScreen.tsx	101	placeholder	"<NInput label={AR ? 'الاسم بالإنجليزية' : 'English name'} placeholder=""e.g. Operating Room B"" value={nameEn} onChange={setNameEn} />"	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/facility/FacilityInvitationScreen.tsx	107	placeholder	placeholder={AR ? 'مثال: +966500000000 أو NBD-1234' : 'e.g., +966500000000 or NBD-1234'}	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/facility/DischargeSummaryScreen.tsx	121	placeholder	placeholder={AR ? 'اكتب التشخيص...' : 'Enter diagnosis...'}	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/facility/DischargeSummaryScreen.tsx	137	placeholder	placeholder={AR ? 'أدخل الأدوية...' : 'Enter medications...'}	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/facility/DischargeSummaryScreen.tsx	153	placeholder	placeholder={AR ? 'تعليمات الراحة والمراجعة...' : 'Rest and follow-up instructions...'}	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/facility/FacilityInternalChatScreen.tsx	83	placeholder	placeholder={AR ? 'اكتب رسالتك...' : 'Type a message...'}	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/facility/FacilityDashboard.tsx	614	placeholder	placeholder={AR ? 'ابحث عن طبيب أو موظف...' : 'Search staff...'} style={{ marginBottom: SP.lg }} />	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/facility/FacilityDashboard.tsx	868	placeholder	placeholder={AR ? 'محمد أحمد السعودي' : 'Mohamed Ahmed'}	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/facility/FacilityDashboard.tsx	873	placeholder	"placeholder=""doctor@hospital.com"""	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/facility/FacilityDashboard.tsx	905	placeholder	"placeholder=""123456"" value={scfhs} onChange={setScfhs}"	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/facility/FacilityDashboard.tsx	1315	placeholder	<NInput label={AR ? 'معرف المريض (Patient ID)' : 'Patient ID'} placeholder={AR ? 'أدخل معرف المريض...' : 'Enter patient ID...'} value={patientId} onChange={setPatientId} required />	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/facility/FacilityDashboard.tsx	1323	placeholder	<NInput label={AR ? 'اسم الجناح' : 'Ward Name'} placeholder={AR ? 'مثل: العناية المركزة، أجنحة الجراحة...' : 'e.g. ICU, General Surgery...'} value={wardName} onChange={setWardName} required />	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/facility/FacilityDashboard.tsx	1324	placeholder	"<NInput label={AR ? 'عدد الأسرّة' : 'Total Beds'} placeholder=""10"" value={wardBedsCount} onChange={setWardBedsCount} kbType=""numeric"" required />"	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/facility/FacilityDashboard.tsx	1507	placeholder	{/* QR Scanner placeholder */}	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/facility/FacilityDashboard.tsx	1535	placeholder	placeholder={AR ? 'APT-2025-XXXXX' : 'APT-2025-XXXXX'}	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/facility/FacilityDashboard.tsx	2048	placeholder	<NInput label={AR ? 'معرف المريض (Patient ID)' : 'Patient ID'} placeholder={AR ? 'أدخل معرف المريض...' : 'Enter patient ID...'} value={patientId} onChange={setPatientId} required />	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/facility/FacilityDashboard.tsx	2049	placeholder	<NInput label={AR ? 'معرف الجراح الرئيسي' : 'Surgeon ID'} placeholder={AR ? 'أدخل معرف الجراح...' : 'Enter surgeon ID...'} value={surgeonId} onChange={setSurgeonId} required />	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/facility/FacilityDashboard.tsx	2051	placeholder	"<NInput label={AR ? 'التاريخ والوقت (YYYY-MM-DD HH:MM)' : 'Date & Time (YYYY-MM-DD HH:MM)'} placeholder=""2026-06-18 10:00"" value={scheduledAt} onChange={setScheduledAt} required />"	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/facility/FacilityDashboard.tsx	2052	placeholder	"<NInput label={AR ? 'المدة بالدقائق' : 'Duration (mins)'} placeholder=""90"" value={duration} onChange={setDuration} kbType=""numeric"" required />"	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/ambulance/AmbulanceDashboard.tsx	286	placeholder	placeholder={AR ? 'مثال: مستشفى الملك فهد' : 'e.g. King Fahad Hospital'} />	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/ambulance/AmbulanceDashboard.tsx	288	placeholder	placeholder={AR ? 'حالة المريض عند التسليم…' : 'Patient condition on arrival…'} />	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/ambulance/AmbulanceDashboard.tsx	345	placeholder	placeholder={AR ? 'وجدنا المريض… قمنا بـ…' : 'Found patient… performed…'} />	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/ambulance/AmbulanceDashboard.tsx	349	placeholder	"<View style={{ flex: 1 }}><NInput label=""BP"" value={bp} onChange={setBp} placeholder=""120/80"" /></View>"	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/ambulance/AmbulanceDashboard.tsx	350	placeholder	"<View style={{ flex: 1 }}><NInput label=""HR"" value={hr} onChange={setHr} placeholder=""72"" /></View>"	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/ambulance/AmbulanceDashboard.tsx	351	placeholder	"<View style={{ flex: 1 }}><NInput label=""SpO2"" value={spo2} onChange={setSpo2} placeholder=""98%"" /></View>"	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/shared/RegistrationSuccess.tsx	120	placeholder	placeholder={AR ? 'أدخل الرمز المكون من 6 أرقام' : 'Enter 6-digit code'}	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/shared/LiveKitRoomProvider.tsx	27	demo	<Text style={{color: theme.textMuted}}>Video UI requires tracks from hooks. Simplified for demo.</Text>	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/shared/RealScreens.tsx	68	placeholder	placeholder={AR ? 'اكتب ردك هنا...' : 'Type your reply...'}	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/shared/RealScreens.tsx	271	placeholder	<NInput placeholder={AR ? 'كلمة المرور الحالية' : 'Current Password'} secure value={oldPassword} onChange={setOldPassword} />	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/shared/RealScreens.tsx	273	placeholder	<NInput placeholder={AR ? 'كلمة المرور الجديدة' : 'New Password'} secure value={newPassword} onChange={setNewPassword} />	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/shared/RealScreens.tsx	393	placeholder	<NInput placeholder={AR ? 'عنوان المشكلة أو الاستفسار' : 'Subject'} value={subject} onChange={setSubject} />	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/shared/RealScreens.tsx	395	placeholder	<NInput placeholder={AR ? 'تفاصيل المشكلة والتوضيح...' : 'Problem details...'} value={message} onChange={setMessage} />	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/shared/InsuranceRequestsScreen.tsx	230	placeholder	"placeholder=""20"""	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/shared/InsuranceRequestsScreen.tsx	254	placeholder	placeholder={AR ? 'مثال: الخدمة غير مغطاة في وثيقتك' : 'e.g. Service not covered by your policy'}	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/shared/BlueprintScreens.tsx	157	placeholder	<NInput label={AR ? 'عنوان الحملة' : 'Campaign Title'} placeholder={AR ? 'مثال: باقة الفحص السريع' : 'e.g. Rapid Checkup Package'} value={title} onChange={setTitle} required />	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/shared/BlueprintScreens.tsx	160	placeholder	"<NInput label={AR ? 'تاريخ البدء' : 'Start Date'} placeholder=""YYYY-MM-DD"" value={startDate} onChange={setStartDate} />"	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/shared/BlueprintScreens.tsx	161	placeholder	"<NInput label={AR ? 'تاريخ الانتهاء' : 'End Date'} placeholder=""YYYY-MM-DD"" value={endDate} onChange={setEndDate} />"	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/shared/BlueprintScreens.tsx	555	demo	// Real CRM roster — provider's tagged patients from the backend (no demo names).	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/shared/BlueprintScreens.tsx	668	placeholder	<NInput label={AR ? 'سبب الحظر' : 'Block Reason'} value={blockReason} onChange={setBlockReason} placeholder={AR ? 'مثال: عدم الحضور المتكرر للمواعيد' : 'e.g. Frequent no-show'} />	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/shared/BlueprintScreens.tsx	683	placeholder	<NInput label={AR ? 'إضافة ملاحظة جديدة' : 'Add New Note'} value={noteText} onChange={setNoteText} placeholder={AR ? 'اكتب ملاحظتك الطبية الخاصة هنا...' : 'Type note...'} multi lines={3} />	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
provider	src/screens/shared/BlueprintScreens.tsx	905	placeholder	"<TextInput style={{ backgroundColor: theme.surface, color: theme.text, padding: SP.md, borderRadius: R.md, height: 80, textAlignVertical: 'top', textAlign: AR ? 'right' : 'left' }} multiline placeholder={AR ? ""شكوى المريض..."" : ""Patient complaint...""} placeholderTextColor={theme.textSub} value={soap.s} onChangeText={t => setSoap({...soap, s: t})} />"	STATIC_CANDIDATE_REQUIRES_SCREEN_AND_RUNTIME_REVIEW	REAL_BACKEND_CONTRACT | TEST_ONLY_FIXTURE | LEGITIMATE_COPY | REMOVE
