confirmed_root_label	raw_ids	final_root_id	exact_evidence	cause_statement	business_rule	owner	derived_ids	disposition	reviewer_note
CONFIRMED_ROOT_INFORMATION_DISCLOSURE_DEFECT_PUBLIC_READINESS_DEPENDENCY_TOPOLOGY_STATUS	F-1322	R-15A	src/health.controller.ts:31–56	Health/readiness surfaces conflate liveness and readiness, report static/fake Redis success or lack dependency deadlines, degraded truth and redacted failure evidence.	Readiness is a measured dependency-aware contract separate from liveness, with explicit criticality, deadline/budget, safe degraded state, redacted evidence and no fake fallback PONG/always-OK result.	Platform Operations/SRE	F-165,F-530,F-1325	FINAL_MAPPED	Manual mapping; actual dependency availability remains a controlled runtime verification gate.
CONFIRMED_ROOT_INPUT_CONFIG_TRUTH_DEFECT_PUSH_RAW_TOKEN_WEB_SUBSCRIPTION_DTO_VAPID_OK_WITH_NULL_KEY_ACTIVE_SELF_TEST_SURFACE	F-169	R-22A	src/modules/push/push.module.ts:697–743	User/device authentication and push-device binding lack verified token/credential ownership, challenge nonce/counter lifecycle, platform/attestation allowlist, expiry/revocation/transfer audit and fail-closed sensitive endpoint enforcement.	Device and social/passkey trust use verified issuer/audience/nonce/counter and owner binding, platform attestation allowlists, short-lived revocable credentials, transfer/rotation audit and fail-closed enforcement on sensitive endpoints; no client-supplied device identity becomes trust.	Identity Security + Device Trust	F-3749,F-3757	FINAL_MAPPED	Manual mapping; Redis outage behavior remains R-16A runtime-gated dependency and push delivery belongs to R-09B.
CONFIRMED_ROOT_INPUT_CONTRACT_DEFECT_TIMELINE_RAW_LIMIT_INVALID_DATE_NO_POSITIVE_MAX_ISO_ORDER_WINDOW_VALIDATION	F-246	R-21R	src/modules/timeline/timeline.controller.ts:17–31	Timeline controller parses kinds, limit and ISO dates directly with no allowlist, positive maximum, valid date/range or stable ordering/window validation before building the cross-domain feed.	A patient timeline uses one owner-scoped, typed aggregate projection with registered schemas/repositories and finite validated filter/date/pagination/order inputs. Invalid or conflicting values fail explicitly; unknown source rows, identity/PHI authorization, freshness and partial-source errors are represented truthfully. Feed construction cannot be inferred from parsed query strings or a generic repository wrapper.	Timeline/Clinical Data + API Platform + Privacy/Security	NONE_FOUND_AFTER_TARGETED_SEARCH	FINAL_MAPPED	New narrow timeline-feed subroot. Derived F-073 was reviewed as a clinical-document/PHI owner/audit label and deliberately retained outside this repository/input-contract aggregate. Frozen baseline source only; no timeline, medical document, patient data or runtime request was accessed.
CONFIRMED_ROOT_INSURANCE_ADMIN_FINANCIAL_AGGREGATE_REPRODUCIBILITY_TENANT_TIME_CURRENCY_SCOPE_DEFECT	F-645	R-05D	src/modules/insurance-engine/insurance-engine.module.ts:342–356,160–167	Insurance admin financial aggregate cannot reproduce settlement scope by tenant/time/currency and risks noncanonical commercial reporting.	Financial aggregate/report derives only from canonical scoped settlement ledger with tenant, period, currency, refund/reversal and reconciliation provenance.	Insurance + Finance/Reporting	F-649	FINAL_MAPPED	Manual reassignment from insurance decision root to financial reporting root.
CONFIRMED_ROOT_INSURANCE_CANONICAL_PROJECTION_MIGRATION_PRECEDENCE_DEFECT_THREE_INCOMPATIBLE_SHAPES	F-174	R-04A1	src/modules/users/users.insurance.controller.ts:34–80 ; src/modules/users/user.insurance.controller.ts:13–46	Insurance policy, coverage verification and provider decision evidence have incompatible/non-persisted shapes or trust client/flag/snapshot state rather than a canonical versioned claim decision.	Insurance request is owner/policy/service scoped; provider records a verifiable full/partial/reject decision with evidence/version/expiry/currency/co-pay. Only after that decision may co-pay payment and booking confirmation occur; rejection offers cash/cancel, never auto-cash.	Insurance + Care/Booking + Provider Operations	F-078,F-1280	FINAL_MAPPED	Manual mapping; R-05A1 settlement dependency follows an authoritative decision.
CONFIRMED_ROOT_INSURANCE_DECISION_EVIDENCE_DEFECT_CARE_ENCOUNTER_SNAPSHOT_NO_CANONICAL_PROVIDER_CLAIM_VERSION_NUMERIC_CURRENCY_BOUNDARY	F-565	R-04A1	src/modules/care/schemas/encounter-record.schema.ts:30–40	Insurance policy, coverage verification and provider decision evidence have incompatible/non-persisted shapes or trust client/flag/snapshot state rather than a canonical versioned claim decision.	Insurance request is owner/policy/service scoped; provider records a verifiable full/partial/reject decision with evidence/version/expiry/currency/co-pay. Only after that decision may co-pay payment and booking confirmation occur; rejection offers cash/cancel, never auto-cash.	Insurance + Care/Booking + Provider Operations	F-078,F-1280	FINAL_MAPPED	Manual mapping; R-05A1 settlement dependency follows an authoritative decision.
CONFIRMED_ROOT_INVOICE_AUTHORIZATION_DEFECT_PROVIDER_OPS_NO_EXPLICIT_PROVIDER_FACILITY_TENANCY_VISIBILITY_ACCESS_POLICY	F-886	R-02A	src/modules/provider-ops/provider-ops.module.ts:330–334,559–565	Privileged provider/admin commands and reads rely on JWT or broad role context without a consistently verified role, organization/facility assignment, resource relationship, purpose, state and actor/reason audit boundary.	Every privileged provider/admin read or mutation is deny-by-default and verifies active role, organization/facility assignment, resource relationship, purpose and command state; sensitive actions carry immutable actor/reason audit and bounded projections.	Identity/Authorization + Provider Operations + Admin Governance	F-606,F-679,F-681,F-683,F-875,F-878,F-880,F-883,F-887	FINAL_MAPPED	Manual mapping; finance/legal/facility/clinical/realtime/release authorization labels remain intentionally owned by their specialized roots with R-02A dependency where applicable.
CONFIRMED_ROOT_INVOICE_INTEGRITY_PRIVACY_DEFECT_PROVIDER_OPS_RAW_ORDER_TOTAL_COMMISSION_VAT_NOT_CANONICAL_ISSUED_INVOICE_AND_PATIENT_ID_EXPOSURE	F-885	R-05D	src/modules/provider-ops/provider-ops.module.ts:329–347	Provider invoice PDF derives total/commission/VAT from raw order fields and includes patient identity rather than using an issued canonical settlement invoice with purpose-safe projection.	Invoices derive solely from canonical immutable settlement/ledger entries with versioned tax/currency/commission/refund provenance; access is tenant/purpose-authorized and documents contain only minimum lawful recipient data.	Finance/Reporting + Privacy	NONE_FOUND_AFTER_TARGETED_SEARCH	FINAL_MAPPED	Manual mapping from frozen backend archive. F-876 stays in canonical lab settlement/event saga; F-886/F-891 and their derived provider-operation labels remain authorization/state roots. No provider, clinical template, order, invoice, ledger or runtime operation was accessed.
CONFIRMED_ROOT_LEADERBOARD_IDENTITY_PROJECTION_DEFECT_LOYALTY_GLOBAL_RAW_USER_IDS_EXPOSED_JWT_GUEST_FALLBACK_NOT_SOURCE_PROVEN_REACHABLE	F-269	R-05F	src/modules/loyalty/loyalty.controller.ts:21–67	Loyalty controller serves a global leaderboard without requester identity scope or bounded validated limit, while other loyalty paths fall back to guest; the source does not establish an anonymous/minimum leaderboard projection or that raw user identifiers cannot escape downstream.	Loyalty leaderboards use a server-authoritative eligibility period, finite limit and minimum pseudonymous/public projection. Authentication or a global rank endpoint alone does not authorize raw user identity, financial balance, challenge state or referral attribution exposure.	Loyalty/Finance + Privacy/Security + API Platform	NONE_FOUND_AFTER_TARGETED_SEARCH	FINAL_MAPPED	Manual mapping from frozen baseline source and the targeted derived graph. Each row was assigned to a narrow aggregate/subroot; no product source was changed. No production/user/clinical/financial data, endpoint, integration, Sentry, PSP, Redis, database or runtime service was accessed.
CONFIRMED_ROOT_LIFECYCLE_DEFECT_TOUR_DIRECT_USER_PROGRESS_NO_VERSION_RESET_MIGRATION_UPGRADE_CONTRACT	F-574	R-21Q	src/modules/tour/tour.module.ts:7–14 ; src/modules/tour/tour.service.ts:11–20	Tour module persists raw step IDs directly on User with no versioned tour definition, valid-step constraint, reset, migration, upgrade or retirement lifecycle.	Product-tour progress is a server-authoritative, versioned onboarding state. The service accepts only catalogued step identifiers for the active tour version, reports the actual owner-scoped write outcome, and supports explicit reset/migration/expiry semantics on version change. Client or caller-provided step values and an unconditional success response cannot establish completed onboarding or feature entitlement.	Product Onboarding + User Domain + Patient Mobile/Web	NONE_FOUND_AFTER_TARGETED_SEARCH	FINAL_MAPPED	New narrow tour-progress state subroot from frozen backend module/service/controller review. Targeted derived search found no matching derived candidates. No user record, tour progress, migration, endpoint or runtime operation was accessed.
CONFIRMED_ROOT_LIVE_LOCATION_AUTHORIZATION_DEFECT_DRIVERS_AUTHENTICATED_ANY_CALLER_EXACT_DRIVER_COORDINATES_NO_ORDER_PARTICIPANT_ADMIN_RELATIONSHIP	F-533	R-11A	src/modules/drivers/drivers.controller.ts:35–38	Driver location, shift, delivery assignment/reassignment and delivery quote policies lack verified relationship/eligibility, atomic claim, telemetry validation and versioned durable fulfillment truth.	Driver/delivery operations require active authorized shift and order relationship, validated fresh/consented telemetry, atomic assignment/reassignment with capacity/geography checks, versioned quote policy and durable pickup/delivery transitions with audit.	Driver/Delivery Operations + Privacy	F-535,F-540	FINAL_MAPPED	Manual mapping; media proof is R-07B/R-11B, finance earnings is R-05, and realtime/event transport is separate.
CONFIRMED_ROOT_MEDIA_DATA_INTEGRITY_DEFECT_ADMIN_RAW_STORAGE_KEY_DELETE_NO_ASSET_LINKAGE_DB_RECONCILIATION	F-214	R-22C	src/modules/media/media.controller.ts:158–173 ; src/modules/media/media.service.ts:84–97	Storage and administrative deletion trust raw keys/content without a safe asset linkage, content magic/decoded-size/scan/quarantine, owner-scoped cloud key or durable tombstone/upload lifecycle.	Storage operations reference authorized typed asset records, validate magic and decoded size, scan/quarantine before use, use owner-scoped private object keys, and retain durable upload/delete tombstone/quota/audit/reconciliation lifecycle.	Storage/Media Security + Privacy	NONE_FOUND_AFTER_TARGETED_SEARCH	FINAL_MAPPED	Manual mapping; domain media-purpose/retention and attachment lifecycle are R-07B dependencies.
CONFIRMED_ROOT_MEDIA_LIFECYCLE_DEFECT_PRESIGNED_ASSET_RECORD_BEFORE_UPLOAD_COMPLETION_HASH_SCAN_RECONCILIATION	F-212	R-07B1	src/modules/media/media.controller.ts:53–71 ; src/modules/media/media.schema.ts:8–18	Media upload creates/trusts an asset before content validation, completion, scan, hash, idempotency and durable cleanup/reconciliation are established.	Every asset has a server-issued scoped intent; upload completes only after size/type/magic/scan/hash validation, then a durable asset record/outbox; failed/replayed uploads are reconciled and retained/deleted by policy.	Media Platform + Security/Privacy	F-084,F-968,F-970	FINAL_MAPPED	Manual mapping; external storage/runtime scan remains a release verification gate.
CONFIRMED_ROOT_MEDIA_RELIABILITY_DEFECT_NO_IDEMPOTENCY_REPLAY_DURABLE_CLEANUP_OUTBOX_COMPENSATION	F-215	R-07B1	src/modules/media/media.controller.ts:39–50,65–70,163–171	Media upload creates/trusts an asset before content validation, completion, scan, hash, idempotency and durable cleanup/reconciliation are established.	Every asset has a server-issued scoped intent; upload completes only after size/type/magic/scan/hash validation, then a durable asset record/outbox; failed/replayed uploads are reconciled and retained/deleted by policy.	Media Platform + Security/Privacy	F-084,F-968,F-970	FINAL_MAPPED	Manual mapping; external storage/runtime scan remains a release verification gate.
CONFIRMED_ROOT_MEDIA_SAFETY_DEFECT_CLIENT_FILENAME_MIME_TRUST_NO_MAGIC_BYTE_SCAN_QUARANTINE_PURPOSE_POLICY	F-211	R-07B1	src/modules/media/media.controller.ts:19–40,53–65 ; src/modules/media/media.service.ts:39–51	Media upload creates/trusts an asset before content validation, completion, scan, hash, idempotency and durable cleanup/reconciliation are established.	Every asset has a server-issued scoped intent; upload completes only after size/type/magic/scan/hash validation, then a durable asset record/outbox; failed/replayed uploads are reconciled and retained/deleted by policy.	Media Platform + Security/Privacy	F-084,F-968,F-970	FINAL_MAPPED	Manual mapping; external storage/runtime scan remains a release verification gate.
CONFIRMED_ROOT_MIGRATION_ATOMICITY_RECOVERY_AUDIT_DEFECT	F-1854	R-15C	scripts/backfill-catalog-governance.ts:73–101	Catalog migration tooling lacks approved target/operator binding, explicit state predicates, dry-run/reconciliation and atomic recovery/audit lifecycle.	Migrations are approved target-bound versioned operations with explicit predicates, dry-run and reconciliation artifacts, atomic/batched recovery plan, idempotency and immutable operator audit.	Release Engineering + Data Governance	F-1855,F-1856,F-1859,F-1860,F-1861,F-1862,F-1863	FINAL_MAPPED	Manual mapping; migration execution remains prohibited and separately verifiable.
CONFIRMED_ROOT_MIGRATION_DRY_RUN_RECONCILIATION_DEFECT	F-1853	R-15C	scripts/backfill-catalog-governance.ts:58–70	Catalog migration tooling lacks approved target/operator binding, explicit state predicates, dry-run/reconciliation and atomic recovery/audit lifecycle.	Migrations are approved target-bound versioned operations with explicit predicates, dry-run and reconciliation artifacts, atomic/batched recovery plan, idempotency and immutable operator audit.	Release Engineering + Data Governance	F-1855,F-1856,F-1859,F-1860,F-1861,F-1862,F-1863	FINAL_MAPPED	Manual mapping; migration execution remains prohibited and separately verifiable.
CONFIRMED_ROOT_MIGRATION_STATE_PREDICATE_DEFECT	F-1852	R-15C	scripts/backfill-catalog-governance.ts:48–56	Catalog migration tooling lacks approved target/operator binding, explicit state predicates, dry-run/reconciliation and atomic recovery/audit lifecycle.	Migrations are approved target-bound versioned operations with explicit predicates, dry-run and reconciliation artifacts, atomic/batched recovery plan, idempotency and immutable operator audit.	Release Engineering + Data Governance	F-1855,F-1856,F-1859,F-1860,F-1861,F-1862,F-1863	FINAL_MAPPED	Manual mapping; migration execution remains prohibited and separately verifiable.
CONFIRMED_ROOT_MIGRATION_TARGET_OPERATOR_AUTHORIZATION_DEFECT	F-1849	R-15C	scripts/backfill-catalog-governance.ts:119–143	Catalog migration tooling lacks approved target/operator binding, explicit state predicates, dry-run/reconciliation and atomic recovery/audit lifecycle.	Migrations are approved target-bound versioned operations with explicit predicates, dry-run and reconciliation artifacts, atomic/batched recovery plan, idempotency and immutable operator audit.	Release Engineering + Data Governance	F-1855,F-1856,F-1859,F-1860,F-1861,F-1862,F-1863	FINAL_MAPPED	Manual mapping; migration execution remains prohibited and separately verifiable.
CONFIRMED_ROOT_MOBILE_ACTIVE_PROGRAM_TRUTH_DEFECT_FABRICATED_DIABETES_PROGRAM_LOCAL_ATTENDANCE_COMPLETION	F-065	R-21P	nabd_plus_patient_app/app/programs/active.tsx:13–27,37–60,62–90,146–161	Patient Mobile active-program screen falls back to a fabricated diabetes program and locally reports attendance/reschedule success; its completion action sends raw program/session identifiers to the permissive program endpoint with no visible provider/clinical outcome or authoritative status contract.	Treatment programs, sessions, eligibility, rewards and completion are server-authoritative clinical-product records. A patient cannot create enrollment or mark attendance/completion merely by UI action: the command must bind an eligible program/catalog version, patient/provider/encounter and permitted session, require the applicable clinician/provider evidence and state transition, and emit idempotent auditable outcome. UI fallback, alert or local progress never establishes clinical completion, reward entitlement or a scheduled visit.	Clinical Programs/Product + Care Providers + Patient Mobile + Loyalty/Finance dependency	NONE_FOUND_AFTER_TARGETED_SEARCH	FINAL_MAPPED	New narrow subroot created after direct aggregate review of frozen patient-mobile and backend baseline sources. Related F-143/F-144 are a separate wallet/referral financial root and F-145 is a separate passport/PHI projection root; neither was merged. No patient program, enrollment, clinical record, reward, provider action or runtime operation was accessed.
CONFIRMED_ROOT_MOBILE_ADDRESS_LIFECYCLE_TRUTH_DEFECT_FAILURE_AS_EMPTY_UNHANDLED_ADD_ADDRESS_BOOKING_CART_SELECTION_BLOCKED	F-036	R-13A	nabd_plus_patient_app/app/profile/addresses.tsx:19–54,90–157	Patient privacy/security settings, addresses, deletion and export flows lack a unified typed, versioned, idempotent lifecycle with default invariants, associated-data retention/hold, purpose scope and auditable delivery.	Patient data commands use validated field-level typed changes, reauthentication/version/idempotency as needed, authoritative address/default invariants, full associated-data retention/deletion/legal-hold manifests and scoped cancellable audited exports.	Patient Data Rights + Identity/Privacy	F-030,F-276	FINAL_MAPPED	Manual mapping; payment instrument, family consent, clinical records and release backups remain separate roots.
CONFIRMED_ROOT_MOBILE_DATA_MANAGEMENT_TRUTH_DEFECT_EMPTY_EXPORT_PORTABILITY_DELETION_CALLBACKS_LEGAL_COMPATIBILITY_CLAIMS	F-033	R-13A	nabd_plus_patient_app/app/settings/data.tsx:18–63,84–150	Patient Mobile data-management screen displays export/portability/deletion and data-protection claims but uses no-op callbacks for the actions, hardcodes FHIR/HL7 and 24-hour delivery claims, and lacks a backend request/status/confirmation/error/hold lifecycle.	Patient mobile data-rights surfaces invoke only a backend-authoritative, authenticated and purpose-scoped request lifecycle: export/portability and deletion actions require reauthentication where applicable, explicit informed confirmation, versioned request status, legal-hold/retention manifest, cancellation/partial/unavailable outcomes and auditable secure delivery. UI text, local callback, storage display or compliance claim never proves export, portability, deletion, regulatory compatibility or delivery.	Patient Mobile + Patient Data Rights + Identity/Privacy	NONE_FOUND_AFTER_TARGETED_SEARCH	FINAL_MAPPED	Manual mapping from frozen patient-mobile archive. Existing backend data-rights mappings remain unchanged. Legal/regulatory compatibility, export generation, deletion execution and delivery remain unverified; no patient data, export, deletion, external recipient or runtime operation was accessed.
CONFIRMED_ROOT_MOBILE_FAMILY_CHAT_TRUTH_PARTICIPANT_DEFECT_FABRICATED_MESSAGE_IDS_SWALLOWED_MEMBER_FAILURES	F-052	R-18B	nabd_plus_patient_app/app/family/chat.tsx:34–103,138–175	Chat/family/appointment communication trusts client participant/sender state, permits arbitrary membership, lacks relationship/booking fail-closed checks, durable message/unread/replay lifecycle and bounded safe content/media policy.	Chat members are server-verified against active family/booking/appointment relationships and invitation/owner policy; commands are typed, idempotent and durable with participant/state audit, minimum PHI projection/retention, bounded media/content controls and authoritative closure/read lifecycle.	Chat/Communication + Clinical Privacy	F-070,F-312,F-729,F-1493	FINAL_MAPPED	Manual mapping; notification templates/delivery and safe media storage are shared dependencies, not merged causes.
CONFIRMED_ROOT_MOBILE_FAMILY_JOIN_CONSENT_TRANSITION_DEFECT_LOOKUP_MUTATES_MEMBERSHIP_FABRICATED_UI_NONOPERATIVE_ACCEPT_REJECT	F-050	R-08A	nabd_plus_patient_app/app/family/join.tsx:29–70,175–225	Family invite/join membership lifecycle permits fabricated or non-atomic consent transitions and lacks cryptographic single-use redemption/replay-safe membership truth.	Family invitations are server-issued, recipient-bound, expiring and single-use; join/accept/reject is an atomic idempotent membership transition with audit and no fabricated client success.	Family Platform + Identity/Privacy	F-046,F-051	FINAL_MAPPED	Manual mapping; delegated health permissions belong to R-08B.
CONFIRMED_ROOT_MOBILE_FAMILY_PERMISSION_MUTATION_TRUTH_DEFECT_PATCH_TO_APPROVAL_FALLBACK_FAILURE_NAVIGATION	F-044	R-08B	nabd_plus_patient_app/app/family/permissions.tsx:101–199,260–370	Family delegated-health actions lack a single authoritative capability/consent contract for target membership, scope, expiry/revocation, audit, state/idempotency and bounded emergency/calendar/booking delegation.	Every delegated family action verifies an active recipient/target capability with explicit scope, purpose, expiry/revocation and audit; consent/membership state transitions are idempotent, and health, calendar, emergency-contact and booking references are minimized and server-authoritative.	Family Platform + Care + Clinical Privacy	F-012,F-043,F-045,F-508,F-511	FINAL_MAPPED	Manual mapping; family chat F-052/F-308/F-313/F-934 and home search F-252 are intentionally excluded for their own roots.
CONFIRMED_ROOT_MOBILE_FAMILY_PERMISSION_REQUEST_CONSENT_CONTRACT_DEFECT_TS_NOCHECK_MISSING_API_FALLBACK_DEFAULT_GRANT	F-047	R-08B	nabd_plus_patient_app/app/family/permission-request.tsx:1–10,16–64	Family delegated-health actions lack a single authoritative capability/consent contract for target membership, scope, expiry/revocation, audit, state/idempotency and bounded emergency/calendar/booking delegation.	Every delegated family action verifies an active recipient/target capability with explicit scope, purpose, expiry/revocation and audit; consent/membership state transitions are idempotent, and health, calendar, emergency-contact and booking references are minimized and server-authoritative.	Family Platform + Care + Clinical Privacy	F-012,F-043,F-045,F-508,F-511	FINAL_MAPPED	Manual mapping; family chat F-052/F-308/F-313/F-934 and home search F-252 are intentionally excluded for their own roots.
CONFIRMED_ROOT_MOBILE_GUEST_AUTH_CTA_CONTRACT_DEFECT_SIGNIN_CREATE_HANDLER_LOGOUT_WELCOME	F-035	R-14A	nabd_plus_patient_app/app/profile/index.tsx:30–35,39–47,61–97,115	Mobile guest profile CTA routes sign-in/create actions through logout/welcome behavior instead of an authenticated entry contract.	A blocked/guest capability must route to the correct auth entry and preserve intended context; logout is available only for an authenticated session.	Patient Mobile + Identity/Auth	NONE_FOUND_AFTER_TARGETED_SEARCH	FINAL_MAPPED	Manual reassignment from identity suggestion to mobile capability root. Independent Phase-4 reconciliation performed a source-exact search of DERIVED_DUPLICATE ledger evidence; no direct match was found. Historical sentinel/cross-candidate derived claim was replaced without changing raw IDs, root, exact evidence, cause, rule or owner.
CONFIRMED_ROOT_MOBILE_HEALTH_HOME_CLINICAL_SCHEDULING_TRUTH_DEFECT_FAILURE_AS_EMPTY_FABRICATED_APPOINTMENT_ID_MODALITY	F-038	R-14A	nabd_plus_patient_app/app/(tabs)/health.tsx:99–127,206–250,338–373	Mobile health screen fabricates appointment ID/modality or hides scheduling failure as empty state.	Mobile must render the authoritative booking result or explicit unavailable/error state; it never invents appointment identity, modality or completion.	Patient Mobile + Booking Platform	NONE_FOUND_AFTER_TARGETED_SEARCH	FINAL_MAPPED	Manual reassignment from appointment state to UI capability/truth root. Independent Phase-4 reconciliation performed a source-exact search of DERIVED_DUPLICATE ledger evidence; no direct match was found. Historical sentinel/cross-candidate derived claim was replaced without changing raw IDs, root, exact evidence, cause, rule or owner.
CONFIRMED_ROOT_MOBILE_HEALTH_PASSPORT_PHI_QR_TRUTH_DEFECT_NO_CONSENT_AUDIENCE_TTL_REVOCATION_AUDIT	F-072	R-07A2	nabd_plus_patient_app/app/reports/passport.tsx:37–54,72–123,126–273	Health passport/QR credential lacks recipient audience, one-time/TTL/revocation/use audit and client consent truth.	A health passport is a consented, recipient-scoped, short-lived/revocable artifact with verified issuance/use audit; QR does not disclose PHI by bearer JWT alone.	Clinical Platform + Identity/Privacy + Patient Mobile	F-145	FINAL_MAPPED	Manual mapping; cryptographic key rotation is a separate runtime/identity dependency.
CONFIRMED_ROOT_MOBILE_INSURANCE_BENEFITS_TRUTH_DEFECT_HARDCODED_MONETARY_LIMIT_STALE_RENEWAL_EMPTY_ON_FAILURE	F-080	R-04A2	nabd_plus_patient_app/app/insurance/benefits-summary.tsx:19–29,56–65,61–121	Mobile insurance screens fabricate claim/benefit/coverage success, monetary limits or renewal state instead of rendering canonical policy/claim decision data.	Client displays the server policy/claim/decision state and explicit unavailable/pending/rejected/partial paths; no local success, benefit amount or confirmation.	Patient Mobile + Insurance	F-078	FINAL_MAPPED	Manual mapping; UI contract depends on R-04A1.
CONFIRMED_ROOT_MOBILE_INSURANCE_CLAIM_TRUTH_DEFECT_LOCAL_SUCCESS_NO_SERVER_CLAIM_ID_OWNER_POLICY_SERVICE_EVIDENCE_IDEMPOTENCY_LIFECYCLE	F-077	R-04A2	nabd_plus_patient_app/app/insurance/submit-claim.tsx:24–41,76–152	Mobile insurance screens fabricate claim/benefit/coverage success, monetary limits or renewal state instead of rendering canonical policy/claim decision data.	Client displays the server policy/claim/decision state and explicit unavailable/pending/rejected/partial paths; no local success, benefit amount or confirmation.	Patient Mobile + Insurance	F-078	FINAL_MAPPED	Manual mapping; UI contract depends on R-04A1.
CONFIRMED_ROOT_MOBILE_INSURANCE_HUB_TRUTH_DEFECT_FABRICATED_COVERAGE_LIMITS_DEDUCTIBLE_VERIFICATION_IGNORED_PERSISTENCE_FAILURE	F-079	R-04A2	nabd_plus_patient_app/app/insurance/hub.tsx:21–70,92–130,158–188,294–415,419–469	Mobile insurance screens fabricate claim/benefit/coverage success, monetary limits or renewal state instead of rendering canonical policy/claim decision data.	Client displays the server policy/claim/decision state and explicit unavailable/pending/rejected/partial paths; no local success, benefit amount or confirmation.	Patient Mobile + Insurance	F-078	FINAL_MAPPED	Manual mapping; UI contract depends on R-04A1.
CONFIRMED_ROOT_MOBILE_NOTIFICATION_TRUTH_DEFECT_FLAT_UI_KEYS_DO_NOT_MATCH_BACKEND_NORMALIZED_SETTINGS_OPTIMISTIC_SWALLOWED_FAILURE_CLIENT_ONLY_EMERGENCY_LOCK	F-031	R-09B	nabd_plus_patient_app/app/settings/notifications-settings.tsx:21–32,47–64,98–145,204–278 ; nabdah-backend/src/modules/users/users.controller.ts:50–59	Notification preferences, campaign/reminder commands and delivery/read outcomes lack a unified approved-audience/template/link, atomic claim/idempotency, provider receipt/failure and privacy-safe analytics contract.	Notification commands use consent/preference/suppression-aware authoritative audience snapshots, approved localized templates and scoped links; campaigns/reminders are idempotent leased jobs with durable attempts/receipts/read outcomes, bounded analytics and actor/reason audit.	Notifications + Admin Operations + Patient Mobile	F-032,F-154,F-167,F-871,F-906,F-1496,F-1497,F-1498	FINAL_MAPPED	Manual mapping; OTP/mail/SMS transport, chat/realtime and domain event production are deliberately excluded for separate roots.
CONFIRMED_ROOT_MOBILE_PHARMACY_DRUG_NOT_FOUND_REQUEST_TRUTH_DEFECT_FABRICATED_UPLOAD_SUCCESS_NO_OWNER_SCOPED_REQUEST_ID_LIFECYCLE	F-086	R-06C1	nabd_plus_patient_app/app/pharmacy/drug-not-found.tsx:15–50,52–64,88–120,122–143	Patient Mobile drug-not-found treats a shortage lookup as an actual pharmacy request: it sends generic_name to a lookup endpoint that reads drugName and returns flags, sets success even on an error, renders only a local image flag, and never creates an owner-scoped request, asset or status lifecycle.	A manual pharmacy need is a server-authoritative patient request with validated medicine/Rx context, quantity, safe-asset provenance where applicable, owner-scoped request ID and explicit pending/offer/decline/timeout outcome. It must enter the same eligible-pharmacy broadcast → offer → patient selection → authoritative quote/payment or insurance-decision/co-pay pathway; a lookup, alert or local success state is not submission.	Pharmacy Workflow + Patient Mobile + Clinical/Media Safety	NONE_FOUND_AFTER_TARGETED_SEARCH	FINAL_MAPPED	Manual mapping from frozen baseline source and directly related frozen backend contracts where stated. Targeted derived search recorded no linked DERIVED_DUPLICATE IDs. No product source was modified and no patient data, payment instrument, pharmacy request, search query, media, PSP or runtime service was accessed.
CONFIRMED_ROOT_MOBILE_PRESCRIPTION_PHI_ERROR_ORDER_BINDING_OCR_PROVENANCE_DEFECT	F-041	R-06E	nabd_plus_patient_app/app/health/prescriptions.tsx:16–35,47–97	Patient Mobile prescription screen renders local prescription/OCR/purchased fields, routes “order” only to pharmacy without prescription/order binding, and uses unrestricted device share of prescription details; it has no backend error/status/provenance/consent lifecycle.	Patient mobile prescription views use a verified server-authoritative prescription DTO with clinician/encounter/source/provenance, scan/OCR confidence and review status, expiry and patient scope. Pharmacy ordering invokes a typed canonical order command bound to an eligible active prescription and follows the pharmacy broadcast→offer→selection/payment or insurance-decision flow. PHI sharing is a separate explicit consented, minimum-data, auditable capability; display badge, local share sheet, route navigation or OCR accuracy text never proves prescription, order, purchase or clinical truth.	Patient Mobile + Prescription/Clinical Safety + Pharmacy Workflow	NONE_FOUND_AFTER_TARGETED_SEARCH	FINAL_MAPPED	Manual mapping from frozen patient-mobile archive. Existing prescription intake/assignment/transition root remains unchanged. No prescription, OCR, PHI, patient, pharmacy order, share recipient or runtime operation was accessed.
CONFIRMED_ROOT_MOBILE_RETURN_DETAIL_TRUTH_DEFECT_FABRICATED_REFUND_RECORD_ON_ANY_FAILURE	F-063	R-05B1	nabd_plus_patient_app/app/returns/detail.tsx:53–74,93–112,152–164	Refund/return commands and UI state lack one server-authoritative, idempotent settlement lifecycle; amount/eligibility/request ID/attachment/output can be client-derived or fabricated.	Refund/return is only created and settled from an eligible server-owned order/booking/payment state; amount/currency/policy and reversal are authoritative and auditable.	Payments/Finance + Returns + Patient Mobile	F-076,F-485,F-544,F-548,F-803	FINAL_MAPPED	Manual mapping; F-641 also depends on R-04 insurance decision state.
