screen_or_member	domain	role	static_actions_api_state_signals	backend/payment/journey_status	gap_or_required_test
docs/PROJECT_CONSTITUTION.md	catalog/discovery	source/config	"380: screenWidth: number; || 381: screenHeight: number; || 502: By App Version | By Screen Size | By Network | By Dark Mode || 572: | 'tour.force_replay'     | 'tour.draft.create'     | 'tour.draft.submit' || 637: | Max Width | `min(screenWidth - 32, 360)` | Computed | || 811: | Split Screen | ✅ Best Effort | | || 827: | Accessibility | Screen readers + manual | A11y compliance | || 835: | Deep Links | All CTA routes | Navigation correctness | || 934: static registerRenderer( || 985: | 'center_screen'  // عرض الـ Tooltip في المنتصف بدون Spotlight || 986: | 'retry';         // أعد المحاولة بعد 500ms || 1016: pageX: number, pageY: number) => { || 450: // GET /api/v1/tours/config || 461: // GET /api/v1/tours/{tourId}/content?locale={locale} || 474: // POST /api/v1/tours/analytics/events || 1365: ✅ Right to erasure: DELETE /api/v1/analytics/user/{userId_hash} || 1366: ✅ Data portability: GET /api/v1/analytics/export/{userId_hash} || 1376: // 2. Backend: DELETE /api/v1/analytics/user/{userId_hash} || 1405: path: string;        // ""/(tabs)/pharmacy"" || 1427: // Format: nabdahplus://pharmacy?scan=true || 1428: // أو: https://nabdahplus.com/tour-cta/pharmacy-scan || 1461: Path: [/(tabs)/pharmacy         ] || 1550: // يُستمع لـ updates فورية عبر WebSocket (اختياري في Phase 3) || 1551: subscribeToUpdates(callback: (config: PlatformRemoteConfig) => void): void {"	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
docs/OFFLINE_SYNC_FLOW.md	cross-surface	source/config		UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
docs/PHASE_1C_A_REPORT.md	identity/session	source/config	15: ## 2. إدارة الجلسات والأجهزة (Sessions & Devices) || 16: - **`SessionManager`**: يدعم تسجيل الدخول من أجهزة متعددة (Multi-device)، مع تفعيل **تحديث التوكن المستمر (Refresh Token Rotation)** لمنع هجمات الاستيلاء على الجلسات (Replay Attacks). || 17: - **Session Versioning**: إمكانية إبطال كافة الجلسات عن بُعد للمستخدم عبر رفع رقم إصدار الجلسة. || 3: **Status:** 🟢 **COMPLETED** || 10: ## 1. محرك حالة المصادقة (Auth State Machine) || 30: - **`AppLockService`**: خدمة تعمل في الخلفية تستمع لحالة التطبيق (`AppState`). إذا وضع المستخدم التطبيق في الخلفية لأكثر من 5 دقائق (Inactivity Timeout)، يتم قفل التطبيق تلقائياً والمطالبة بالبصمة عند العودة. || 38: - **عدد الأخطاء (TS Errors):** `0` || 30: - **`AppLockService`**: خدمة تعمل في الخلفية تستمع لحالة التطبيق (`AppState`). إذا وضع المستخدم التطبيق في الخلفية لأكثر من 5 دقائق (Inactivity Timeout)، يتم قفل التطبيق تلقائياً والمطالبة بالبصمة عند العودة. || 38: - **عدد الأخطاء (TS Errors):** `0`	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
docs/CONFIGURATION_GUIDE.md	pharmacy/orders	config/build	1: # Configuration & Admin Guide || 3: ## Admin-Ready Architecture || 4: All configurations in Nabdah Plus are designed to be modifiable remotely by an Admin Dashboard without requiring an app store update. || 14: themeEngine.applyAdminThemeConfig({ primary: '#newColor' }); || 21: - **Colors**: Always use `design-system` components or `themeEngine.getTokens()`. || 22: - **Dimensions**: Use spacing tokens from `src/theme/tokens.ts`.	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
docs/PHASE_1A_COMPLETION_REPORT.md	pharmacy/orders	source/config	30: - [x] Central HTTP client (`HttpClient`) with retry, offline queue, and pagination. || 40: - [x] File Manager with cache cleanup, download, and multipart upload (`FileManager`). || 65: │   ├── components/           # (Legacy screens to be migrated) || 72: │   ├── navigation/           # Guards, Deep Linking, RouterConfig || 92: UI[Feature Modules / Screens] || 113: Guest --> Login || 114: Guest --> Register || 183: - **WebSocket**: Not yet integrated into `HttpClient` (Planned for Phase 1C / Chat module). || 15: - [x] Theme Engine developed with Admin override capability. || 20: - [x] AuthGuard and AdminGuard stubs implemented. || 34: ### Batch 5: Offline, Notifications, & Permissions ✅ || 37: - [x] Centralized Permissions Manager for OS-level access (`PermissionsManager`). || 68: │   ├── design-system/        # 15+ Admin-ready generic UI components || 69: │   ├── features/             # Business modules (pharmacy, doctors, admin, etc.) || 73: │   ├── services/             # HTTP, Analytics, Logging, Permissions || 76: │   ├── theme/                # ThemeEngine & Design Tokens || 113: Guest --> Login || 129: Admin[Admin Dashboard] -->|Remote JSON| ThemeEngine || 130: ThemeEngine --> Tokens[Design Tokens] || 131: Tokens --> Components[DSButton, DSText, etc.] || 3: **Status**: 🟢 **COMPLETED** || 6: This document formally concludes Phase 1A. All infrastructure required to support the Nabdah Plus ecosystem is now in place, fully decoupled from business logic, and strictly typed with zero build errors. || 29: ### Batch 4: Networking & State ✅ || 30: - [x] Central HTTP client (`HttpClient`) with retry, offline queue, and pagination.	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
docs/DATABASE_SCHEMA.md	cross-surface	source/config		UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
docs/SECURITY.md	identity/session	source/config	26: - Action (LOGIN_SUCCESS, LOGIN_FAILED, USER_LOGOUT) || 26: - Action (LOGIN_SUCCESS, LOGIN_FAILED, USER_LOGOUT) || 27: - Session ID & Device ID || 32: **No secrets** (passwords, tokens, OTPs) are ever logged. || 4: To prevent Brute Force and Credential Stuffing attacks, `AccountLockoutService` tracks failed attempts per identifier. After 5 failed attempts, the account is locked for 15 minutes. || 22: `AppLockService` tracks `AppState` and implements a 5-minute inactivity timeout. If exceeded, the app is locked and requires biometric/passcode unlock. || 26: - Action (LOGIN_SUCCESS, LOGIN_FAILED, USER_LOGOUT) || 4: To prevent Brute Force and Credential Stuffing attacks, `AccountLockoutService` tracks failed attempts per identifier. After 5 failed attempts, the account is locked for 15 minutes. || 21: ## 4. App Lock (Idle Timeout) || 22: `AppLockService` tracks `AppState` and implements a 5-minute inactivity timeout. If exceeded, the app is locked and requires biometric/passcode unlock. || 26: - Action (LOGIN_SUCCESS, LOGIN_FAILED, USER_LOGOUT)	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
docs/DEVELOPER_GUIDE.md	chat/support	source/config	21: - **UI & Presentation**: Built with React Native & Expo Router. || 22: - **Design System**: Centralized in `src/design-system/` with strict use of tokens (`src/theme/tokens.ts`). || 25: - **Services**: Isolated singleton managers (`src/services/`) for APIs, analytics, feature flags, permissions, and notifications. || 23: - **State Management**: Redux Toolkit + Redux Persist (in `src/store/`). || 33: 1. Ensure `npx tsc --noEmit` passes with 0 errors. || 34: 2. Ensure `npm run lint` passes with 0 errors. || 33: 1. Ensure `npx tsc --noEmit` passes with 0 errors. || 34: 2. Ensure `npm run lint` passes with 0 errors.	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
docs/PHASE_1A.md	pharmacy/orders	source/config	45: - Expo Router configuration. || 14: 4. Implement a remote Theme Engine (colors, radii, fonts, assets) controlled by Admin. || 21: 11. Setup Permissions manager. || 39: - Core Services (Http, Error, Logger, Analytics, FeatureFlags, Permissions). || 50: **Batch 5: Offline + Notifications + Permissions** ⏳ Pending || 3: **Status:** 🟡 In Progress || 12: 2. Separate UI, Business Logic, Services, API Layer, State, etc. || 17: 7. Centralize error handling (AppError, ErrorBoundary). || 39: - Core Services (Http, Error, Logger, Analytics, FeatureFlags, Permissions). || 43: **Batch 2: Localization + Navigation** ⏳ Pending || 48: **Batch 3: Auth + Security** ⏳ Pending || 49: **Batch 4: Networking + State** ⏳ Pending || 50: **Batch 5: Offline + Notifications + Permissions** ⏳ Pending || 51: **Batch 6: Services** ⏳ Pending || 52: **Batch 7: Platform Features** ⏳ Pending || 53: **Batch 8: DX + Quality** ⏳ Pending || 57: 1. ✅ Project builds successfully || 8: Phase 1A is **strictly for reusable infrastructure**. NO business features (Pharmacy, Doctors, Labs, Orders, Chat, Payments) are implemented in this phase. || 16: 6. Centralize and abstract API client (HttpClient) with retries, timeout, cache. || 17: 7. Centralize error handling (AppError, ErrorBoundary). || 39: - Core Services (Http, Error, Logger, Analytics, FeatureFlags, Permissions). || 43: **Batch 2: Localization + Navigation** ⏳ Pending || 48: **Batch 3: Auth + Security** ⏳ Pending || 49: **Batch 4: Networking + State** ⏳ Pending	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
docs/SYNC_ENGINE.md	cross-surface	source/config		UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
docs/DECISIONS.md	pharmacy/orders	source/config	58: **Decision:** Defined `Repository<T>`, `LocalDataSource<T>`, and `RemoteDataSource<T>`. Screens only talk to repositories. || 137: **Context:** Offline queues can accidentally submit the same POST/PATCH request multiple times when network drops repeatedly. || 17: **Consequences:** Prevents deep imports (e.g., `import { X } from '@/modules/pharmacy/components/X'`). Enforces encapsulation. || 9: **Decision:** All core UI components (Button, Text, Card, etc.) live strictly in `src/design-system/`. They consume central tokens. Feature modules import from `@/design-system` barrel export. || 36: **Context:** Need centralized logic for retries, timeouts, caching, and token injection. || 68: ## ADR-010: Admin-configurable ThemeEngine || 72: **Decision:** `ThemeEngine` fetches remote config and overrides base Design System tokens at runtime. || 75: ## ADR-011: Centralized PermissionsManager || 78: **Context:** OS permission requests are scattered and handle rejections poorly. || 79: **Decision:** Built `PermissionsManager` as a single access point with fallback to OS Settings. || 80: **Consequences:** Consistent UX for permission requests across all features. || 7: **Status:** Accepted || 14: **Status:** Accepted || 21: **Status:** Accepted || 28: **Status:** Accepted || 29: **Context:** Prevent runtime errors and ensure code quality. || 35: **Status:** Accepted || 42: **Status:** Accepted || 49: **Status:** Accepted || 56: **Status:** Accepted || 57: **Context:** Need to decouple data access (local + remote) from UI and State logic. || 63: **Status:** Accepted || 70: **Status:** Accepted || 9: **Decision:** All core UI components (Button, Text, Card, etc.) live strictly in `src/design-system/`. They consume central tokens. Feature modules import from `@/design-system` barrel export.	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
docs/REPOSITORY_GUIDE.md	pharmacy/orders	source/config	19: 2. **Register the Repository (Usually during App Initialization):** || 24: RepositoryCoordinator.registerFeatureRepository<IConsultation>( || 26: '/api/v1/consultations', // API Endpoint || 14: status: string; || 39: const spec = QuerySpecification.create().where('status', 'PENDING').orderBy('scheduled_at', 'DESC'); || 40: const pendingConsultations = await repo.match(spec); || 46: status: 'PENDING', || 58: await consultationRepo.update(id, { status: 'COMPLETED' }, context); || 59: await paymentRepo.create({ amount: 100, consultation_id: id }, context); || 39: const spec = QuerySpecification.create().where('status', 'PENDING').orderBy('scheduled_at', 'DESC'); || 40: const pendingConsultations = await repo.match(spec); || 42: // Creating (Offline First) || 46: status: 'PENDING',	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
docs/KNOWN_LIMITATIONS.md	identity/session	source/config	7: 1. **Design System:** Not all existing legacy screens have been migrated to use `src/design-system` components. || 15: 9. **Imports:** Existing screens have not yet been fully migrated to use `@/` path aliases. || 8: 2. **HttpClient:** Does not currently handle WebSockets (planned for Phase 1B/Chat). || 12: 6. **OTPInput Component:** On Android, pasting requires `maxLength: 2` workaround due to RN text input issues. || 21: 3. **Redux Persist:** Serialization/deserialization may become slow for large state trees (consider moving large collections to SQLite/AsyncStorage via Repository pattern).	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
audit-artifacts/MOBILE_P1_EXECUTION_PLAN_20260822.md	diagnostics/homecare	source/config	13: | MLOG-007 | `src/services/HttpClient.ts:16-45` | retry شامل لأخطاء الشبكة/5xx يشمل POST/PUT/PATCH/DELETE بلا مفتاح إعادة | قصر retry على GET/HEAD؛ mutation لا يُعاد إلا عبر سياسة مورد عقدية ومفتاح مستقر محفوظ بأمان | POST شبكة فاشلة: لا مح || 17: | MSEC-011 | `src/services/SyncManager.ts:16-77` و`src/utils/offlineQueue.ts:12-49` | queue نصي غير مشفر بلا TTL ويحتفظ بالمحتوى/المستلم | إيقاف حفظ الرسائل/المرفقات الحساسة نصياً؛ استخدام مخزن مشفر متاح أو عدم وضعها في الطابور؛ TTL وحجم أق || 18: | MSEC-014 | `app/(auth)/register.tsx:175-184` | كلمة المرور تمر في params إلى OTP | إنشاء `RegistrationTransactionContext` داخل الذاكرة؛ route يحمل `transactionId` فقط، أو عقد server-side transaction | serialised route لا يحتوي password؛ O || 15: | MDATA-008 | `src/services/HttpClient.ts:33-45` | mutation غير المتصل يرجع `queued:true` في مسار نجاح Axios | رفض الطلب بـ`OfflineMutationPendingError` أو إرجاع discriminated result لا يطابق DTO النجاح؛ الواجهة تعرض pending | Offline POST  || 27: | B | ApiContractError ومنع نجاح JSON/Offline المصطنع | لا يعتمد على الباك إند الجديد | اختبارات Axios/fetch لكل فشل عقدي وشبكة | || 9: | MSEC-001 | `src/utils/api.ts:13-40` | قراءة/كتابة access token في `AsyncStorage` عند فشل SecureStore | استبدال `getToken` و`saveToken` بخدمة tokens تفشل بشكل آمن على iOS/Android؛ تمسح المرآة القديمة عند أول تشغيل ولا تكتب token في التخزين || 10: | MSEC-005 | `utils/api.ts:19-45,118-122` | عميل API بديل يعود إلى AsyncStorage لرمزي access/refresh | توحيد العميلين أو حظر العميل القديم؛ منع fallback للرموز ومنع مسارات موازية للتخزين | فحص ساكن لمنع `AsyncStorage` مع مفاتيح token واختبا || 11: | MSEC-016 | `src/utils/security.ts:9-49` | غلاف `secure*` يعيد البيانات إلى AsyncStorage عند فشل التخزين الآمن | إبقاء AsyncStorage للويب غير السرّي فقط؛ على الجوال إرجاع `SecureStorageUnavailableError` ومسح أي token قديم | اختبار iOS/Andr || 16: | MSEC-009 | `src/services/SyncManager.ts:5-29,61-65` | حفظ headers كاملة بما فيها Authorization في AsyncStorage | تجريد headers إلى allowlist قبل الحفظ؛ لا Authorization/Cookie/PHI؛ مصدر token يحقن عند إعادة التشغيل من SecureStore | اختبار || 17: | MSEC-011 | `src/services/SyncManager.ts:16-77` و`src/utils/offlineQueue.ts:12-49` | queue نصي غير مشفر بلا TTL ويحتفظ بالمحتوى/المستلم | إيقاف حفظ الرسائل/المرفقات الحساسة نصياً؛ استخدام مخزن مشفر متاح أو عدم وضعها في الطابور؛ TTL وحجم أق || 18: | MSEC-014 | `app/(auth)/register.tsx:175-184` | كلمة المرور تمر في params إلى OTP | إنشاء `RegistrationTransactionContext` داخل الذاكرة؛ route يحمل `transactionId` فقط، أو عقد server-side transaction | serialised route لا يحتوي password؛ O || 19: | MSEC-015 | `app/(auth)/otp.tsx:101-110` | guest conversion يرسل `Password@123` افتراضياً | إزالة fallback كلياً؛ طلب كلمة مختارة تحقق سياسة أو exchange token من الباك إند | غياب كلمة/رمز conversion يرفض قبل الشبكة؛ لا يظهر literal المحظور || 20: | MDATA-017 | `app/_layout.tsx:65-69` | فشل re-auth يصنع `guest_user` و`guest_token` بدور patient | استبداله بحالة `offlineUnauthenticated` بلا token ولا user، وتقييد التنقل إلى واجهات عامة وإظهار reconnect | فشل re-auth لا يرسل auth dispat || 26: | A | خدمة token موحدة، إزالة fallbacks، حالة offlineUnauthenticated، كلمة المرور في التسجيل/OTP | لا يعتمد على الباك إند الجديد | اختبارات الوحدة + typecheck + فحص ثابت لمفاتيح token وكلمة المرور | || 11: | MSEC-016 | `src/utils/security.ts:9-49` | غلاف `secure*` يعيد البيانات إلى AsyncStorage عند فشل التخزين الآمن | إبقاء AsyncStorage للويب غير السرّي فقط؛ على الجوال إرجاع `SecureStorageUnavailableError` ومسح أي token قديم | اختبار iOS/Andr || 12: | MDATA-002 | `src/utils/api.ts:160-164` | فشل `response.json()` بعد HTTP ناجح يعاد كـ`{ok:true}` | إرجاع `ApiContractError(code='invalid_response')` أو `Result` فاشل؛ توجيه الشاشة إلى حالة خطأ لا نجاح | استجابة `200` بنص غير JSON ترفض prom || 13: | MLOG-007 | `src/services/HttpClient.ts:16-45` | retry شامل لأخطاء الشبكة/5xx يشمل POST/PUT/PATCH/DELETE بلا مفتاح إعادة | قصر retry على GET/HEAD؛ mutation لا يُعاد إلا عبر سياسة مورد عقدية ومفتاح مستقر محفوظ بأمان | POST شبكة فاشلة: لا مح || 14: | MLOG-012 | `src/services/SyncManager.ts:19-79` | إعادة تشغيل طابور mutations بصيغة عمياء بلا idempotency أو تأكيد نهائي | استبدال `SyncRequest` بـ`PendingMutation` سماحي: method/path/body آمن، `idempotencyKey`، ttl، resourcePolicy، وعدّاد || 15: | MDATA-008 | `src/services/HttpClient.ts:33-45` | mutation غير المتصل يرجع `queued:true` في مسار نجاح Axios | رفض الطلب بـ`OfflineMutationPendingError` أو إرجاع discriminated result لا يطابق DTO النجاح؛ الواجهة تعرض pending | Offline POST  || 27: | B | ApiContractError ومنع نجاح JSON/Offline المصطنع | لا يعتمد على الباك إند الجديد | اختبارات Axios/fetch لكل فشل عقدي وشبكة | || 28: | C | طابور PendingMutation الآمن وسياسات replay | يتطلب تأكيد مصفوفة idempotency في الـOpenAPI الحية قبل تمكين كل مورد | اختبار TTL/header stripping/replay وعدم تكرار الحجوزات والدفع | || 29: | D | ربط mutations المتعاقد عليها فقط ومراجعة E2E Sandbox | نشر الـOpenAPI الحية وعقود mutation الفعلية | success/failure/replay لكل مورد وحساب Sandbox فقط | || 11: | MSEC-016 | `src/utils/security.ts:9-49` | غلاف `secure*` يعيد البيانات إلى AsyncStorage عند فشل التخزين الآمن | إبقاء AsyncStorage للويب غير السرّي فقط؛ على الجوال إرجاع `SecureStorageUnavailableError` ومسح أي token قديم | اختبار iOS/Andr || 12: | MDATA-002 | `src/utils/api.ts:160-164` | فشل `response.json()` بعد HTTP ناجح يعاد كـ`{ok:true}` | إرجاع `ApiContractError(code='invalid_response')` أو `Result` فاشل؛ توجيه الشاشة إلى حالة خطأ لا نجاح | استجابة `200` بنص غير JSON ترفض prom	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
audit-artifacts/MOBILE_SOURCE_IMPORT_PROVENANCE_20260822.md	cross-surface	source/config		UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
audit-artifacts/verification/MOBILE_P1_EXECUTION_VERIFICATION_20260822.md	identity/session	source/config	15: | MSEC-014 وMSEC-015 | كلمة المرور بقيت ضمن registration transaction داخل الذاكرة، وroute OTP يحمل transactionId فقط؛ أزيل conversion الافتراضي. | `099d37f` | `src/services/auth/RegistrationTransaction.test.ts` | || 39: لا تزال مواءمة register/OTP الموروثة مع جسور `/auth/otp/*` وsession exchange الجديدة محجوبة حتى تتوفر OpenAPI حية مطابقة وعنوان Sandbox معتمد. كذلك لا توجد queue أو replay مفعلة للحجوزات أو السلة أو الدفع أو الوصفات أو المحادثة؛ تم تعطيلها  || 15: | MSEC-014 وMSEC-015 | كلمة المرور بقيت ضمن registration transaction داخل الذاكرة، وroute OTP يحمل transactionId فقط؛ أزيل conversion الافتراضي. | `099d37f` | `src/services/auth/RegistrationTransaction.test.ts` | || 16: | MDATA-017 | لا يُصنع `guest_user` أو `guest_token` عند الفشل؛ وأزيلت نقطة `auth/guest` من شاشة الترحيب ومدخل التطبيق بانتظار عقد منشور. | `099d37f`, `33404a4` | `app/authGuestPolicy.test.ts` | || 39: لا تزال مواءمة register/OTP الموروثة مع جسور `/auth/otp/*` وsession exchange الجديدة محجوبة حتى تتوفر OpenAPI حية مطابقة وعنوان Sandbox معتمد. كذلك لا توجد queue أو replay مفعلة للحجوزات أو السلة أو الدفع أو الوصفات أو المحادثة؛ تم تعطيلها  || 9: | MSEC-001 وMSEC-016 | التخزين الآمن للـsession يفشل مغلقاً على native؛ لا fallback نصي للرموز، مع تنظيف مرآة legacy فقط. | `099d37f` | `src/utils/security.storage.test.ts` | || 10: | MSEC-005 | `utils/api.ts` صار يستخدم `secureGet/secureSet/secureDelete` ولا يعيد access/refresh tokens إلى AsyncStorage. | `1e5e148` | `utils/api.security.test.ts` | || 13: | MLOG-012 وMSEC-009 | طابور mutations السابق، الذي كان يحفظ request/body/headers ويعيد التشغيل، معطل صراحةً ولا يخزن Authorization أو PHI. | `e04c04f` | `src/services/SyncManager.offline.test.ts` | || 15: | MSEC-014 وMSEC-015 | كلمة المرور بقيت ضمن registration transaction داخل الذاكرة، وroute OTP يحمل transactionId فقط؛ أزيل conversion الافتراضي. | `099d37f` | `src/services/auth/RegistrationTransaction.test.ts` | || 16: | MDATA-017 | لا يُصنع `guest_user` أو `guest_token` عند الفشل؛ وأزيلت نقطة `auth/guest` من شاشة الترحيب ومدخل التطبيق بانتظار عقد منشور. | `099d37f`, `33404a4` | `app/authGuestPolicy.test.ts` | || 39: لا تزال مواءمة register/OTP الموروثة مع جسور `/auth/otp/*` وsession exchange الجديدة محجوبة حتى تتوفر OpenAPI حية مطابقة وعنوان Sandbox معتمد. كذلك لا توجد queue أو replay مفعلة للحجوزات أو السلة أو الدفع أو الوصفات أو المحادثة؛ تم تعطيلها  || 41: > **الحكم الحالي:** لا دمج إلى `main`، ولا GO للإنتاج. يتحسن وضع P1 الدفاعي في هذا الفرع فقط؛ ويظل الحكم محجوباً حتى إصلاح بوابة Jest الموحدة، والتعاقد الحي، واختبارات Sandbox success/failure/owner/unauth/replay على حسابات Sandbox فقط. || 11: | MDATA-002 | استجابة HTTP الناجحة غير JSON ترفض بـ`ApiContractError('invalid_response')` بدلاً من نجاح مصطنع. | `099d37f` | `src/utils/api.security.test.ts` | || 12: | MLOG-007 وMDATA-008 | HttpClient يعيد فقط GET/HEAD؛ mutation network failure يرفض بـ`OfflineMutationPendingError` ولا يعود queued success. | `e04c04f` | `src/services/HttpClient.offline.test.ts` | || 41: > **الحكم الحالي:** لا دمج إلى `main`، ولا GO للإنتاج. يتحسن وضع P1 الدفاعي في هذا الفرع فقط؛ ويظل الحكم محجوباً حتى إصلاح بوابة Jest الموحدة، والتعاقد الحي، واختبارات Sandbox success/failure/owner/unauth/replay على حسابات Sandbox فقط. || 11: | MDATA-002 | استجابة HTTP الناجحة غير JSON ترفض بـ`ApiContractError('invalid_response')` بدلاً من نجاح مصطنع. | `099d37f` | `src/utils/api.security.test.ts` | || 12: | MLOG-007 وMDATA-008 | HttpClient يعيد فقط GET/HEAD؛ mutation network failure يرفض بـ`OfflineMutationPendingError` ولا يعود queued success. | `e04c04f` | `src/services/HttpClient.offline.test.ts` | || 13: | MLOG-012 وMSEC-009 | طابور mutations السابق، الذي كان يحفظ request/body/headers ويعيد التشغيل، معطل صراحةً ولا يخزن Authorization أو PHI. | `e04c04f` | `src/services/SyncManager.offline.test.ts` | || 14: | MSEC-011 | طابور الرسائل النصي معطل؛ يمسح مفتاح legacy ويرفض حفظ content/receiver أو إعادة الإرسال. | `d43f932` | `src/utils/offlineQueue.security.test.ts` |	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
audit-artifacts/verification/MOBILE_P1_TYPECHECK_20260822.txt	cross-surface	source/config		UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
audit-artifacts/verification/MOBILE_P1_TARGETED_REGRESSION_GATE_20260822.txt	identity/session	source/config	27: ✓ does not create or retry as a guest session after an authentication error (26 ms) || 88: ✓ rejects a network-failed mutation without retry, queue, or synthetic success (2 ms) || 66: === src/services/auth/RegistrationTransaction.test.ts === || 69: > jest --runInBand src/services/auth/RegistrationTransaction.test.ts || 71: PASS src/services/auth/RegistrationTransaction.test.ts || 79: Ran all test suites matching /src\/services\/auth\/RegistrationTransaction.test.ts/i. || 172: === app/authGuestPolicy.test.ts === || 175: > jest --runInBand app/authGuestPolicy.test.ts || 177: PASS app/authGuestPolicy.test.ts || 185: Ran all test suites matching /app\/authGuestPolicy.test.ts/i. || 11: 103 |     // Handle missing/invalid token or auth error || 12: 104 |     if (errorMsg.toLowerCase().includes('missing token') || response.status === 401 || response.status === 403) { || 15: 106 |       try { await SecureStore.deleteItemAsync(STORAGE_KEYS.AUTH_TOKEN); } catch {} || 16: 107 |       await clearLegacyTokenMirror(); || 25: ✓ never reads an authorization token from the legacy AsyncStorage mirror (5 ms) || 27: ✓ does not create or retry as a guest session after an authentication error (26 ms) || 137: 103 |     // Handle missing/invalid token or auth error || 138: 104 |     if (errorMsg.toLowerCase().includes('missing token') || response.status === 401 || response.status === 403) { || 141: 106 |       try { await SecureStore.deleteItemAsync(STORAGE_KEYS.AUTH_TOKEN); } catch {} || 142: 107 |       await clearLegacyTokenMirror(); || 179: ✓ does not invoke the legacy guest endpoint or restore guest sessions from app entry points (7 ms) || 9: [apiFetch] Auth error for endpoint: /patient-only || 11: 103 |     // Handle missing/invalid token or auth error || 12: 104 |     if (errorMsg.toLowerCase().includes('missing token') || response.status === 401 || response.status === 403) {	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
e2e/firstTest.e2e.js	pharmacy/orders	test		UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
e2e/jest.config.js	cross-surface	test	5: testTimeout: 120000,	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/polyfills.ts	consultation/booking	source/config	5: class DOMExceptionPolyfill extends Error { || 9: this.name = name || 'Error'; || 5: class DOMExceptionPolyfill extends Error { || 9: this.name = name || 'Error';	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
